offer_id,property_type,area,condition,price_m2,built_in,house_area,land_area,built_up_area,terrain,energy_certificate,electricity,water,location_district,location_city,location_area,agency,office_city
Ju_JIspGy8j,house,42,"fully renovated",NULL,1960,42,454,55,flat,"not available",on-site,"public water","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto",jabyvam.sk,"Liptovský Mikuláš"
JuwY9aBM81x,house,300,"partially renovated",1163.33,1961,300,811,195,NULL,"not available",NULL,NULL,"okres Martin",Vrútky,"Dolné Vrútky","Like Reality s.r.o.","Považská Bystrica"
Ju6FkAOvz_r,house,79,unrenovated,1139.24,1969,79,350,110,flat,"not available",NULL,well,"okres Liptovský Mikuláš","Liptovský Mikuláš",Okoličné,"AstonReal s.r.o.","Banská Bystrica"
Ju8bN6JmGCo,house,120,unrenovated,2250.00,1970,120,737,120,flat,"not available",on-site,"public water","okres Martin",Martin,Ľadoveň,"Reality ASTORIA, s.r.o.",Martin
JuF5wwqoPt-,house,90,unrenovated,1222.22,1904,90,986,90,NULL,NULL,NULL,NULL,"okres Ružomberok","Liptovská Osada","Liptovská Osada","Romantické Chalupy, s.r.o.",Bratislava
JuRB3GLBQlr,house,140,unrenovated,2142.86,2008,140,781,77,flat,"not available",NULL,well,"okres Žilina",Rajec,Rajec,"TUreality s.r.o.",Žilina
JulDvECm5wW,house,175,"new construction",2457.14,2025,175,442,120,flat,"not available",NULL,"public water","okres Žilina",Žilina,"Považský Chlmec","RIEŠIME BÝVANIE",Bratislava
JutdauUbuYB,house,178,"new construction",NULL,2014,178,795,200,flat,"not available",on-site,"public water","okres Žilina",Mojš,Mojš,"OREA, s.r.o.","Dolný Kubín"
JuKt4j2XFxX,house,788,"partially renovated",253.81,1974,788,788,494,flat,"not available","not available",well,"okres Liptovský Mikuláš",Dúbrava,Dúbrava,"Reality Alpia",Martin
JuTM2PfA7TL,house,172,"partially renovated",1040.70,1980,172,732,112,"gently sloped","not available",NULL,NULL,"okres Žilina",Bitarová,Bitarová,"TUreality s.r.o.",Žilina
JuHuCArgKgQ,house,90,"new construction",1833.33,1900,90,392,100,other,"not available",NULL,NULL,"okres Námestovo",Zubrohlava,Zubrohlava,"RE/MAX Slovakia",Bratislava
Jucbi7PZEnm,house,90,unrenovated,1027.78,1970,90,901,115,NULL,"not available",NULL,NULL,"okres Čadca",Klokočov,Klokočov,"1. Reality Rent, s.r.o.",Žilina
JuM1C8fcu8K,house,847,"fully renovated",NULL,1980,847,847,150,"gently sloped","not available",NULL,NULL,"okres Ružomberok",Ružomberok,NULL,"TUreality s.r.o.",Žilina
Ju-vY43kOSm,house,120,"fully renovated",1691.67,1970,120,1640,100,flat,"not available",NULL,well,"okres Čadca",Klokočov,Klokočov,"1. Reality Rent, s.r.o.",Žilina
Ju6dKyzXet6,house,131,"new construction",2053.44,2024,131,252,113,flat,A,on-site,"public water","okres Žilina",Žilina,Strážov,"ŽILINAREAL, s.r.o.",Žilina
Ju6vI9Ongqb,house,270,"partially renovated",NULL,1964,270,NULL,177,"gently sloped","not available",on-site,well,"okres Čadca",Klokočov,Klokočov,"YNI reality",Žilina
JuSGs9I7N10c,house,236,"partially renovated",377.12,1922,236,448,236,NULL,"not available",NULL,"public water","okres Turčianske Teplice",Čremošné,Čremošné,"BALAŽI REAL ESTATE s.r.o.",Topoľčany
JuQQeemtPlQ,house,445,"partially renovated",503.37,1980,445,NULL,NULL,NULL,"not available",NULL,NULL,"okres Liptovský Mikuláš","Liptovský Trnovec","Liptovský Trnovec","TUreality s.r.o.",Žilina
Juc14yxwCWy,house,209,"under construction",1674.16,2026,209,546,132,flat,A,NULL,NULL,"okres Liptovský Mikuláš",Ľubeľa,Ľubeľa,"ARBIZ real estate & finance s. r. o.",Ružomberok
JuA6unfH09z,house,250,"partially renovated",1396.00,2025,250,734,250,NULL,"not available",NULL,NULL,"okres Martin",Martin,Stráne,"Reality ASTORIA, s.r.o.",Martin
JuoL9EBWGdw,house,84,unrenovated,1189.29,1960,84,491,84,flat,"not available",on-site,"public water","okres Žilina",Podhorie,Podhorie,"WFG reality, s.r.o.",Žilina
JuTsKQYVo81,house,318,"fully renovated",3500.00,1900,318,634,106,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš",Bodice,"bezmaklérov, s.r.o.",Žilina
JuvJClErKby,house,75,unrenovated,1998.67,1971,75,446,75,flat,"not available",NULL,"not available","okres Kysucké Nové Mesto",Rudina,Rudina,"WFG reality, s.r.o.",Žilina
JuImgMwAlae,house,125,"new construction",2699.52,2025,125,288,NULL,other,"not available","not available","not available","okres Žilina",Bitarová,Bitarová,"MGM reality",Žilina
JuJRg0E5VNn,house,140,"new construction",1857.14,2025,140,560,140,flat,"not available",on-site,"public water","okres Martin",Valča,Valča,"ALT REAL, s.r.o.",Martin
Ju_7upNwBrj,house,110,unrenovated,790.91,1960,110,NULL,97,"gently sloped","not available",on-site,"public water","okres Dolný Kubín",Malatiná,Malatiná,"RK Dalmia s. r. o.","Dolný Kubín"
JueQzTcIDeQ,house,42,"new construction",3333.33,2024,42,400,48,"gently sloped",A,on-site,"public water","okres Ružomberok",Ružomberok,Baničné,"FISCHER & PARTNERS, s.r.o.",Ružomberok
JuWFwDq9Hos,house,100,unrenovated,990.00,1973,100,NULL,130,flat,"not available",on-site,well,"okres Ružomberok",Likavka,Likavka,"AstonReal s.r.o.","Banská Bystrica"
Juw-gEYpFG_,house,135,"new construction",1533.33,2025,135,211,63,"gently sloped",A,NULL,NULL,"okres Čadca",Čadca,Milošová,"SLNOVRAT, s.r.o.",Olešná
Ju3_GjYaBPA,house,1056,unrenovated,241.48,1952,1056,NULL,1056,flat,"not available",on-site,"public water","okres Čadca",Čadca,Centrum,"MENÍME BÝVANIE",Čadca
JufgKb9FR3J,house,60,"partially renovated",916.67,2021,60,799,60,NULL,NULL,NULL,NULL,"okres Ružomberok",Ludrová,Ludrová,"Romantické Chalupy, s.r.o.",Bratislava
JunNJzhFnyu,house,270,"fully renovated",NULL,1964,270,780,90,NULL,"not available",NULL,NULL,"okres Čadca",Čierne,Čierne,Reality+,Žilina
Juk_6IbuVg4,house,240,unrenovated,NULL,2003,240,1619,NULL,other,"not available","not available","not available","okres Kysucké Nové Mesto",Nesluša,Nesluša,"MGM reality",Žilina
Juhv-0ib6ND,house,1,unrenovated,NULL,1967,1,632,1,sloped,"not available",on-site,"public water","okres Bytča","Hlboké nad Váhom","Hlboké nad Váhom","TOCA, s.r.o. Realitná činnosť",Bytča
JuFy8odNEYG,house,1281,"fully renovated",230.29,2025,1281,NULL,NULL,"gently sloped","not available","not available",well,"okres Ružomberok",Ludrová,Ludrová,"Reality Alpia",Martin
Ju5HL9HCWYK,house,806,"partially renovated",NULL,1980,806,806,NULL,flat,"not available",NULL,well,"okres Liptovský Mikuláš",Podtureň,Podtureň,"TUreality s.r.o.",Žilina
JuTAR5A7Hvk,house,209,"new construction",1411.48,2019,209,391,123,flat,A,on-site,"public water","okres Bytča",Bytča,"Hliník nad Váhom","TOCA, s.r.o. Realitná činnosť",Bytča
Juk8YxA4P9Q,house,128,"partially renovated",1351.56,1975,128,830,130,flat,"not available",NULL,"public water","okres Tvrdošín",Zábiedovo,Zábiedovo,"VICTORY REALITY Residence s. r. o.","Banská Bystrica"
JuH7gFUPY7f,house,280,"fully renovated",NULL,1998,280,1542,110,flat,"not available",NULL,NULL,"okres Žilina",Gbeľany,Gbeľany,"RIEŠIME BÝVANIE",Bratislava
JuHEeYDAKYc,house,200,unrenovated,475.00,1967,200,1142,160,flat,"not available",NULL,NULL,"okres Čadca",Zákopčie,Zákopčie,"Ing. Marcela Pišteková",Turzovka
Ju818YWB7Et,house,195,"partially renovated",1123.08,1976,195,580,90,NULL,"not available",NULL,NULL,"okres Martin",Valča,Valča,"Reality AK, spol. s r.o.",Martin
JuvprX5EDq1,house,88,"fully renovated",3180.68,1961,88,1325,98,"mostly flat","not available",NULL,NULL,"okres Ružomberok",Likavka,Likavka,"OREA, s.r.o.","Dolný Kubín"
Ju769ToQ74D,house,200,"new construction",1103.63,2024,200,588,90,"gently sloped","not available",on-site,"public water","okres Žilina",Žilina,"Žilinská Lehota","DRR INVEST, s. r. o.","Horný Hričov"
Ju_VPyRRw8c,house,160,unrenovated,643.13,2020,160,1016,160,NULL,NULL,NULL,NULL,"okres Čadca",Klokočov,Klokočov,"Romantické Chalupy, s.r.o.",Bratislava
Juady9vqBv8,house,350,"new construction",851.43,2010,350,1900,300,NULL,"not available",NULL,NULL,"okres Čadca",Klokočov,Klokočov,"Ing. Marcela Pišteková",Turzovka
Juj0QibLMWk,house,186,"new construction",1983.87,2010,186,690,200,flat,A,NULL,NULL,"okres Čadca","Krásno nad Kysucou",Stred,"JPE. Reality - Jozef Pajer",Čadca
Jua9bDzVCPy,house,110,unrenovated,1090.91,1965,110,297,135,flat,"not available",NULL,NULL,"okres Ružomberok",Lisková,Lisková,"RE/MAX Slovakia",Bratislava
JuVWSdPVacq,house,160,unrenovated,931.25,1900,160,282,93,"gently sloped","not available",NULL,NULL,"okres Liptovský Mikuláš",Ľubeľa,Ľubeľa,"RE/MAX Slovakia",Bratislava
JuoeXyKL-xw,house,240,"partially renovated",1166.67,1980,240,600,120,flat,"not available",on-site,"public water","okres Martin",Martin,"Kolónia Hviezda","TB Real, spol. s r.o.",Košice
JuU-CdEC7dE,house,140,unrenovated,914.29,1977,140,740,80,flat,"not available",NULL,well,"okres Čadca",Svrčinovec,Svrčinovec,"1. Reality Rent, s.r.o.",Žilina
JuyjJhU57Ie,house,280,"fully renovated",0.00,1990,280,1300,125,flat,NULL,NULL,well,"okres Martin",Dražkovce,Dražkovce,"B10 Slovensko, a. s.",Žilina
JuUOF1Y8GRc,house,800,"partially renovated",306.25,1980,800,800,253,flat,"not available",NULL,NULL,"okres Ružomberok",Martinček,Martinček,"TUreality s.r.o.",Žilina
JuTtMGChCvj,house,664,"partially renovated",224.40,1980,664,664,NULL,flat,"not available",NULL,well,"okres Ružomberok",Ivachnová,Ivachnová,"TUreality s.r.o.",Žilina
Ju85rN2RkNp,house,320,"partially renovated",1531.25,1970,320,634,110,"gently sloped","not available",NULL,"public water","okres Žilina",Žilina,Bôrik,"ŽILINAREAL, s.r.o.",Žilina
JuGV2Mc53Dd,house,121,"new construction",1817.36,1900,121,540,154,NULL,"not available",NULL,NULL,"okres Námestovo",Ťapešovo,Ťapešovo,"RE/MAX Slovakia",Bratislava
Ju_8_vlnZwY,house,18,"new construction",555.00,2025,18,NULL,18,other,"not available","not available","not available","okres Ružomberok",Ružomberok,"Biely Potok","IVANING, s. r. o.",Ružomberok
JulClHeflP9,house,180,"fully renovated",1438.89,1997,180,753,102,flat,"not available",NULL,NULL,"okres Žilina","Lietavská Lúčka","Lietavská Lúčka","Babony TRE s.r.o.",Bratislava
JuAUegGsDW_,house,96,"fully renovated",1250.00,1950,96,534,48,NULL,"not available",NULL,NULL,"okres Turčianske Teplice",Turček,Turček,"TARGETreal s. r. o.",Žilina
JuD5IEP-_uU,house,728,"new construction",405.22,2023,728,728,133,flat,"not available",NULL,well,"okres Žilina","Lietavská Svinná-Babkov","Lietavská Svinná-Babkov","TUreality s.r.o.",Žilina
Juh02qpId7f,house,180,"partially renovated",861.11,1969,180,502,100,NULL,"not available",NULL,NULL,"okres Čadca",Čadca,Rieka,"HOLESTIAK.sk reality s.r.o.",Čadca
JudW0vCLa-q,house,220,"partially renovated",NULL,1986,220,433,182,"gently sloped","not available",on-site,"public water","okres Žilina",Žilina,Budatín,"ŽILINAREAL, s.r.o.",Žilina
JuZSCNK7v3l,house,300,"fully renovated",2500.00,1930,300,1200,300,flat,"not available",NULL,"public water","okres Žilina",Žilina,"Staré mesto","RIEŠIME BÝVANIE",Bratislava
JuNXUaLV7F5,house,117,"new construction",2050.43,2025,117,431,70,NULL,"in preparation",NULL,NULL,"okres Čadca",Čadca,Kyzkovci,"HOLESTIAK.sk reality s.r.o.",Čadca
Jubpxb0JsTj,house,140,unrenovated,464.29,1965,140,942,120,"gently sloped","not available",on-site,well,"okres Čadca",Klokočov,Klokočov,"Trioreality, s.r.o.",Čadca
Ju4kDIYSKlj,house,210,unrenovated,1619.05,1980,210,1039,172,NULL,"not available",NULL,NULL,"okres Martin",Žabokreky,Žabokreky,"RIEŠIME BÝVANIE",Bratislava
JuY6OUpbXjU,house,159,"new construction",4081.76,2012,159,629,244,"mostly flat",NULL,NULL,NULL,"okres Žilina",Mojš,Mojš,"Realitná kancelária RED, s.r.o.",Žilina
Jug6zZpbgms,house,125,"fully renovated",1872.00,2000,125,298,92,flat,"not available",on-site,"public water","okres Žilina",Terchová,Terchová,"RIEŠIME BÝVANIE",Bratislava
JuP0XzI2a8X,house,160,unrenovated,484.38,1970,160,369,115,"gently sloped","not available","not available","not available","okres Námestovo",Lomná,Lomná,"RE/MAX Slovakia",Bratislava
JuQ_I0ff1WB,house,1,"partially renovated",299000.00,1975,1,969,1,flat,"not available",on-site,"public water","okres Bytča",Kotešová,Kotešová,"TOCA, s.r.o. Realitná činnosť",Bytča
JuxsRe4hFI1,house,131,"new construction",1908.40,2024,131,560,135,flat,A,on-site,"public water","okres Martin","Košťany nad Turcom","Košťany nad Turcom","ALT REAL, s.r.o.",Martin
JuNAkKLTuvU,house,103,"under construction",2329.13,2025,103,484,148,sloped,A,NULL,NULL,"okres Žilina",Brezany,Brezany,"TARGETreal s. r. o.",Žilina
JurPQrgAzVa,house,180,"new construction",0.01,2024,180,593,96,NULL,A,NULL,NULL,"okres Žilina",Varín,Varín,"ROMDOM, s. r. o",Žilina
JuO0hdGmTXM,house,150,unrenovated,686.67,1927,150,1169,170,flat,"not available",NULL,well,"okres Martin","Kláštor pod Znievom","Kláštor pod Znievom","Reality AK, spol. s r.o.",Martin
Jud-pgAdAnR,house,355,"partially renovated",1380.28,1998,355,963,180,NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Závodie,"Realitné kancelárie SR",Bratislava
JunMD2_PHX1,house,392,"new construction",1603.98,2007,392,1018,200,"gently sloped","not available",NULL,NULL,"okres Žilina",Žilina,Budatín,"R2 SK, s.r.o.",Žilina
Jut9hBMvkj1,house,145,"new construction",NULL,2023,145,511,150,"mostly flat",NULL,NULL,NULL,"okres Žilina",Hôrky,Hôrky,"Realitná kancelária RED, s.r.o.",Žilina
JuMIjDzPJlV,house,170,"partially renovated",1088.24,1972,170,1502,120,sloped,NULL,NULL,NULL,"okres Žilina","Dolná Tižina","Dolná Tižina","Realitná kancelária RED, s.r.o.",Žilina
Ju08TjjVb3y,house,98,"new construction",4275.51,2019,98,809,98,flat,"not available",NULL,well,"okres Žilina",Mojš,Mojš,"TUreality s.r.o.",Žilina
Juove7AkwvT,house,160,"new construction",1625.00,2024,160,565,140,flat,"not available",on-site,"public water","okres Martin",Valča,Valča,"ALT REAL, s.r.o.",Martin
JuqQL7cMBce,house,160,unrenovated,2843.75,1984,160,544,100,flat,"not available",on-site,"public water","okres Žilina",Žilina,Bôrik,"WFG reality, s.r.o.",Žilina
JuyE1SKm9MG,house,305,"new construction",NULL,1900,305,808,122,"gently sloped","not available",on-site,"not available","okres Dolný Kubín","Dolný Kubín","Veľký Bysterec","RE/MAX Slovakia",Bratislava
JuAUIyCgthV,house,330,"fully renovated",784.85,1954,330,2809,310,"gently sloped","not available",on-site,"public water","okres Turčianske Teplice",Dubové,Dubové,"Ing.Zuzana Paverová","Turčianske Teplice"
JulOKuOiom0,house,348,unrenovated,706.90,1976,348,772,116,flat,"not available",NULL,well,"okres Martin",Martin,Stráne,"Reality AK, spol. s r.o.",Martin
JuV6m-uCHri,house,192,"partially renovated",1083.33,1967,192,859,359,flat,"not available",on-site,"public water","okres Ružomberok",Komjatná,Komjatná,"NajBývanie, s.r.o.",Ružomberok
JuBFSGXIbQg,house,97,"fully renovated",2917.53,2025,97,490,100,flat,"not available",NULL,"public water","okres Martin",Martin,Stred,"Reality D.P.A.",Martin
JuSEx_tCHgm,house,155,"partially renovated",NULL,1963,155,555,122,flat,"not available",on-site,"public water","okres Martin",Sučany,Sučany,"Reality ASTORIA, s.r.o.",Martin
Ju8D90dPeWn,house,115,"under construction",2276.49,2025,115,NULL,115,flat,A,on-site,"public water","okres Čadca","Stará Bystrica","Stará Bystrica","TRI LIPY, s. r. o.",Čadca
JuSIu9gfLrM,house,500,"new construction",620.00,2025,500,NULL,NULL,flat,A,"not available","not available","okres Martin",Turany,Turany,"Reality Alpia",Martin
Jubw55XES_L,house,270,unrenovated,574.07,1969,270,372,125,"mostly flat",NULL,NULL,NULL,"okres Žilina",Rajec,Rajec,"Realitná kancelária RED, s.r.o.",Žilina
Ju4qLAERlSe,house,336,"new construction",5812.22,2016,336,32000,NULL,NULL,"not available",NULL,NULL,"okres Turčianske Teplice",Sklené,Sklené,"HERRYS s.r.o.",Bratislava
JuQLhnk0fIJ,house,208,"partially renovated",668.27,1969,208,838,104,NULL,"not available",NULL,NULL,"okres Námestovo",Bobrov,Bobrov,"RK Dalmia s. r. o.","Dolný Kubín"
JuTHsp0WSDj,house,200,"new construction",1275.00,2013,200,554,100,terraced,NULL,on-site,well,"okres Čadca",Čierne,Čierne,"B10 Slovensko, a. s.",Žilina
Juq9xnQNQkn,house,110,"new construction",2263.64,2025,110,750,124,"mostly flat","not available",on-site,"public water","okres Ružomberok","Liptovské Sliače","Liptovské Sliače",donidDevelop,"Dolný Kubín"
Ju201YVcPl9,house,1608,"partially renovated",158.58,2025,1608,NULL,NULL,flat,"not available","not available",well,"okres Martin",Martin,Priekopa,"Reality Alpia",Martin
JuEkXTiy4W0,house,110,"fully renovated",1545.45,1995,110,770,115,flat,"not available",NULL,NULL,"okres Čadca",Turzovka,Predmier,"Ing. Marcela Pišteková",Turzovka
JuRCZxG-Ooz,house,85,unrenovated,329.41,1956,85,1400,85,NULL,NULL,NULL,NULL,"okres Turčianske Teplice",Brieštie,Brieštie,"Romantické Chalupy, s.r.o.",Bratislava
Ju2g9qDY7C2,house,144,unrenovated,NULL,1962,144,895,168,NULL,"not available",NULL,NULL,"okres Žilina","Lietavská Lúčka","Lietavská Lúčka","LAVENTURA s.r.o.",Žilina
JuiurmGxqdw,house,110,"partially renovated",2081.82,1970,110,724,108,flat,"not available",on-site,"public water","okres Liptovský Mikuláš",Galovany,Galovany,jabyvam.sk,"Liptovský Mikuláš"
JubPnkGYuzd,house,50,unrenovated,2100.00,1960,50,561,50,NULL,NULL,NULL,NULL,"okres Žilina","Lietavská Svinná-Babkov","Lietavská Svinná-Babkov","Romantické Chalupy, s.r.o.",Bratislava
JutUghljOFb,house,132,"new construction",2657.96,2025,132,500,120,NULL,A,NULL,NULL,"okres Martin","Košťany nad Turcom","Košťany nad Turcom","TARGETreal s. r. o.",Žilina
JuOcMarFG9f,house,300,"partially renovated",846.33,1955,300,2425,300,flat,NULL,on-site,"public water","okres Martin",Martin,Priekopa,"B10 Slovensko, a. s.",Žilina
JueL_62vkzy,house,370,"new construction",NULL,2007,370,6447,199,"gently sloped","not available",on-site,well,"okres Bytča",Petrovice,Petrovice,"Arvin & Benet",Bratislava
Ju83GL9bzob,house,285,"partially renovated",NULL,2025,285,NULL,NULL,flat,"not available","not available",well,"okres Liptovský Mikuláš",Pribylina,Pribylina,"Reality Alpia",Martin
JuOWTKqdph-,house,113,"new construction",2389.29,2023,113,772,155,NULL,A,NULL,NULL,"okres Žilina",Brezany,Brezany,"TARGETreal s. r. o.",Žilina
JuJ_aSROqsa,house,160,unrenovated,NULL,2006,160,1101,88,"mostly flat",NULL,NULL,NULL,"okres Bytča",Maršová-Rašov,Maršová-Rašov,"Realitná kancelária RED, s.r.o.",Žilina
JuZb8UCK_rZ,house,70,NULL,500.00,1960,70,268,70,NULL,NULL,NULL,NULL,"okres Čadca",Svrčinovec,Svrčinovec,"Romantické Chalupy, s.r.o.",Bratislava
JuTlV6vu9KV,house,160,"partially renovated",1218.75,1920,160,2227,NULL,"gently sloped",NULL,NULL,NULL,"okres Čadca",Turzovka,Hlinené,"RK ANNA, s.r.o.",Bratislava
JuHMOf4_aEt,house,340,"fully renovated",1191.18,1970,340,780,NULL,NULL,"not available",NULL,NULL,"okres Martin",Martin,Podháj,"OVERENÉ REALITY","Banská Bystrica"
JuExQtw6qVs,house,97,"new construction",1443.30,2025,97,574,111,sloped,"not available",on-site,"public water","okres Žilina",Bitarová,Bitarová,"TOCA, s.r.o. Realitná činnosť",Bytča
JuWdOUuOqTq,house,320,"partially renovated",562.47,1945,320,5897,320,"gently sloped",NULL,NULL,NULL,"okres Bytča","Veľké Rovné","Veľké Rovné","Realitná kancelária RED, s.r.o.",Žilina
JuCQquJMobX,house,290,"fully renovated",1344.79,1970,290,NULL,175,flat,"not available",on-site,"public water","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto",jabyvam.sk,"Liptovský Mikuláš"
JuCZFv2-6ou,house,180,"new construction",1499.44,2020,180,792,100,flat,"not available",NULL,NULL,"okres Martin",Sučany,Sučany,"Reality AK, spol. s r.o.",Martin
JuZeXFkM1A9,house,200,unrenovated,600.00,2025,200,2137,520,NULL,"not available",NULL,NULL,"okres Čadca","Dlhá nad Kysucou","Dlhá nad Kysucou","WFG reality, s.r.o.",Žilina
JuiNO66g3Yc,house,1738,unrenovated,138.09,1967,1738,1738,NULL,"gently sloped","not available","not available",well,"okres Liptovský Mikuláš","Liptovský Trnovec","Liptovský Trnovec","Reality Alpia",Martin
Ju3B-41JURa,house,186,"new construction",1870.31,2024,186,288,75,flat,A,NULL,"public water","okres Žilina",Bitarová,Bitarová,"ŽILINAREAL, s.r.o.",Žilina
JuVYoseZcjb,house,140,"fully renovated",1035.00,1975,140,1005,106,sloped,"not available",NULL,"public water","okres Čadca","Vysoká nad Kysucou","Vysoká nad Kysucou","Stanislav Slovák",Příbor
Juqo9ur2oSk,house,233,"partially renovated",1369.10,1970,233,1483,150,flat,"not available",NULL,well,"okres Čadca",Raková,Raková,"1. Reality Rent, s.r.o.",Žilina
JuUtFPHm2FJ,house,80,unrenovated,1325.00,1965,80,2627,80,NULL,"not available",NULL,NULL,"okres Čadca",Skalité,Skalité,"HOLESTIAK.sk reality s.r.o.",Čadca
JuRXV1iFSPA,house,85,unrenovated,587.06,1950,85,3271,80,flat,NULL,on-site,well,"okres Liptovský Mikuláš","Partizánska Ľupča","Partizánska Ľupča","B10 Slovensko, a. s.",Žilina
JuvFd0GqZEL,house,70,unrenovated,850.00,1970,70,705,70,NULL,NULL,NULL,NULL,"okres Čadca",Zákopčie,Zákopčie,"Romantické Chalupy, s.r.o.",Bratislava
JuYLfbh2sq3,house,125,"partially renovated",1599.92,1980,125,660,546,flat,"not available",NULL,well,"okres Ružomberok","Liptovská Osada","Liptovská Osada","Joyel s.r.o.",Galanta
JurXt03mBLY,house,186,"new construction",1870.31,2025,186,288,144,flat,A,on-site,"public water","okres Žilina",Bitarová,Bitarová,"ŽILINAREAL, s.r.o.",Žilina
JupleqZX_5c,house,180,unrenovated,816.11,1931,180,1038,140,NULL,E,NULL,NULL,"okres Liptovský Mikuláš",Važec,Važec,"HALO reality, s.r.o.",Prievidza
JuFiX3Sq3vG,house,135,"partially renovated",998.52,1960,135,1133,124,NULL,E,NULL,NULL,"okres Liptovský Mikuláš",Važec,Važec,"HALO reality, s.r.o.",Prievidza
JugTUA5gS8g,house,130,unrenovated,1223.08,1972,130,1326,140,flat,A,on-site,well,"okres Čadca",Čadca,Milošová,"JPE. Reality - Jozef Pajer",Čadca
Ju-2ATFv9rv,house,109,"new construction",2571.43,2020,109,350,NULL,other,"not available","not available","not available","okres Žilina",Žilina,Trnové,"MGM reality",Žilina
Ju-DaLUFFrZO,house,72,unrenovated,1013.89,1901,72,1207,91,"gently sloped","not available",NULL,NULL,"okres Čadca",Zákopčie,Zákopčie,"1. Reality Rent, s.r.o.",Žilina
JulhD_NcT3W,house,120,"partially renovated",2191.67,1990,120,NULL,144,flat,A,NULL,NULL,"okres Čadca",Čadca,"U Hluška","JPE. Reality - Jozef Pajer",Čadca
JuR8MtfJ_hy,house,290,"partially renovated",1034.14,1960,290,NULL,120,flat,"not available",on-site,"public water","okres Ružomberok",Bešeňová,Bešeňová,jabyvam.sk,"Liptovský Mikuláš"
JuTYVNH1hyq,house,180,unrenovated,1388.89,1945,180,521,100,"mostly flat",NULL,NULL,NULL,"okres Žilina",Žilina,Závodie,"Realitná kancelária RED, s.r.o.",Žilina
JueXmDjP7zd,house,350,"partially renovated",1054.29,1982,350,423,NULL,NULL,"not available",NULL,NULL,"okres Žilina",Žilina,Budatín,"Realitné kancelárie SR",Bratislava
JuHhaEPAecH,house,107,unrenovated,2102.80,1964,107,550,107,"gently sloped","not available",NULL,NULL,"okres Žilina",Žilina,Budatín,"Realitná kancelária RED, s.r.o.",Žilina
JuUd1zO7Wmq,house,190,"partially renovated",NULL,1975,190,666,95,flat,"not available",on-site,"public water","okres Liptovský Mikuláš",Východná,Východná,"RK SPIRIT s.r.o.","Liptovský Mikuláš"
Ju65DXWDqfO,house,1759,unrenovated,59.69,2025,1759,NULL,NULL,"gently sloped","not available","not available","not available","okres Žilina","Malá Čierna","Malá Čierna","Reality Alpia",Martin
JuUTEYZS5iH,house,715,unrenovated,NULL,1968,715,715,110,flat,"not available",NULL,NULL,"okres Martin","Turčianske Kľačany","Turčianske Kľačany","Realitné kancelárie SR",Bratislava
JulIOnbqCxs,house,72,"new construction",3180.56,2025,72,NULL,90,terraced,A,on-site,"public water","okres Liptovský Mikuláš","Partizánska Ľupča","Partizánska Ľupča","MK-CORP s.r.o.",Malacky
JunoisVSjsE,house,90,"partially renovated",2000.00,1975,90,523,90,flat,"not available",NULL,"public water","okres Liptovský Mikuláš",Dúbrava,Dúbrava,"RK SPIRIT s.r.o.","Liptovský Mikuláš"
JuX0rjtWptr,house,653,"fully renovated",214.40,1970,653,653,653,NULL,A,NULL,NULL,"okres Ružomberok","Liptovská Lúžna","Liptovská Lúžna","VAŠA REALITKA s.r.o.",Ružomberok
Ju0jlVjeum2,house,80,"fully renovated",2375.00,1958,80,728,90,flat,"not available",NULL,well,"okres Kysucké Nové Mesto",Radoľa,Radoľa,"Safe reality s. r. o.",Žilina
Ju-n3HBlCLs,house,106,"new construction",4990.57,2020,106,549,149,flat,"not available",NULL,NULL,"okres Liptovský Mikuláš","Liptovský Trnovec","Liptovský Trnovec","HALO reality, s.r.o.",Prievidza
JumqzlfG1o5,house,150,"fully renovated",1620.00,1979,150,450,117,flat,"not available",NULL,NULL,"okres Ružomberok",Lisková,Lisková,"OVERENÉ REALITY","Banská Bystrica"
JuUVlQMhocg,house,52,"partially renovated",1538.46,1960,52,526,100,flat,"not available",on-site,"public water","okres Turčianske Teplice","Malý Čepčín","Malý Čepčín","Reality Center, s.r.o.",Martin
JuIvAW7ErKL,house,70,unrenovated,3357.00,1935,70,938,120,flat,"not available",on-site,"public water","okres Liptovský Mikuláš","Liptovský Mikuláš","Vrbica - Nábrežie",jabyvam.sk,"Liptovský Mikuláš"
Juomcnw1rQn,house,265,"new construction",1467.92,2020,265,599,140,NULL,A,NULL,NULL,"okres Liptovský Mikuláš",Vavrišovo,Vavrišovo,"Realitná kancelária Peter Hubka","Liptovský Mikuláš"
JuHZ1_tqsoJ,house,160,"partially renovated",493.75,1931,160,664,300,flat,"not available",NULL,well,"okres Turčianske Teplice",Háj,Háj,"TARGETreal s. r. o.",Žilina
JuRsx7ULgvE,house,505,"new construction",512.87,1980,505,505,NULL,NULL,"not available",NULL,NULL,"okres Liptovský Mikuláš",Ižipovce,Ižipovce,"TUreality s.r.o.",Žilina
