offer_id,price_m2,property_type,condition,location_district,location_area,agency,price_index
JuoeXyKL-xw,1166.67,house,"partially renovated","okres Martin","Kolónia Hviezda","TB Real, spol. s r.o.",0.6281
Jugcs0uLwc2,1659.09,house,"partially renovated","okres Ružomberok",Ivachnová,"RE/MAX Slovakia",0.7617
JuTtMGChCvj,224.40,house,"partially renovated","okres Ružomberok",Ivachnová,"TUreality s.r.o.",-0.7617
JuIgoGx2_v8,861.11,house,"partially renovated","okres Čadca",Rieka,"SLNOVRAT, s.r.o.",0.0000
Juh02qpId7f,861.11,house,"partially renovated","okres Čadca",Rieka,"HOLESTIAK.sk reality s.r.o.",0.0000
JuNuINWKCa2,1551.09,house,"fully renovated","okres Žilina","Staré mesto","DreamReality s.r.o.",-0.2342
JuZSCNK7v3l,2500.00,house,"fully renovated","okres Žilina","Staré mesto","RIEŠIME BÝVANIE",0.2342
JuK4J7tWBLU,1827.59,house,"new construction","okres Martin","Košťany nad Turcom","ALT REAL, s.r.o.",-0.1658
JuVQq2TIIOM,1908.40,house,"new construction","okres Martin","Košťany nad Turcom","ALT REAL, s.r.o.",-0.1289
JugRw5WlFvo,2651.52,house,"new construction","okres Martin","Košťany nad Turcom","CPM Real Estate",0.2103
JutUghljOFb,2657.96,house,"new construction","okres Martin","Košťany nad Turcom","TARGETreal s. r. o.",0.2133
JuxsRe4hFI1,1908.40,house,"new construction","okres Martin","Košťany nad Turcom","ALT REAL, s.r.o.",-0.1289
JusY0XVc742,2682.59,house,"new construction","okres Žilina",Varín,"R2 SK, s.r.o.",1.0000
JurPQrgAzVa,0.01,house,"new construction","okres Žilina",Varín,"ROMDOM, s. r. o",-1.0000
JumiXs0CTuk,1625.00,house,unrenovated,"okres Žilina",Bôrik,"RIEŠIME BÝVANIE",-0.2727
JuqQL7cMBce,2843.75,house,unrenovated,"okres Žilina",Bôrik,"WFG reality, s.r.o.",0.2727
Ju7tnCJHH6a,757.83,house,unrenovated,"okres Žilina","Lietavská Svinná-Babkov","TUreality s.r.o.",-0.4696
JubPnkGYuzd,2100.00,house,unrenovated,"okres Žilina","Lietavská Svinná-Babkov","Romantické Chalupy, s.r.o.",0.4696
Juyxeic3AFZ,933.33,house,"partially renovated","okres Čadca",Hlinené,"HOLESTIAK.sk reality s.r.o.",-0.1326
JuTlV6vu9KV,1218.75,house,"partially renovated","okres Čadca",Hlinené,"RK ANNA, s.r.o.",0.1326
Jub69pejgUi,1075.00,house,"partially renovated","okres Bytča","Veľké Rovné","Romantické Chalupy, s.r.o.",0.3130
JuWdOUuOqTq,562.47,house,"partially renovated","okres Bytča","Veľké Rovné","Realitná kancelária RED, s.r.o.",-0.3130
JuehhqekRE3,2956.99,house,"new construction","okres Martin",Sučany,"TARGETreal s. r. o.",0.3271
JuCZFv2-6ou,1499.44,house,"new construction","okres Martin",Sučany,"Reality AK, spol. s r.o.",-0.3271
JuZoVvDAQMx,558.82,house,unrenovated,"okres Čadca","Dlhá nad Kysucou","WFG reality, s.r.o.",-0.0355
JuZeXFkM1A9,600.00,house,unrenovated,"okres Čadca","Dlhá nad Kysucou","WFG reality, s.r.o.",0.0355
Ju9WjpqJLA4,1500.00,house,unrenovated,"okres Liptovský Mikuláš","Liptovský Trnovec",jabyvam.sk,0.8314
JuiNO66g3Yc,138.09,house,unrenovated,"okres Liptovský Mikuláš","Liptovský Trnovec","Reality Alpia",-0.8314
JudSeGPXKHG,1056.25,house,"fully renovated","okres Čadca","Vysoká nad Kysucou","Ing. Marcela Pišteková",0.0102
JuVYoseZcjb,1035.00,house,"fully renovated","okres Čadca","Vysoká nad Kysucou","Stanislav Slovák",-0.0102
JuNWUZoKon_,2961.54,house,"new construction","okres Žilina",Trnové,"Realitné kancelárie SR",0.2597
JuhhjX7seSg,1519.84,house,"new construction","okres Žilina",Trnové,"Reality IQ, s.r.o.",-0.3535
Ju-2ATFv9rv,2571.43,house,"new construction","okres Žilina",Trnové,"MGM reality",0.0938
Ju_rwk44XIO,1043.18,house,unrenovated,"okres Žilina",Závodie,"MGM reality",-0.1421
JuTYVNH1hyq,1388.89,house,unrenovated,"okres Žilina",Závodie,"Realitná kancelária RED, s.r.o.",0.1421
JuezaaUAQTl,178.57,house,unrenovated,"okres Liptovský Mikuláš","Vrbica - Nábrežie","RE/MAX Slovakia",-0.8990
JuIvAW7ErKL,3357.00,house,unrenovated,"okres Liptovský Mikuláš","Vrbica - Nábrežie",jabyvam.sk,0.8990
JuTIxLYmsaK,312.50,house,"partially renovated","okres Ružomberok",Hubová,"Reality Alpia",-0.6842
JuBhi6vWwWF,1666.67,house,"partially renovated","okres Ružomberok",Hubová,"RESIDENCE realitná kancelária",0.6842
Jugb1InFMah,2330.00,house,"partially renovated","okres Liptovský Mikuláš",Okoličné,jabyvam.sk,0.0567
Juk1Q-owy0o,2079.90,house,"partially renovated","okres Liptovský Mikuláš",Okoličné,jabyvam.sk,-0.0567
JuFvFbiV3nGH,1150.00,house,"partially renovated","okres Kysucké Nové Mesto","Kysucký Lieskovec","PRIVAT Reality spol.s.r.o",0.6190
JutHib1B1xR,270.59,house,"partially renovated","okres Kysucké Nové Mesto","Kysucký Lieskovec","TUreality s.r.o.",-0.6190
Ju9v343jGsQ,2237.50,house,unrenovated,"okres Liptovský Mikuláš","Svätý Kríž","Romantické Chalupy, s.r.o.",0.2464
JujzuFjr_sw,1352.94,house,unrenovated,"okres Liptovský Mikuláš","Svätý Kríž","RESIDENCE realitná kancelária",-0.2464
JuBLiYfiieE,1795.00,house,"new construction","okres Žilina",Turie,"Realitná kancelária RED, s.r.o.",-0.2667
JuKaa51rOO4,2354.33,house,"new construction","okres Žilina",Turie,"RES GROUP, s.r.o.",-0.0382
JuWdcFlgLA9,3194.17,house,"new construction","okres Žilina",Turie,"Realitná kancelária RED, s.r.o.",0.3049
JulGQ6sAAqR,460.99,house,unrenovated,"okres Ružomberok",Ludrová,"NajBývanie, s.r.o.",-0.4856
JuCaZmfJRdP,1215.69,house,unrenovated,"okres Ružomberok",Ludrová,"NajBývanie, s.r.o.",0.3565
JuQ3jpCSPOt,1011.90,house,unrenovated,"okres Ružomberok",Ludrová,"NajBývanie, s.r.o.",0.1291
JucU49przXp,2062.50,house,"partially renovated","okres Žilina",Bytčica,"Realitná kancelária RED, s.r.o.",0.3136
JuIGrD00dbC,1778.57,house,"partially renovated","okres Žilina",Bytčica,"TUreality s.r.o.",0.1327
Ju5nlLB7ljN,869.42,house,"partially renovated","okres Žilina",Bytčica,"Realitná kancelária RED, s.r.o.",-0.4463
JuHkAYV6JoA,1353.57,house,"partially renovated","okres Liptovský Mikuláš",Bobrovec,"GERT , s.r.o.",0.4799
JutFPWQnH3V,475.71,house,"partially renovated","okres Liptovský Mikuláš",Bobrovec,"Reality Alpia",-0.4799
Ju6B6hGeR8q,900.00,house,"partially renovated","okres Žilina",Rajec,"StorkReal s. r. o.",-0.0526
JuQ_edW4pqG,1000.00,house,"partially renovated","okres Žilina",Rajec,"StorkReal s. r. o.",0.0526
Jucdr_EmdH7,232.88,house,unrenovated,"okres Žilina","Teplička nad Váhom","DRR INVEST, s. r. o.",-0.8523
JuFh6vU7_2A,2920.21,house,unrenovated,"okres Žilina","Teplička nad Váhom","TARGETreal s. r. o.",0.8523
Ju93SZsV6kw,596.54,house,unrenovated,"okres Liptovský Mikuláš",Vlachy,"Reality Alpia",0.0000
JuRyz27itEW,596.54,house,unrenovated,"okres Liptovský Mikuláš",Vlachy,"Reality Alpia",0.0000
JurDwbnUMLP,596.54,house,unrenovated,"okres Liptovský Mikuláš",Vlachy,"Reality Alpia",0.0000
JuX-Od8Y1qK,1596.70,house,"fully renovated","okres Žilina","Malá Praha","ŽILINAREAL, s.r.o.",0.0002
JuIIElHC0cU,1596.00,house,"fully renovated","okres Žilina","Malá Praha","1. Reality Rent, s.r.o.",-0.0002
Ju9syh9ycRi,800.00,house,unrenovated,"okres Žilina",Terchová,"ALT REAL, s.r.o.",-0.0055
Jufy8CKURgq,813.33,house,unrenovated,"okres Žilina",Terchová,"TARGETreal s. r. o.",0.0110
Ju_f1P774-u,800.00,house,unrenovated,"okres Žilina",Terchová,"ALT REAL, s.r.o.",-0.0055
JutBfnbUyCO,754.46,house,"partially renovated","okres Čadca",Stred,"SLNOVRAT, s.r.o.",-0.1956
Jui5kD-W6hC,960.40,house,"partially renovated","okres Čadca",Stred,"HOLESTIAK.sk reality s.r.o.",0.0240
JugwkPLjiSd,1098.84,house,"partially renovated","okres Čadca",Stred,"KUBALA REALITY, s.r.o.",0.1716
JuDfYgIpdG6,621.43,house,"partially renovated","okres Turčianske Teplice",Turček,"REALITY FAIR",0.3112
JuR9KTBJMCB,326.46,house,"partially renovated","okres Turčianske Teplice",Turček,"Reality Alpia",-0.3112
JuK5t-4VCJ4,1875.54,house,"new construction","okres Žilina",Višňové,"MGM reality",0.0000
Jul6ieKbYlp,1875.54,house,"new construction","okres Žilina",Višňové,"MGM reality",0.0000
Ju95SyJKFz2,650.60,house,"fully renovated","okres Martin",Sučany,"R2 SK, s.r.o.",0.0000
Juo6oycVN3c,650.60,house,"fully renovated","okres Martin",Sučany,"R2 SK, s.r.o.",0.0000
Juqdw7QyPcz,1397.16,house,"fully renovated","okres Liptovský Mikuláš",Važec,"RK SPIRIT s.r.o.",0.5018
JupIfiIMuTQ,463.53,house,"fully renovated","okres Liptovský Mikuláš",Važec,"Reality Alpia",-0.5018
JuDwRiMatNB,120.00,land,NULL,"okres Martin",Sklabiňa,"ALT REAL, s.r.o.",0.0000
Jul095-F2H-,120.00,land,NULL,"okres Martin",Sklabiňa,"ALT REAL, s.r.o.",0.0000
Jur2iE4GKyv,120.00,land,NULL,"okres Martin",Sklabiňa,"ALT REAL, s.r.o.",0.0000
JuGjSvB2SWb,196.00,land,NULL,"okres Žilina",Višňové,"B10 Slovensko, a. s.",0.1609
JutBiDVPJVF,159.95,land,NULL,"okres Žilina",Višňové,"StorkReal s. r. o.",-0.0526
JuHEexV-ME8,172.25,land,NULL,"okres Žilina",Višňové,"Georgi Conev",0.0202
JukvtXQXqqN,188.47,land,NULL,"okres Žilina",Višňové,"Mgr. Nina Herčková, RSc.",0.1163
Ju2hmMFZQ4X,279.42,land,NULL,"okres Žilina",Višňové,NULL,0.6550
JutVFvRJpYd,169.20,land,NULL,"okres Žilina",Višňové,"Realitné kancelárie SR",0.0022
JugbHbksCr-,95.00,land,NULL,"okres Žilina",Višňové,"TeEq Reality",-0.4373
JuiFvyOCpZO,105.00,land,NULL,"okres Žilina",Višňové,"Realitné kancelárie SR",-0.3781
JuH12tFyQw2,200.00,land,NULL,"okres Žilina",Višňové,"AnoReal, s.r.o.",0.1846
JuHoLMOAPyD,276.03,land,NULL,"okres Žilina",Višňové,NULL,0.6349
JuQixUnoW4u,95.00,land,NULL,"okres Žilina",Višňové,"Realitné kancelárie SR",-0.4373
Ju5Ehcheq2v,89.68,land,NULL,"okres Žilina",Višňové,"RIEŠIME BÝVANIE",-0.4688
JuaG4dc-Ff7B,205.00,land,NULL,"okres Žilina",Hôrky,NULL,-0.0584
Juuidu63ceb,174.46,land,NULL,"okres Žilina",Hôrky,NULL,-0.1987
Ju120_vTrodT,254.83,land,NULL,"okres Žilina",Hôrky,"TARGETreal s. r. o.",0.1705
JuH2wdrPPMN,253.60,land,NULL,"okres Žilina",Hôrky,NULL,0.1649
JuUiQvR03zd,200.00,land,NULL,"okres Žilina",Hôrky,"Stanislav Motyčík - MK",-0.0813
JuhyQTsj1LU,218.36,land,NULL,"okres Žilina",Hôrky,"TARGETreal s. r. o.",0.0030
JulHoywVWzv,146.55,land,NULL,"okres Žilina",Trnové,"RS Mansory s.r.o.",-0.3119
Ju4f4j-Yy0S,200.00,land,NULL,"okres Žilina",Trnové,"WFG reality, s.r.o.",-0.0609
Ju21Xr2V_AF,77.87,land,NULL,"okres Žilina",Trnové,"RS Mansory s.r.o.",-0.6344
JurPtkmJGHM,430.33,land,NULL,"okres Žilina",Trnové,"StorkReal s. r. o.",1.0206
JuP8rlC8Xco,430.33,land,NULL,"okres Žilina",Trnové,"ATP stavby s.r.o.",1.0206
Ju7o2vN-Kj5,104.32,land,NULL,"okres Žilina",Trnové,"RES GROUP, s.r.o.",-0.5102
Ju051T1JZ-l,79.97,land,NULL,"okres Žilina",Trnové,"Realitné kancelárie SR",-0.6245
JuPNAYZ0O8w,250.00,land,NULL,"okres Žilina",Trnové,"RIEŠIME BÝVANIE",0.1739
JuvU5Bk6XNz,250.00,land,NULL,"okres Žilina",Trnové,NULL,0.1739
JuOd8JFAh_B,230.00,land,NULL,"okres Žilina",Trnové,"Piata Avenue",0.0799
JuG7n8qbXvU,281.82,land,NULL,"okres Žilina",Trnové,"WFG reality, s.r.o.",0.3233
JuhJeiPLlID,185.00,land,NULL,"okres Žilina",Trnové,"WFG reality, s.r.o.",-0.1313
Ju7_LrB_NNB,73.76,land,NULL,"okres Žilina",Trnové,"BeMi realitná kancelária",-0.6537
JuAINHKEpb9,241.67,land,NULL,"okres Žilina",Trnové,"Ing. Gerlinda Bérešová - Esti",0.1347
JuXhVixLVGG,241.80,land,NULL,"okres Žilina","Lietavská Svinná-Babkov","Real Estate Group4U",0.8707
JuUM9axhhyU,77.58,land,NULL,"okres Žilina","Lietavská Svinná-Babkov","Realitné kancelárie SR",-0.3998
JuZenYjsJ5j,82.01,land,NULL,"okres Žilina","Lietavská Svinná-Babkov","Safe reality s. r. o.",-0.3655
JuO__97iq4d,122.98,land,NULL,"okres Žilina","Lietavská Svinná-Babkov","RS Mansory s.r.o.",-0.0486
JuypdHR9V5h,120.00,land,NULL,"okres Žilina","Lietavská Svinná-Babkov","RS Mansory s.r.o.",-0.0716
JujU-NvkZd5,135.43,land,NULL,"okres Žilina","Lietavská Svinná-Babkov","BALAŽI REAL ESTATE s.r.o.",0.0478
JubBzZv3CZ4,125.00,land,NULL,"okres Žilina","Lietavská Svinná-Babkov","Realitné kancelárie SR",-0.0329
JuIGtLwLscT,62.30,land,NULL,"okres Liptovský Mikuláš",Stošice,Limaxreal,-0.4778
Ju55_tGfxfr,150.00,land,NULL,"okres Liptovský Mikuláš",Stošice,"KRUPPKY, s.r.o.",0.2573
JuWu8X5e0jn,145.60,land,NULL,"okres Liptovský Mikuláš",Stošice,"Direct Real, spol. s r.o.",0.2205
Ju4ms2VGYuHG,65.00,land,NULL,"okres Žilina",Terchová,"RS Mansory s.r.o.",-0.5739
Juv_OE5QhUq,196.72,land,NULL,"okres Žilina",Terchová,"EASY centrum bývania, s.r.o.",0.2897
Ju8TvPJCfAu,135.80,land,NULL,"okres Žilina",Terchová,"HOLESTIAK.sk reality s.r.o.",-0.1097
JuV3Yr0Tkt7,179.00,land,NULL,"okres Žilina",Terchová,"Realitné kancelárie SR",0.1735
JuiAYjSrynL,160.00,land,NULL,"okres Žilina",Terchová,"RS Mansory s.r.o.",0.0489
JusGZR37Rrf,170.00,land,NULL,"okres Žilina",Terchová,"AnoReal, s.r.o.",0.1145
JuSTrxbH01x,153.76,land,NULL,"okres Žilina",Terchová,"B10 Slovensko, a. s.",0.0080
Ju5paSEB6Nv,160.00,land,NULL,"okres Žilina",Terchová,"RS Mansory s.r.o.",0.0489
JuVnYv0MGhb,49.00,land,NULL,"okres Kysucké Nové Mesto","Horný Vadičov","TARGETreal s. r. o.",-0.0297
JuzcT2nMl5E,38.08,land,NULL,"okres Kysucké Nové Mesto","Horný Vadičov","Mamud Reality s. r. o.",-0.2460
JuUwHBfeaJH,65.00,land,NULL,"okres Kysucké Nové Mesto","Horný Vadičov","ROSA reality",0.2871
JuX4tTXYKir,35.21,land,NULL,"okres Kysucké Nové Mesto","Horný Vadičov","SLNOVRAT, s.r.o.",-0.3028
JuaCQD06zTh,65.22,land,NULL,"okres Kysucké Nové Mesto","Horný Vadičov","ROSA reality",0.2914
JuWr2D7Iu3W,109.84,land,NULL,"okres Námestovo",Zákamenné,"RE/MAX Slovakia",0.0535
JuKYxcrrEwh,98.69,land,NULL,"okres Námestovo",Zákamenné,NULL,-0.0535
JurcJ2k2neE,69.86,land,NULL,"okres Bytča",Súľov-Hradná,NULL,-0.2946
JuGEa5Szg2S,94.03,land,NULL,"okres Bytča",Súľov-Hradná,"ELITE reality",-0.0506
JuJYKVSAq2k,133.22,land,NULL,"okres Bytča",Súľov-Hradná,NULL,0.3452
JuJOjhQbYoo,71.00,land,NULL,"okres Turčianske Teplice","Turčiansky Michal","Ing.Zuzana Paverová",0.1591
JuuPBY6Ot9Q,69.01,land,NULL,"okres Turčianske Teplice","Turčiansky Michal","Reality Center, s.r.o.",0.1266
JudOJ7xWOxA,65.00,land,NULL,"okres Turčianske Teplice","Turčiansky Michal","Reality Alpia",0.0612
Juv5TkPsj9T,40.00,land,NULL,"okres Turčianske Teplice","Turčiansky Michal","Reality Center, s.r.o.",-0.3470
JuEGNHbH38e,120.90,land,NULL,"okres Žilina",Budatín,"WFG reality, s.r.o.",-0.5471
Ju-MIVcElKG,270.00,land,NULL,"okres Žilina",Budatín,NULL,0.0114
JuicyD7lpub,108.75,land,NULL,"okres Žilina",Budatín,"EASY centrum bývania, s.r.o.",-0.5926
Juod5b-P5x2,558.64,land,NULL,"okres Žilina",Budatín,"Real Estate Group4U",1.0927
Juvu6M7-uvD,140.00,land,NULL,"okres Žilina",Budatín,"WFG reality, s.r.o.",-0.4755
JupQ7ehcKIt,392.59,land,NULL,"okres Žilina",Budatín,"Real Estate Group4U",0.4707
JuuNE4PQz6D,231.40,land,NULL,"okres Žilina",Budatín,"RIEŠIME BÝVANIE",-0.1332
JumDim2HAtJ,189.80,land,NULL,"okres Žilina",Budatín,"X-REAL, s. r. o.",-0.2890
JuWllUMOah9,264.53,land,NULL,"okres Žilina",Budatín,"DRR INVEST, s. r. o.",-0.0090
Jur-h57QXWc,178.30,land,NULL,"okres Žilina",Budatín,"Georgi Conev",-0.3321
JuB6HhfZSPN,189.80,land,NULL,"okres Žilina",Budatín,"WFG reality, s.r.o.",-0.2890
JuRufzqYfTo,558.64,land,NULL,"okres Žilina",Budatín,"Real Estate Group4U",1.0927
JuFl-uxAAfA,500.00,land,NULL,"okres Žilina",Bôrik,NULL,0.0863
JuYIPkTCQff,125.00,land,NULL,"okres Žilina",Bôrik,"Realitné kancelárie SR",-0.7284
JuY9N1R47k4,776.05,land,NULL,"okres Žilina",Bôrik,NULL,0.6861
JuNztztwtJj,440.00,land,NULL,"okres Žilina",Bôrik,"ROMDOM, s. r. o",-0.0440
JuscZOsY1gt,55.56,land,NULL,"okres Čadca",Staškov,"Safe reality s. r. o.",0.3150
JuAgx4tBYzv,27.00,land,NULL,"okres Čadca",Staškov,"1. Reality Rent, s.r.o.",-0.3610
JuvZDfX9h0j,82.00,land,NULL,"okres Čadca",Staškov,"HOLESTIAK.sk reality s.r.o.",0.9408
Ju0UmYe9Px-,18.00,land,NULL,"okres Čadca",Staškov,"BeMi realitná kancelária",-0.5740
JuY9JBEYXXO,65.19,land,NULL,"okres Čadca",Staškov,"1. Reality Rent, s.r.o.",0.5429
JuC5HWpBoue,26.50,land,NULL,"okres Čadca",Staškov,"SLNOVRAT, s.r.o.",-0.3728
JuzowjqYdqV,17.00,land,NULL,"okres Čadca",Staškov,"SLNOVRAT, s.r.o.",-0.5976
JuzsaTgRy0A,32.69,land,NULL,"okres Čadca",Staškov,"1. Reality Rent, s.r.o.",-0.2263
JusbhL9UXOL,35.21,land,NULL,"okres Čadca",Staškov,"SLNOVRAT, s.r.o.",-0.1666
JuPITfSI3H0,18.21,land,NULL,"okres Čadca",Staškov,"SLNOVRAT, s.r.o.",-0.5690
JudgSom7ejT,87.40,land,NULL,"okres Čadca",Staškov,"Safe reality s. r. o.",1.0686
JufDqWof_NN,22.50,land,NULL,"okres Čadca",Olešná,"1. Reality Rent, s.r.o.",-0.3317
JuzydWNY1w-,49.00,land,NULL,"okres Čadca",Olešná,"1. Reality Rent, s.r.o.",0.4554
Ju98hXHMfyH,29.50,land,NULL,"okres Čadca",Olešná,"JPE. Reality - Jozef Pajer",-0.1238
Ju7IL3wpb9W,60.19,land,NULL,"okres Čadca",Raková,"RS Mansory s.r.o.",-0.0174
JuBBCee0nxo,26.00,land,NULL,"okres Čadca",Raková,"SLNOVRAT, s.r.o.",-0.5756
JuRt0myx8AI,99.90,land,NULL,"okres Čadca",Raková,"1. Reality Rent, s.r.o.",0.6309
JuxTRMglx-W,26.00,land,NULL,"okres Čadca",Raková,"BeMi realitná kancelária",-0.5756
JutxQo51THJ,60.00,land,NULL,"okres Čadca",Raková,"KUBALA REALITY, s.r.o.",-0.0205
Juk20aBZ0Ls,55.00,land,NULL,"okres Čadca",Raková,"SLNOVRAT, s.r.o.",-0.1021
JuIBgVzzEhH,51.72,land,NULL,"okres Čadca",Raková,"1. Reality Rent, s.r.o.",-0.1557
Jue9eL-lcIx,116.64,land,NULL,"okres Čadca",Raková,"SLNOVRAT, s.r.o.",0.9041
JuE8ApW_7eF,67.50,land,NULL,"okres Čadca",Raková,"TRI LIPY, s. r. o.",0.1019
JuC0KIbI5oB,75.00,land,NULL,"okres Čadca",Raková,"1. Reality Rent, s.r.o.",0.2244
Jug0yKTQ2pn,55.00,land,NULL,"okres Čadca",Raková,"SLNOVRAT, s.r.o.",-0.1021
Ju5OGHyG1_Y,61.59,land,NULL,"okres Čadca",Raková,"HOLESTIAK.sk reality s.r.o.",0.0055
Ju97QEdz5sX,62.93,land,NULL,"okres Čadca",Raková,"RS Mansory s.r.o.",0.0273
Ju4d7oCmzgt,60.00,land,NULL,"okres Čadca",Raková,"SLNOVRAT, s.r.o.",-0.0205
JuUooEhgJl4,68.88,land,NULL,"okres Čadca",Raková,"TRI LIPY, s. r. o.",0.1245
Jue_IKSyNYA,30.00,land,NULL,"okres Čadca",Raková,"JPE. Reality - Jozef Pajer",-0.5103
JuEJOqphXdZ,65.00,land,NULL,"okres Čadca",Raková,"ETHOS reality, s. r. o.",0.0611
JuGs0JNeT94,100.00,land,NULL,"okres Liptovský Mikuláš","Liptovská Anna","TARGETreal s. r. o.",0.0283
Ju22ZGBmO93,90.00,land,NULL,"okres Liptovský Mikuláš","Liptovská Anna",NULL,-0.0746
JuASY12odtk,100.00,land,NULL,"okres Liptovský Mikuláš","Liptovská Anna","Reality AK, spol. s r.o.",0.0283
JuPGYcuAlfl,99.00,land,NULL,"okres Liptovský Mikuláš","Liptovská Anna",NULL,0.0180
JugKtMa2KWc,60.81,land,NULL,"okres Žilina",Zbyňov,"AnoReal, s.r.o.",-0.3245
Ju7Ywnw6_Bk,65.00,land,NULL,"okres Žilina",Zbyňov,"WFG reality, s.r.o.",-0.2780
JudmThIv8pi,169.35,land,NULL,"okres Žilina",Zbyňov,"Realitné kancelárie SR",0.8811
Ju4g9YHwdlx,80.00,land,NULL,"okres Žilina",Zbyňov,"StorkReal s. r. o.",-0.1114
JuIesZUseBj,100.00,land,NULL,"okres Žilina",Zbyňov,"Realitné kancelárie SR",0.1108
Jus3WMnENIj,65.00,land,NULL,"okres Žilina",Zbyňov,"WFG reality, s.r.o.",-0.2780
JuMxwj9KkkZ,87.09,land,NULL,"okres Námestovo","Oravská Jasenica","RE/MAX Slovakia",-0.0027
JuLYYDsAsCoc,70.00,land,NULL,"okres Námestovo","Oravská Jasenica","RECLOUD Reality a.s.",-0.1984
Ju-hAf6SLZe,70.00,land,NULL,"okres Námestovo","Oravská Jasenica","RECLOUD Reality a.s.",-0.1984
JubNHDCg93x,119.06,land,NULL,"okres Námestovo","Oravská Jasenica","RE/MAX Slovakia",0.3634
Ju7mSPUl1TY3,113.00,land,NULL,"okres Námestovo","Oravská Jasenica","RE/MAX Slovakia",0.2940
JuWnFD5OAUU,64.79,land,NULL,"okres Námestovo","Oravská Jasenica","RE/MAX Slovakia",-0.2580
Juht1btctzZ,86.99,land,NULL,"okres Čadca",Predmier,"JPE. Reality - Jozef Pajer",0.5705
Jui1yUD8ZRT,91.67,land,NULL,"okres Čadca",Predmier,"SLNOVRAT, s.r.o.",0.6550
JuTN7hEMhfs,38.40,land,NULL,"okres Čadca",Predmier,"SLNOVRAT, s.r.o.",-0.3067
JuIlHogl4wQ,38.00,land,NULL,"okres Čadca",Predmier,"SLNOVRAT, s.r.o.",-0.3140
JuUi2C1CE8-,38.87,land,NULL,"okres Čadca",Predmier,"SLNOVRAT, s.r.o.",-0.2982
Ju-0W9ug2Ol,38.41,land,NULL,"okres Čadca",Predmier,"SLNOVRAT, s.r.o.",-0.3066
Juv3W5C4xtN_,100.00,land,NULL,"okres Ružomberok","Liptovské Sliače","Apollo House",0.0924
Ju7lkcp0j1X,123.00,land,NULL,"okres Ružomberok","Liptovské Sliače",NULL,0.3437
JuTkoqi-k1y,100.00,land,NULL,"okres Ružomberok","Liptovské Sliače","Apollo House",0.0924
Juo5DPi-NX1,100.00,land,NULL,"okres Ružomberok","Liptovské Sliače","Apollo House",0.0924
JuVIY0GAADR,99.00,land,NULL,"okres Ružomberok","Liptovské Sliače",NULL,0.0815
JuYB0zOc7gD,40.00,land,NULL,"okres Ružomberok","Liptovské Sliače",NULL,-0.5630
JueMz2TcIL-I,100.00,land,NULL,"okres Ružomberok","Liptovské Sliače","Apollo House",0.0924
Jubn_BmVZq4,61.86,land,NULL,"okres Ružomberok","Liptovské Sliače","TUreality s.r.o.",-0.3242
JuizzObcJTE,100.00,land,NULL,"okres Ružomberok","Liptovské Sliače","Apollo House",0.0924
JuPbTvxxFti,164.15,land,NULL,"okres Žilina",Krasňany,NULL,0.0466
Ju6jOmyHOzk,165.00,land,NULL,"okres Žilina",Krasňany,"ŽILINAREAL, s.r.o.",0.0520
