offer_id,property_type,condition,price_m2,location_district,location_city,location_area
Ju1tEs_gT7e,house,"new construction",2464.29,"okres Žilina",Gbeľany,Gbeľany
JufiwULhgJw,house,unrenovated,1000.00,"okres Martin",Šútovo,Šútovo
JujDi-L-0hf,house,"new construction",2373.02,"okres Čadca",Olešná,Olešná
JuWVZLxkLMK,house,"partially renovated",181.82,"okres Ružomberok",Ružomberok,Hrabovo
JuUrENnUrd4,house,unrenovated,1625.00,"okres Martin","Turčiansky Peter","Turčiansky Peter"
JuKIEskdsEp,house,"new construction",2215.16,"okres Žilina",Bitarová,Bitarová
JuRBO1iDcGe,house,"partially renovated",1020.83,"okres Martin",Sučany,Sučany
JuMud2YGw9_,house,"fully renovated",1352.00,"okres Ružomberok",Likavka,Likavka
JuipKl1rZoI,house,"fully renovated",1035.00,"okres Čadca","Vysoká nad Kysucou","Vysoká nad Kysucou"
JuzawK4H-li,house,unrenovated,1271.43,"okres Kysucké Nové Mesto","Dolný Vadičov","Dolný Vadičov"
Ju6l6A2iskM,house,"new construction",2432.69,"okres Žilina",Svederník,Svederník
JuIGCsa_wh0,house,"new construction",1649.50,"okres Martin",Blatnica,Blatnica
JunwM7MkcDW,house,unrenovated,1204.09,"okres Žilina",Žilina,Závodie
JuCbUaiZ-t8,house,unrenovated,204.44,"okres Čadca",Skalité,Skalité
JuPBoWiotP6,house,"new construction",2616.28,"okres Turčianske Teplice","Horná Štubňa","Horná Štubňa"
Ju39TpZdQum,house,"new construction",1924.14,"okres Žilina",Mojš,Mojš
Juc86BqO6w7,house,"fully renovated",1000.00,"okres Turčianske Teplice","Horná Štubňa","Horná Štubňa"
JuGKJDezGKy,house,unrenovated,1312.50,"okres Žilina",Terchová,Terchová
JuyVW5GYHzb,house,"development project",1909.00,"okres Žilina",Lysica,Lysica
JufXd7f876u,house,"under construction",3038.46,"okres Žilina",Žilina,Bánová
JuvDMV343M4,house,"new construction",1999.00,"okres Bytča",Bytča,"Hliník nad Váhom"
JuGGmyAKTE2V,house,"partially renovated",705.56,"okres Martin",Vrícko,Vrícko
JunqWaLvLjb,house,"new construction",2285.71,"okres Liptovský Mikuláš","Liptovská Sielnica","Liptovská Sielnica"
JufxA_4siD5,house,unrenovated,1388.89,"okres Námestovo",Námestovo,"Slanická Osada"
JuNEJj6Bobe,house,unrenovated,604.32,"okres Liptovský Mikuláš",Ľubeľa,Ľubeľa
Ju7GkmUpk7w,house,"partially renovated",1190.48,"okres Ružomberok","Liptovská Lúžna","Liptovská Lúžna"
JueqFSdFlNV,house,unrenovated,463.93,"okres Námestovo",Hruštín,Hruštín
Ju5uqi4FeNX,house,"fully renovated",NULL,"okres Liptovský Mikuláš","Liptovský Ján","Liptovský Ján"
JuugYuyjxCy,house,unrenovated,NULL,"okres Čadca",Raková,Raková
JuENmSVbf52,house,"new construction",645.54,"okres Žilina",Rosina,Rosina
JuSDor_pBw9,house,"new construction",933.96,"okres Martin",Slovany,Slovany
JuEl9XITon-,house,unrenovated,998.00,"okres Turčianske Teplice",Rudno,Rudno
JuQ4i8mNwlL,house,unrenovated,2753.85,"okres Bytča",Kotešová,Kotešová
Ju3IlwS0uHk,house,"partially renovated",933.33,"okres Žilina",NULL,NULL
JurqmynKY4o,house,"new construction",NULL,"okres Dolný Kubín","Oravský Podzámok","Oravský Podzámok"
JuhsSA9jVzs,house,unrenovated,680.00,"okres Martin","Turčianske Kľačany","Turčianske Kľačany"
JuvA9DjdPST,house,"new construction",1607.14,"okres Ružomberok",Lisková,Lisková
JuXVSVVWVLI,house,"fully renovated",3083.33,"okres Liptovský Mikuláš",Dúbrava,Dúbrava
JuETUDXgsIk,house,"partially renovated",2428.57,"okres Žilina","Teplička nad Váhom","Teplička nad Váhom"
JuYGxQztZEP,house,"new construction",2320.39,"okres Liptovský Mikuláš","Liptovské Kľačany","Liptovské Kľačany"
Juv2ewXXJKK,house,"fully renovated",1300.00,"okres Martin",Vrútky,"Karvaša a Bláhovca"
Juy6D0BMpPr,house,"new construction",NULL,"okres Martin",Belá-Dulice,Belá-Dulice
JuRvLvEuC6c,house,"partially renovated",440.00,"okres Čadca",Turzovka,NULL
JuwhHVVh05e,house,unrenovated,1245.83,"okres Liptovský Mikuláš",Gôtovany,Gôtovany
JubBBZpieJ3,house,unrenovated,760.00,"okres Turčianske Teplice","Horná Štubňa","Horná Štubňa"
JupqlbF43-v,house,unrenovated,833.33,"okres Bytča","Veľké Rovné","Veľké Rovné"
JuqhO5GsZ4W,house,"new construction",2111.11,"okres Žilina","Lietavská Svinná-Babkov","Lietavská Svinná-Babkov"
Juc74a1hN-t,house,unrenovated,NULL,"okres Žilina",Mojš,Mojš
JuZgj6k1S7C,house,"partially renovated",718.10,"okres Martin",Martin,Stráne
JuvbGiTBrMG,house,"new construction",1782.74,"okres Liptovský Mikuláš",Lazisko,Lazisko
JutexiRTg9m,house,unrenovated,1050.00,"okres Martin",Martin,Stred
Ju6pNzkI7kN,house,unrenovated,374.15,"okres Martin",Martin,Stráne
JuIyY_wrQVH,house,"new construction",3913.58,"okres Bytča",Bytča,"Veľká Bytča"
JuhQKNPNiRq,house,"fully renovated",1642.86,"okres Žilina","Rajecké Teplice","Rajecké Teplice"
JuSh2BSeYCy,house,"fully renovated",974.76,"okres Čadca",Podvysoká,Podvysoká
Jua80WPKb_h,house,unrenovated,713.21,"okres Liptovský Mikuláš","Liptovský Hrádok","Nižné Fabriky"
JuWDHMTcRk5,house,"partially renovated",223.68,"okres Čadca",Klokočov,Klokočov
JuXLOLWve3w,house,"partially renovated",712.64,"okres Martin",Martin,Stráne
JuQ6y__HQN4,house,"fully renovated",NULL,"okres Martin","Kláštor pod Znievom","Kláštor pod Znievom"
JuXlTElDSTb,house,"new construction",NULL,"okres Žilina",Žilina,Závodie
JuL5-OdofNk,house,"new construction",NULL,"okres Žilina",Terchová,Terchová
JudAAa45gzT,house,unrenovated,1151.07,"okres Martin",Martin,Jahodníky
JuptIY7K5YK,house,"partially renovated",235.51,"okres Čadca",Turzovka,Predmier
JuMof2f50da,house,"partially renovated",2416.67,"okres Žilina",Žilina,"Považský Chlmec"
JunBZ5UZ987,house,"partially renovated",605.29,"okres Čadca",Klokočov,Klokočov
JuZgBXj7DfA,house,unrenovated,912.50,"okres Liptovský Mikuláš",Bobrovec,Bobrovec
Ju5BwjQ6s7y,house,"partially renovated",542.42,"okres Čadca",Čierne,Čierne
JuEB6osELcj,house,"partially renovated",1499.50,"okres Turčianske Teplice",Sklené,Sklené
Ju34HqZzlYZ,house,"fully renovated",1409.09,"okres Žilina",Terchová,Terchová
Ju_JIspGy8j,house,"fully renovated",NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
JuwY9aBM81x,house,"partially renovated",1163.33,"okres Martin",Vrútky,"Dolné Vrútky"
Ju6FkAOvz_r,house,unrenovated,1139.24,"okres Liptovský Mikuláš","Liptovský Mikuláš",Okoličné
Ju8bN6JmGCo,house,unrenovated,2250.00,"okres Martin",Martin,Ľadoveň
Juq7eJIJyLK,house,"partially renovated",NULL,"okres Námestovo",Klin,Klin
JuF5wwqoPt-,house,unrenovated,1222.22,"okres Ružomberok","Liptovská Osada","Liptovská Osada"
JuXBeZX2j2W,house,"fully renovated",1799.33,"okres Martin",Sučany,Sučany
JuRB3GLBQlr,house,unrenovated,2142.86,"okres Žilina",Rajec,Rajec
JulDvECm5wW,house,"new construction",2457.14,"okres Žilina",Žilina,"Považský Chlmec"
JuWpbcAmhWj,house,"new construction",2111.11,"okres Žilina","Lietavská Svinná-Babkov","Lietavská Svinná-Babkov"
JutdauUbuYB,house,"new construction",NULL,"okres Žilina",Mojš,Mojš
JuKt4j2XFxX,house,"partially renovated",253.81,"okres Liptovský Mikuláš",Dúbrava,Dúbrava
JuTM2PfA7TL,house,"partially renovated",1040.70,"okres Žilina",Bitarová,Bitarová
JuHuCArgKgQ,house,"new construction",1833.33,"okres Námestovo",Zubrohlava,Zubrohlava
JuLlb3Y20Mb,house,"new construction",1517.46,"okres Námestovo",Zubrohlava,Zubrohlava
Jusa__2WO0Z,house,"partially renovated",1643.56,"okres Ružomberok","Liptovské Revúce","Liptovské Revúce"
JujyaTVjwhA,house,"new construction",NULL,"okres Námestovo",Námestovo,Stred
Jucbi7PZEnm,house,unrenovated,1027.78,"okres Čadca",Klokočov,Klokočov
JuM1C8fcu8K,house,"fully renovated",NULL,"okres Ružomberok",Ružomberok,NULL
Ju-vY43kOSm,house,"fully renovated",1691.67,"okres Čadca",Klokočov,Klokočov
Ju6dKyzXet6,house,"new construction",2053.44,"okres Žilina",Žilina,Strážov
JudnXD8m-sc,house,"under construction",3235.29,"okres Martin",Martin,Priekopa
Ju6vI9Ongqb,house,"partially renovated",NULL,"okres Čadca",Klokočov,Klokočov
JuSGs9I7N10c,house,"partially renovated",377.12,"okres Turčianske Teplice",Čremošné,Čremošné
JuQQeemtPlQ,house,"partially renovated",503.37,"okres Liptovský Mikuláš","Liptovský Trnovec","Liptovský Trnovec"
JuN0fpmLbue,house,"fully renovated",825.00,"okres Turčianske Teplice","Horná Štubňa","Horná Štubňa"
Juc14yxwCWy,house,"under construction",1674.16,"okres Liptovský Mikuláš",Ľubeľa,Ľubeľa
JuA6unfH09z,house,"partially renovated",1396.00,"okres Martin",Martin,Stráne
JuoL9EBWGdw,house,unrenovated,1189.29,"okres Žilina",Podhorie,Podhorie
Jus49Ig9CXx,house,"partially renovated",1300.00,"okres Čadca",Čadca,Milošová
JuT-lYDfSlr,house,"new construction",2241.67,"okres Ružomberok","Liptovské Sliače","Liptovské Sliače"
JuTsKQYVo81,house,"fully renovated",3500.00,"okres Liptovský Mikuláš","Liptovský Mikuláš",Bodice
JuvJClErKby,house,unrenovated,1998.67,"okres Kysucké Nové Mesto",Rudina,Rudina
JuImgMwAlae,house,"new construction",2699.52,"okres Žilina",Bitarová,Bitarová
Junjv5ltBRp,house,"under construction",1340.00,"okres Turčianske Teplice",Sklené,Sklené
JuJRg0E5VNn,house,"new construction",1857.14,"okres Martin",Valča,Valča
Ju_7upNwBrj,house,unrenovated,790.91,"okres Dolný Kubín",Malatiná,Malatiná
Juyma4ypNNK,house,"new construction",2125.00,"okres Turčianske Teplice","Turčianske Teplice",Diviaky
Ju21sNa5df6,house,"partially renovated",592.00,"okres Martin",Belá-Dulice,Belá-Dulice
JueQzTcIDeQ,house,"new construction",3333.33,"okres Ružomberok",Ružomberok,Baničné
JuWFwDq9Hos,house,unrenovated,990.00,"okres Ružomberok",Likavka,Likavka
Juw-gEYpFG_,house,"new construction",1533.33,"okres Čadca",Čadca,Milošová
Ju3_GjYaBPA,house,unrenovated,241.48,"okres Čadca",Čadca,Centrum
JufgKb9FR3J,house,"partially renovated",916.67,"okres Ružomberok",Ludrová,Ludrová
JunNJzhFnyu,house,"fully renovated",NULL,"okres Čadca",Čierne,Čierne
Juk_6IbuVg4,house,unrenovated,NULL,"okres Kysucké Nové Mesto",Nesluša,Nesluša
JuzURL47734,house,unrenovated,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš","Vrbica - Nábrežie"
Juhv-0ib6ND,house,unrenovated,NULL,"okres Bytča","Hlboké nad Váhom","Hlboké nad Váhom"
JulUfy26PQZ,house,unrenovated,1292.68,"okres Liptovský Mikuláš","Závažná Poruba","Závažná Poruba"
JuFy8odNEYG,house,"fully renovated",230.29,"okres Ružomberok",Ludrová,Ludrová
JuzPTGI_Ub6,house,"new construction",NULL,"okres Žilina","Dlhé Pole","Dlhé Pole"
JubVNOBehQJp,house,"fully renovated",NULL,"okres Turčianske Teplice","Horná Štubňa","Horná Štubňa"
JujihkczWnc,house,"partially renovated",NULL,"okres Čadca",Raková,Raková
Ju5HL9HCWYK,house,"partially renovated",NULL,"okres Liptovský Mikuláš",Podtureň,Podtureň
JuTAR5A7Hvk,house,"new construction",1411.48,"okres Bytča",Bytča,"Hliník nad Váhom"
Juk8YxA4P9Q,house,"partially renovated",1351.56,"okres Tvrdošín",Zábiedovo,Zábiedovo
JuH7gFUPY7f,house,"fully renovated",NULL,"okres Žilina",Gbeľany,Gbeľany
JuVQBJSx5aQ,house,unrenovated,1399.99,"okres Martin",Vrútky,"Karvaša a Bláhovca"
JuHEeYDAKYc,house,unrenovated,475.00,"okres Čadca",Zákopčie,Zákopčie
Ju4LHbtx5iy,house,unrenovated,714.29,"okres Martin","Kláštor pod Znievom","Kláštor pod Znievom"
Ju818YWB7Et,house,"partially renovated",1123.08,"okres Martin",Valča,Valča
JuvprX5EDq1,house,"fully renovated",3180.68,"okres Ružomberok",Likavka,Likavka
Ju769ToQ74D,house,"new construction",1103.63,"okres Žilina",Žilina,"Žilinská Lehota"
JuOV-FJAPLW,house,"new construction",2850.00,"okres Martin","Turčiansky Peter","Turčiansky Peter"
Ju4ivccKHTO,house,unrenovated,800.00,"okres Kysucké Nové Mesto","Kysucké Nové Mesto","Budatínska Lehota"
Juygw_dFMSa,house,"fully renovated",1749.75,"okres Žilina",Žilina,"Malá Praha"
Ju_VPyRRw8c,house,unrenovated,643.13,"okres Čadca",Klokočov,Klokočov
JuD_agZTj5g,house,unrenovated,68.09,"okres Námestovo","Oravské Veselé","Oravské Veselé"
JuEyQXVJHfz,house,"new construction",1948.66,"okres Žilina","Rajecké Teplice","Rajecké Teplice"
Juady9vqBv8,house,"new construction",851.43,"okres Čadca",Klokočov,Klokočov
Juj0QibLMWk,house,"new construction",1983.87,"okres Čadca","Krásno nad Kysucou",Stred
Ju3T5ymjwHh,house,unrenovated,1066.67,"okres Martin",Vrútky,"Dolné Vrútky"
Ju-s0a69uoP,house,"fully renovated",NULL,"okres Žilina",Rajec,Rajec
Jua9bDzVCPy,house,unrenovated,1090.91,"okres Ružomberok",Lisková,Lisková
Ju4sn1YIbXo,house,"new construction",NULL,"okres Námestovo",Vavrečka,Vavrečka
JuUAzZ1DM53h,house,"fully renovated",2917.53,"okres Martin",Martin,Stred
JuVWSdPVacq,house,unrenovated,931.25,"okres Liptovský Mikuláš",Ľubeľa,Ľubeľa
JuoeXyKL-xw,house,"partially renovated",1166.67,"okres Martin",Martin,"Kolónia Hviezda"
JuU-CdEC7dE,house,unrenovated,914.29,"okres Čadca",Svrčinovec,Svrčinovec
JuyjJhU57Ie,house,"fully renovated",0.00,"okres Martin",Dražkovce,Dražkovce
JuUOF1Y8GRc,house,"partially renovated",306.25,"okres Ružomberok",Martinček,Martinček
JuS_jt578hW,house,"partially renovated",NULL,"okres Žilina",Strečno,Strečno
JuTtMGChCvj,house,"partially renovated",224.40,"okres Ružomberok",Ivachnová,Ivachnová
JubSMkcIUwQ,house,"fully renovated",NULL,"okres Žilina",Terchová,Terchová
JuUPsxDPB3P,house,unrenovated,165.04,"okres Dolný Kubín",Pribiš,Pribiš
JuNSm4v7OPl,house,"new construction",NULL,"okres Čadca","Stará Bystrica","Stará Bystrica"
Ju85rN2RkNp,house,"partially renovated",1531.25,"okres Žilina",Žilina,Bôrik
JuGV2Mc53Dd,house,"new construction",1817.36,"okres Námestovo",Ťapešovo,Ťapešovo
Ju_8_vlnZwY,house,"new construction",555.00,"okres Ružomberok",Ružomberok,"Biely Potok"
JulClHeflP9,house,"fully renovated",1438.89,"okres Žilina","Lietavská Lúčka","Lietavská Lúčka"
JuQiG2ih2SK,house,unrenovated,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová
JugmUi1YrCL,house,"partially renovated",NULL,"okres Turčianske Teplice",Jasenovo,Jasenovo
JuAUegGsDW_,house,"fully renovated",1250.00,"okres Turčianske Teplice",Turček,Turček
JuLc8gW9OHd,house,unrenovated,1204.55,"okres Žilina",Žilina,Závodie
JuD5IEP-_uU,house,"new construction",405.22,"okres Žilina","Lietavská Svinná-Babkov","Lietavská Svinná-Babkov"
Juh02qpId7f,house,"partially renovated",861.11,"okres Čadca",Čadca,Rieka
JudW0vCLa-q,house,"partially renovated",NULL,"okres Žilina",Žilina,Budatín
JuZSCNK7v3l,house,"fully renovated",2500.00,"okres Žilina",Žilina,"Staré mesto"
JuNXUaLV7F5,house,"new construction",2050.43,"okres Čadca",Čadca,Kyzkovci
Jubpxb0JsTj,house,unrenovated,464.29,"okres Čadca",Klokočov,Klokočov
Ju4kDIYSKlj,house,unrenovated,1619.05,"okres Martin",Žabokreky,Žabokreky
Jua9FHHUfWA,house,"partially renovated",993.33,"okres Turčianske Teplice","Slovenské Pravno","Slovenské Pravno"
JufVXI6GuhC,house,"partially renovated",178.85,"okres Turčianske Teplice","Horná Štubňa","Horná Štubňa"
Juevnd4jsoA,house,"partially renovated",1500.00,"okres Kysucké Nové Mesto",Nesluša,Nesluša
JuY6OUpbXjU,house,"new construction",4081.76,"okres Žilina",Mojš,Mojš
Jug6zZpbgms,house,"fully renovated",1872.00,"okres Žilina",Terchová,Terchová
JuP0XzI2a8X,house,unrenovated,484.38,"okres Námestovo",Lomná,Lomná
JuQ_I0ff1WB,house,"partially renovated",299000.00,"okres Bytča",Kotešová,Kotešová
JuxsRe4hFI1,house,"new construction",1908.40,"okres Martin","Košťany nad Turcom","Košťany nad Turcom"
JurFmDveVmQ,house,"partially renovated",1056.18,"okres Čadca",Radôstka,Radôstka
JuqBCTYKWBNV,house,"new construction",2004.61,"okres Žilina","Rajecké Teplice",Poluvsie
JuOH45yXH5x,house,"partially renovated",1243.75,"okres Žilina",Rajec,Rajec
JuNAkKLTuvU,house,"under construction",2329.13,"okres Žilina",Brezany,Brezany
JubXfE9326q,house,"partially renovated",2080.00,"okres Liptovský Mikuláš","Liptovský Mikuláš",Bodice
JurPQrgAzVa,house,"new construction",0.01,"okres Žilina",Varín,Varín
JuO0hdGmTXM,house,unrenovated,686.67,"okres Martin","Kláštor pod Znievom","Kláštor pod Znievom"
JuGAfyDq6Le,house,unrenovated,750.00,"okres Liptovský Mikuláš","Liptovská Kokava","Liptovská Kokava"
Jud-pgAdAnR,house,"partially renovated",1380.28,"okres Žilina",Žilina,Závodie
JunMD2_PHX1,house,"new construction",1603.98,"okres Žilina",Žilina,Budatín
Jut9hBMvkj1,house,"new construction",NULL,"okres Žilina",Hôrky,Hôrky
JuNkZt-5-PV,house,"partially renovated",2139.72,"okres Martin",Martin,Stred
JuMIjDzPJlV,house,"partially renovated",1088.24,"okres Žilina","Dolná Tižina","Dolná Tižina"
Ju08TjjVb3y,house,"new construction",4275.51,"okres Žilina",Mojš,Mojš
Juove7AkwvT,house,"new construction",1625.00,"okres Martin",Valča,Valča
JuqQL7cMBce,house,unrenovated,2843.75,"okres Žilina",Žilina,Bôrik
JuoK79RAO1k,house,unrenovated,1254.55,"okres Čadca",Čadca,Horelica
JuyE1SKm9MG,house,"new construction",NULL,"okres Dolný Kubín","Dolný Kubín","Veľký Bysterec"
JugZv3txcdX,house,"partially renovated",1900.00,"okres Liptovský Mikuláš","Liptovský Mikuláš",Palúdzka
JuAUIyCgthV,house,"fully renovated",784.85,"okres Turčianske Teplice",Dubové,Dubové
Ju2CLffbgDO,house,unrenovated,1062.50,"okres Čadca",Čierne,Čierne
JulOKuOiom0,house,unrenovated,706.90,"okres Martin",Martin,Stráne
JuV6m-uCHri,house,"partially renovated",1083.33,"okres Ružomberok",Komjatná,Komjatná
JuPf2GxFke-,house,"fully renovated",2131.05,"okres Martin",Martin,Jahodníky
JuBb5_6WbFx,house,"under construction",NULL,"okres Liptovský Mikuláš",Prosiek,Prosiek
JuBFSGXIbQg,house,"fully renovated",2917.53,"okres Martin",Martin,Stred
JuSEx_tCHgm,house,"partially renovated",NULL,"okres Martin",Sučany,Sučany
Ju8D90dPeWn,house,"under construction",2276.49,"okres Čadca","Stará Bystrica","Stará Bystrica"
JuSIu9gfLrM,house,"new construction",620.00,"okres Martin",Turany,Turany
JuZZAG3gZ4P,house,"fully renovated",1349.38,"okres Martin",Bystrička,Bystrička
Jubw55XES_L,house,unrenovated,574.07,"okres Žilina",Rajec,Rajec
Ju4qLAERlSe,house,"new construction",5812.22,"okres Turčianske Teplice",Sklené,Sklené
Ju7bwTEg95z,house,"under construction",1088.24,"okres Martin",Slovany,Slovany
JuyVs7iUVpH,house,"new construction",1901.26,"okres Žilina",Žilina,Budatín
JuQLhnk0fIJ,house,"partially renovated",668.27,"okres Námestovo",Bobrov,Bobrov
JuTHsp0WSDj,house,"new construction",1275.00,"okres Čadca",Čierne,Čierne
Juq9xnQNQkn,house,"new construction",2263.64,"okres Ružomberok","Liptovské Sliače","Liptovské Sliače"
JuyzhTATpQT,house,unrenovated,886.11,"okres Žilina","Rajecké Teplice","Rajecké Teplice"
Ju201YVcPl9,house,"partially renovated",158.58,"okres Martin",Martin,Priekopa
JuEkXTiy4W0,house,"fully renovated",1545.45,"okres Čadca",Turzovka,Predmier
JuRCZxG-Ooz,house,unrenovated,329.41,"okres Turčianske Teplice",Brieštie,Brieštie
Ju2g9qDY7C2,house,unrenovated,NULL,"okres Žilina","Lietavská Lúčka","Lietavská Lúčka"
JuiurmGxqdw,house,"partially renovated",2081.82,"okres Liptovský Mikuláš",Galovany,Galovany
Ju5l4eqQWuo,house,"new construction",1893.94,"okres Martin","Dolný Kalník","Dolný Kalník"
JubPnkGYuzd,house,unrenovated,2100.00,"okres Žilina","Lietavská Svinná-Babkov","Lietavská Svinná-Babkov"
JutUghljOFb,house,"new construction",2657.96,"okres Martin","Košťany nad Turcom","Košťany nad Turcom"
JuOcMarFG9f,house,"partially renovated",846.33,"okres Martin",Martin,Priekopa
Ju1nsnm6Thh,house,"fully renovated",1470.71,"okres Martin",Sučany,Sučany
JueL_62vkzy,house,"new construction",NULL,"okres Bytča",Petrovice,Petrovice
JuZ5Od87-Gum,house,"new construction",2029.13,"okres Žilina","Kamenná Poruba","Kamenná Poruba"
JuVjafOp1qo,house,unrenovated,774.00,"okres Liptovský Mikuláš",Jamník,Jamník
Ju83GL9bzob,house,"partially renovated",NULL,"okres Liptovský Mikuláš",Pribylina,Pribylina
JuOWTKqdph-,house,"new construction",2389.29,"okres Žilina",Brezany,Brezany
JuJ_aSROqsa,house,unrenovated,NULL,"okres Bytča",Maršová-Rašov,Maršová-Rašov
JuZb8UCK_rZ,house,NULL,500.00,"okres Čadca",Svrčinovec,Svrčinovec
JuTlV6vu9KV,house,"partially renovated",1218.75,"okres Čadca",Turzovka,Hlinené
Ju50VIWT3Qq,house,unrenovated,627.86,"okres Čadca","Nová Bystrica","Nová Bystrica"
JuHMOf4_aEt,house,"fully renovated",1191.18,"okres Martin",Martin,Podháj
JuExQtw6qVs,house,"new construction",1443.30,"okres Žilina",Bitarová,Bitarová
JuWdOUuOqTq,house,"partially renovated",562.47,"okres Bytča","Veľké Rovné","Veľké Rovné"
JuCQquJMobX,house,"fully renovated",1344.79,"okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
JueH30MBugi,house,unrenovated,544.91,"okres Martin",Turany,Turany
JuCZFv2-6ou,house,"new construction",1499.44,"okres Martin",Sučany,Sučany
Juy0vY_LraB,house,unrenovated,365.13,"okres Ružomberok",Lisková,Lisková
JuRmVJrYF51,house,"partially renovated",NULL,"okres Žilina",Rajec,Rajec
JuZeXFkM1A9,house,unrenovated,600.00,"okres Čadca","Dlhá nad Kysucou","Dlhá nad Kysucou"
JuiNO66g3Yc,house,unrenovated,138.09,"okres Liptovský Mikuláš","Liptovský Trnovec","Liptovský Trnovec"
Ju3B-41JURa,house,"new construction",1870.31,"okres Žilina",Bitarová,Bitarová
JuVYoseZcjb,house,"fully renovated",1035.00,"okres Čadca","Vysoká nad Kysucou","Vysoká nad Kysucou"
JuOrdDmjklk,house,"partially renovated",515.15,"okres Liptovský Mikuláš","Nižná Boca","Nižná Boca"
Juqo9ur2oSk,house,"partially renovated",1369.10,"okres Čadca",Raková,Raková
JuUtFPHm2FJ,house,unrenovated,1325.00,"okres Čadca",Skalité,Skalité
JuRXV1iFSPA,house,unrenovated,587.06,"okres Liptovský Mikuláš","Partizánska Ľupča","Partizánska Ľupča"
JuvFd0GqZEL,house,unrenovated,850.00,"okres Čadca",Zákopčie,Zákopčie
JuYLfbh2sq3,house,"partially renovated",1599.92,"okres Ružomberok","Liptovská Osada","Liptovská Osada"
JurXt03mBLY,house,"new construction",1870.31,"okres Žilina",Bitarová,Bitarová
JuMWbh-aIKq,house,unrenovated,268.33,"okres Žilina",Žilina,Bôrik
JupleqZX_5c,house,unrenovated,816.11,"okres Liptovský Mikuláš",Važec,Važec
JuFiX3Sq3vG,house,"partially renovated",998.52,"okres Liptovský Mikuláš",Važec,Važec
JuHzPHOV8gk,house,unrenovated,923.42,"okres Martin",Valča,Valča
JugTUA5gS8g,house,unrenovated,1223.08,"okres Čadca",Čadca,Milošová
Ju-2ATFv9rv,house,"new construction",2571.43,"okres Žilina",Žilina,Trnové
Ju-DaLUFFrZO,house,unrenovated,1013.89,"okres Čadca",Zákopčie,Zákopčie
JulhD_NcT3W,house,"partially renovated",2191.67,"okres Čadca",Čadca,"U Hluška"
JuR8MtfJ_hy,house,"partially renovated",1034.14,"okres Ružomberok",Bešeňová,Bešeňová
JuTYVNH1hyq,house,unrenovated,1388.89,"okres Žilina",Žilina,Závodie
JueXmDjP7zd,house,"partially renovated",1054.29,"okres Žilina",Žilina,Budatín
JuNLZwMInNc,house,"new construction",1687.05,"okres Bytča",Kotešová,Kotešová
JuHhaEPAecH,house,unrenovated,2102.80,"okres Žilina",Žilina,Budatín
JuybIukKsI-,house,"partially renovated",736.32,"okres Kysucké Nové Mesto",Ochodnica,Ochodnica
JuJ_XP7nrRJ,house,"partially renovated",84663.33,"okres Martin",Martin,Priekopa
JuFneDQjvVa,house,"fully renovated",NULL,"okres Žilina",Žilina,"Staré mesto"
JuUd1zO7Wmq,house,"partially renovated",NULL,"okres Liptovský Mikuláš",Východná,Východná
JuWTFerinZc,house,"partially renovated",1444.44,"okres Námestovo",Námestovo,Stred
Ju65DXWDqfO,house,unrenovated,59.69,"okres Žilina","Malá Čierna","Malá Čierna"
JuUTEYZS5iH,house,unrenovated,NULL,"okres Martin","Turčianske Kľačany","Turčianske Kľačany"
JulIOnbqCxs,house,"new construction",3180.56,"okres Liptovský Mikuláš","Partizánska Ľupča","Partizánska Ľupča"
JuJpcjTfX3t,house,"partially renovated",923.68,"okres Kysucké Nové Mesto","Kysucký Lieskovec","Kysucký Lieskovec"
JunoisVSjsE,house,"partially renovated",2000.00,"okres Liptovský Mikuláš",Dúbrava,Dúbrava
JuX0rjtWptr,house,"fully renovated",214.40,"okres Ružomberok","Liptovská Lúžna","Liptovská Lúžna"
JuzqOH1xdi0,house,"fully renovated",2048.00,"okres Čadca",Klokočov,Klokočov
JuUrORAsIzH,house,unrenovated,544.83,"okres Turčianske Teplice",Sklené,Sklené
Ju0jlVjeum2,house,"fully renovated",2375.00,"okres Kysucké Nové Mesto",Radoľa,Radoľa
Ju-n3HBlCLs,house,"new construction",4990.57,"okres Liptovský Mikuláš","Liptovský Trnovec","Liptovský Trnovec"
JuFjizTs4O6,house,"new construction",1843.75,"okres Čadca",Oščadnica,Oščadnica
Juay0YLi6eq,house,"partially renovated",NULL,"okres Liptovský Mikuláš",Huty,Huty
JumqzlfG1o5,house,"fully renovated",1620.00,"okres Ružomberok",Lisková,Lisková
JuUVlQMhocg,house,"partially renovated",1538.46,"okres Turčianske Teplice","Malý Čepčín","Malý Čepčín"
JuIvAW7ErKL,house,unrenovated,3357.00,"okres Liptovský Mikuláš","Liptovský Mikuláš","Vrbica - Nábrežie"
Juomcnw1rQn,house,"new construction",1467.92,"okres Liptovský Mikuláš",Vavrišovo,Vavrišovo
JuRDPYuJ-Ru,house,"new construction",1455.00,"okres Námestovo",Zubrohlava,Zubrohlava
JuVmgN9tviU,house,"new construction",1453.50,"okres Žilina",Rajec,Rajec
