offer_id,offer_type,property_type,area,condition,location_district,location_city,location_area,built_in
JuTPBH57dwB,sale,"4-room apartment",156,"development project","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto",2027
JuA6AvNGWkt,sale,"2-room apartment",55,"fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto",NULL
JuV3Qm6Wkc0,sale,"4-room apartment",84,"fully renovated","okres Žilina",Martin,Priekopa,NULL
JuzpWPdpylQ,sale,"3-room apartment",88,"new construction","okres Žilina",Žilina,Vlčince,2025
JukmrMnXO9z,sale,"2-room apartment",57,unrenovated,"okres Martin",Martin,Košúty,1973
JuYVsYrHNhK,sale,"3-room apartment",70,"partially renovated","okres Turčianske Teplice","Turčianske Teplice",Stred,1986
JulaIQCE-Uz,rent,"2-room apartment",51,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš",Palúdzka,NULL
JuVfkYvfV4D,sale,"holiday apartment",84,"new construction","okres Žilina",Žilina,"Staré mesto",2025
JuXClsCim_Y,rent,"3-room apartment",85,"partially renovated","okres Žilina",Žilina,"Staré mesto",NULL
JufDkMDnCvm,rent,"3-room apartment",79,"fully renovated","okres Žilina",Žilina,Bytčica,1980
JukJYQ0D3dC,sale,"3-room apartment",93,"partially renovated","okres Žilina",Čičmany,Čičmany,1968
JuF1TjEV1Ru,sale,"3-room apartment",63,"new construction","okres Martin","Košťany nad Turcom","Košťany nad Turcom",2020
JuNLjCrLJ47,sale,"other apartment type",200,unrenovated,"okres Martin",Martin,Stred,1956
JuVvtE4iYcW,sale,"holiday apartment",39,"new construction","okres Dolný Kubín","Dolný Kubín",Stred,2022
Ju8ym9e1pKJ,sale,"1-room apartment",40,"partially renovated","okres Čadca",Čadca,Žarec,1977
JugsT-r1Fjq,sale,"studio apartment",25,unrenovated,"okres Martin",Martin,Sever,NULL
JuRvKY-BDAM,sale,"studio apartment",33,"partially renovated","okres Liptovský Mikuláš","Liptovská Porúbka","Liptovská Porúbka",1990
JuXB6L99RjI,rent,"2-room apartment",55,"new construction","okres Žilina",Žilina,Vlčince,2010
Ju6Fxzj1aPV,sale,"3-room apartment",72,"fully renovated","okres Turčianske Teplice","Turčianske Teplice",Stred,1970
JuvyqEQLT9W,rent,"4-room apartment",100,unrenovated,"okres Martin",Martin,Priekopa,2025
Ju8nwr--d8J,sale,"holiday apartment",87,"under construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina",2025
JuB0hydoQt_,sale,"2-room apartment",79,"partially renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto",NULL
JuM_6zn3dEU,sale,"4-room apartment",89,"fully renovated","okres Martin",Martin,Ľadoveň,2025
JuCSthEMyi8,sale,"4-room apartment",118,"partially renovated","okres Žilina",Žilina,"Staré mesto",2000
JuUgt1O2AUN,sale,"2-room apartment",42,"new construction","okres Liptovský Mikuláš","Malé Borové","Malé Borové",NULL
JuNZ8PQ1HeL,sale,"3-room apartment",76,"partially renovated","okres Ružomberok",Ružomberok,Polík,1965
JubK5ISUXOm,sale,"4-room apartment",77,"under construction","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence,2025
JuktNGvsiwv,sale,"1-room apartment",38,"new construction","okres Žilina",Žilina,"Staré mesto",2025
Ju5B5pSVvke,rent,"3-room apartment",72,"fully renovated","okres Žilina",Žilina,"Staré mesto",1970
JugR8pX-gZX,sale,"3-room apartment",69,"partially renovated","okres Martin",Martin,Ľadoveň,1980
JumTQJJZB7H,sale,"3-room apartment",155,"partially renovated","okres Žilina",Žilina,Hájik,2008
JuaFAuw30OV,sale,loft,28,"partially renovated","okres Žilina",Žilina,"Staré mesto",1940
Ju-FXGTnvER,sale,"4-room apartment",83,unrenovated,"okres Žilina",Žilina,Vlčince,2025
JuHXoN0ryfa,sale,"3-room apartment",86,unrenovated,"okres Žilina",Žilina,Vlčince,2009
JuYsJLbvRpN,sale,"2-room apartment",56,"fully renovated","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Sídlisko,1969
JuRYP3Oa6YZ,sale,"4-room apartment",150,"new construction","okres Dolný Kubín","Dolný Kubín",Stred,2020
JuKfypJ44Pi,rent,"2-room apartment",50,"fully renovated","okres Čadca",Klubina,Klubina,1981
JuB63TyYdjm,sale,loft,60,"under construction","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto",2027
JuwdDOrpGK5,sale,"4-room apartment",84,"fully renovated","okres Martin",Martin,Priekopa,NULL
JuQLJpNFPOX,rent,"1-room apartment",35,"partially renovated","okres Dolný Kubín","Dolný Kubín","Veľký Bysterec",NULL
JupfL7Qxmcc,rent,"3-room apartment",115,"new construction","okres Žilina",Žilina,Hliny,2013
JuF5xNSQO5x,sale,"1-room apartment",38,"partially renovated","okres Čadca",Čadca,Žarec,NULL
Juk3yNZ7Eva,rent,"2-room apartment",60,"new construction","okres Žilina","Rajecké Teplice","Rajecké Teplice",NULL
JuiS9BjPEIo,sale,"2-room apartment",38,"new construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina",2016
Jug3a9-mziM,sale,"2-room apartment",77,"new construction","okres Liptovský Mikuláš","Liptovský Hrádok",Celiny,2022
JuZzvx283W0,rent,"1-room apartment",30,"fully renovated","okres Martin",Martin,Stred,NULL
Ju8DPYGWH3G,sale,"2-room apartment",39,"new construction","okres Dolný Kubín","Dolný Kubín",Stred,2022
JuP5uFTNe1Q,rent,"3-room apartment",87,"new construction","okres Žilina",Žilina,Vlčince,2010
JuALKaJfivV,rent,"3-room apartment",70,unrenovated,"okres Žilina",Žilina,Hájik,1990
Juns9vrGm9z,sale,"holiday apartment",61,"new construction","okres Námestovo","Oravská Lesná","Oravská Lesná",2024
JuviBInVrFn,rent,"1-room apartment",37,"fully renovated","okres Martin",Martin,Stred,NULL
JuqUuNNcs6x,rent,"2-room apartment",48,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš",Palúdzka,NULL
Juy-j07S1W7,sale,"holiday apartment",69,"new construction","okres Turčianske Teplice","Turčianske Teplice",Stred,2024
JuIG-Ap8rLX,sale,"3-room apartment",85,"new construction","okres Tvrdošín",Zuberec,Zuberec,2025
Ju3G8jSFFI9,rent,"2-room apartment",52,"new construction","okres Čadca",Čadca,Centrum,2020
JuQKqXinTqJ,sale,"3-room apartment",75,"new construction","okres Žilina",Žilina,Hájik,2025
Ju7FBuvMeEz,sale,"3-room apartment",63,"partially renovated","okres Žilina",Žilina,"Považský Chlmec",1987
Jus3m-rZi5G,rent,"2-room apartment",53,"fully renovated","okres Bytča",Bytča,"Veľká Bytča",2025
JuIV5E-BtYf,sale,"3-room apartment",99,"new construction","okres Turčianske Teplice","Turčianske Teplice",Stred,2024
JuoJ6B-WiVu,sale,"2-room apartment",59,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová,1900
JuCUhlSV9_h,sale,"4-room apartment",90,"partially renovated","okres Martin",Martin,Záturčia,1989
Juk5yDVhn6R,sale,"3-room apartment",73,unrenovated,"okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto",NULL
Julv6O2K4io,rent,"2-room apartment",58,"partially renovated","okres Martin",Martin,Sever,1980
Ju1Hfz04CkU,sale,"3-room apartment",130,"new construction","okres Bytča",Súľov-Hradná,Súľov-Hradná,2023
JuT66Fppd38,sale,"studio apartment",14,"fully renovated","okres Dolný Kubín","Oravský Podzámok","Oravský Podzámok",1970
Ju75IN_Zjx0,sale,"2-room apartment",55,"partially renovated","okres Čadca",Turzovka,Stred,NULL
JupU33o9uCP,sale,"1-room apartment",43,"new construction","okres Ružomberok",Ružomberok,Hrabovo,2022
JuxRPO2xwZZ,rent,"2-room apartment",54,"new construction","okres Martin",Martin,Stred,2015
Jugu2Y2-InX,rent,"2-room apartment",67,"partially renovated","okres Žilina",Žilina,Bôrik,NULL
JuxFFLySNPg,sale,"3-room apartment",71,"under construction","okres Ružomberok",Ružomberok,Roveň,2025
Ju7ymmOZXTG,sale,"1-room apartment",37,"new construction","okres Žilina",Žilina,"Staré mesto",2025
JuPbmK8oIXM,sale,"2-room apartment",53,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš",Palúdzka,2025
JuFA8PJP0f8,rent,"2-room apartment",59,"fully renovated","okres Martin",Martin,Stred,1900
Juwwl8fsexY,sale,"holiday apartment",57,"fully renovated","okres Ružomberok",Ružomberok,Hrabovo,2019
JuziSU1LhLt,rent,"studio apartment",37,"new construction","okres Martin",Martin,Podháj,NULL
JucVDDFBRT8,rent,"4-room apartment",93,"fully renovated","okres Bytča",Bytča,"Veľká Bytča",2025
JuANNBb14Ku,rent,"1-room apartment",28,"partially renovated","okres Dolný Kubín",Istebné,Istebné,NULL
JuKXYAqOf2e,sale,"holiday apartment",26,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová,2020
Ju9bVHvcqcL,sale,"holiday apartment",62,"new construction","okres Námestovo","Oravská Lesná","Oravská Lesná",2022
Ju8feO0vuod,sale,"4-room apartment",86,"new construction","okres Bytča",Bytča,"Thurzove sady",2024
JuIFK1fc6FD,rent,"3-room apartment",80,"partially renovated","okres Martin",Martin,Sever,NULL
Juea9VaEEz4,sale,"2-room apartment",45,"new construction","okres Žilina","Rajecké Teplice","Rajecké Teplice",2024
Jueq_fze_5r,rent,"2-room apartment",NULL,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš",Palúdzka,NULL
Ju3RCMQs9vo,rent,"2-room apartment",60,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto",2022
JuXdiDoNNIv,sale,"2-room apartment",63,unrenovated,"okres Martin",Martin,Stred,1955
Ju0lAAcuMC-,sale,"3-room apartment",100,"partially renovated","okres Žilina",Žilina,"Staré mesto",2009
Ju-yDJSlQCf,sale,"4-room apartment",109,unrenovated,"okres Žilina",Žilina,Závodie,2004
JuSCw29I996,rent,"3-room apartment",72,"fully renovated","okres Liptovský Mikuláš","Liptovský Hrádok",Prekážka,2025
Ju34bdWwwrW,sale,"3-room apartment",91,"partially renovated","okres Martin",Martin,Sever,1958
JuSL8akIpnl,sale,"2-room apartment",70,unrenovated,"okres Dolný Kubín","Dolný Kubín",Brezovec,NULL
JunNE3gm3lK,sale,"holiday apartment",34,"new construction","okres Ružomberok",Bešeňová,Bešeňová,NULL
JubD2pJKl5g,sale,"3-room apartment",100,"new construction","okres Žilina",Žilina,"Staré mesto",2027
JuLSY56QzCa,sale,"3-room apartment",85,"partially renovated","okres Martin",Vrútky,"Horné Vrútky",2005
JuiHekkzZ0E,sale,"3-room apartment",NULL,"fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Vrbica - Nábrežie",NULL
JuLjftxvY7o,sale,"4-room apartment",89,"partially renovated","okres Dolný Kubín","Dolný Kubín",Brezovec,NULL
JuOipBrhKGg,sale,"2-room apartment",55,unrenovated,"okres Námestovo",Námestovo,Brehy,NULL
JulLkJwhVa1,sale,"3-room apartment",67,unrenovated,"okres Martin",Martin,Sever,NULL
JuYmnqxfCfU,rent,"2-room apartment",52,"fully renovated","okres Bytča",Bytča,"Veľká Bytča",2025
Ju8j-hPnALY,sale,"holiday apartment",43,"new construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina",NULL
Ju2RLrI1kcS,rent,"2-room apartment",71,"new construction","okres Žilina",Žilina,Vlčince,2009
JunCOKnq7PY,sale,"3-room apartment",72,"partially renovated","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Stred,NULL
JuPViaCTmSo,sale,"3-room apartment",70,"under construction","okres Liptovský Mikuláš",Východná,Východná,2024
JuniaoRdvqE,sale,"2-room apartment",44,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto",2025
JueF3dmbicv,sale,"3-room apartment",80,"partially renovated","okres Čadca","Dlhá nad Kysucou","Dlhá nad Kysucou",2025
JuLfK4N9KuJ,rent,"4-room apartment",90,"fully renovated","okres Žilina",Žilina,"Staré mesto",2000
JuKI6_CGWPh,sale,"holiday apartment",25,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová,2016
JuwROzF7MPz,sale,"1-room apartment",34,"partially renovated","okres Ružomberok",Ružomberok,Klačno,2025
JuVxrPNOwNZ,sale,"3-room apartment",112,"new construction","okres Námestovo",Námestovo,Polom,2025
JusbqvfGHuD,sale,"studio apartment",38,"fully renovated","okres Martin",Martin,Priekopa,1975
Juf6pNtbqh1,sale,"3-room apartment",72,"partially renovated","okres Martin",Martin,Stred,1961
JuXFWi9ToVv,rent,"1-room apartment",43,"fully renovated","okres Námestovo",Námestovo,NULL,1979
Juc4p__s1-a,sale,"2-room apartment",70,"fully renovated","okres Žilina",Žilina,"Staré mesto",NULL
JubH8PB1O7h,sale,"3-room apartment",80,"fully renovated","okres Martin",Martin,Stred,1995
JuIAvskne5z,rent,"2-room apartment",60,"fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Vrbica - Nábrežie",1975
JuPKK388ZCm,sale,"2-room apartment",42,"fully renovated","okres Čadca",Staškov,Staškov,NULL
JumrPKthwP7,rent,"2-room apartment",64,"new construction","okres Bytča",Maršová-Rašov,Maršová-Rašov,NULL
JuewRpsuNGh,rent,"1-room apartment",NULL,"fully renovated","okres Martin",Martin,Podháj,NULL
JuOCwlB4zqX,rent,"2-room apartment",67,"new construction","okres Martin",Martin,Podháj,NULL
Juaxt90u-z9,sale,"4-room apartment",103,"fully renovated","okres Bytča",Bytča,"Hliník nad Váhom",2018
JuU9JEZLTwi,sale,"3-room apartment",90,"partially renovated","okres Turčianske Teplice",Turček,Turček,1900
Ju6c9z03WhY,rent,"2-room apartment",63,"fully renovated","okres Martin",Martin,Stred,1955
JunIIQTPa44,sale,"4-room apartment",110,"under construction","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto",2027
Juz4W9SDfoY,sale,"2-room apartment",50,"partially renovated","okres Žilina",Žilina,Solinky,1983
Ju5NSmHtePH,sale,"3-room apartment",89,"fully renovated","okres Martin",Martin,Záturčie,1996
JuUaKO5dYge,sale,"3-room apartment",83,"new construction","okres Dolný Kubín","Dolný Kubín",Stred,NULL
Ju6w7wQRZXw,sale,"holiday apartment",86,unrenovated,"okres Čadca",Oščadnica,Oščadnica,2005
JupVQ9BHiZG,sale,"2-room apartment",52,unrenovated,"okres Žilina",Žilina,Hliny,1969
JueYWDVVrdd,rent,"2-room apartment",80,"new construction","okres Námestovo",Mútne,Mútne,NULL
Ju9hEcnte9-,rent,"3-room apartment",73,"partially renovated","okres Námestovo",Námestovo,Brehy,NULL
JuYML_WMLmL,sale,"2-room apartment",67,"fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Vrbica - Nábrežie",1965
JuInvssV5eE,sale,"1-room apartment",32,"under construction","okres Ružomberok",Ružomberok,Roveň,2025
JuZ68DUQRpn,sale,"3-room apartment",58,"new construction","okres Liptovský Mikuláš","Malé Borové","Malé Borové",NULL
JupACoTE9Yo,sale,"3-room apartment",69,"fully renovated","okres Martin",Martin,Košúty,1990
Ju5bhE-1H2z,sale,"1-room apartment",32,"new construction","okres Ružomberok",Ružomberok,Hrabovo,2010
Jukzit6pFoZ,sale,"2-room apartment",66,"fully renovated","okres Martin",Martin,Stred,1995
JuipAuQVd0x,sale,"1-room apartment",35,"partially renovated","okres Martin",Martin,Záturčie,1985
Ju12bwYQ7nT,rent,"3-room apartment",63,"new construction","okres Martin",Martin,Záturčie,2022
JudGtDjR-sv,sale,"2-room apartment",79,"fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto",1900
JuMuHR9ALAx,sale,"2-room apartment",54,"new construction","okres Liptovský Mikuláš","Liptovský Hrádok",Prekážka,NULL
JubXkgOc5Vf,sale,"holiday apartment",34,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová,2025
JuykdgfJYfL,sale,"2-room apartment",56,"new construction","okres Žilina",Žilina,Bytčica,2025
JutR_NlarhR,rent,"2-room apartment",69,"new construction","okres Žilina",Žilina,Bôrik,2009
JuGMS7Q7AS7,sale,"3-room apartment",76,"under construction","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto",2027
Juuzq73KdvI,sale,"2-room apartment",68,"partially renovated","okres Žilina",Žilina,Hliny,NULL
JuSGqC8nbbl,rent,"3-room apartment",60,"fully renovated","okres Žilina",Žilina,Hliny,NULL
Ju6fwBTV6P6,rent,"2-room apartment",54,unrenovated,"okres Žilina",Žilina,Bôrik,NULL
JuPaHBO-gez,sale,"2-room apartment",71,unrenovated,"okres Martin",Martin,NULL,1980
JupFlDUtQOE,rent,"2-room apartment",46,"new construction","okres Žilina",Žilina,"Staré mesto",NULL
JuoVsoGKe3I,sale,"3-room apartment",68,unrenovated,"okres Ružomberok",Ružomberok,Roveň,1970
JuYypAB3WNO,rent,"studio apartment",29,"new construction","okres Žilina",Žilina,Vlčince,2020
JuZJo0wlRRU,sale,"1-room apartment",29,"new construction","okres Ružomberok","Liptovská Teplá","Liptovská Teplá",2024
JuakfUC89nT,sale,"studio apartment",22,"partially renovated","okres Žilina",Žilina,Vlčince,1984
JuwiNiRwZ-G,rent,"3-room apartment",74,"fully renovated","okres Bytča",Bytča,"Veľká Bytča",2025
JuOFc-qmQAu,rent,"2-room apartment",67,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš",Palúdzka,NULL
JuVMUFYMKhd,sale,"1-room apartment",25,"partially renovated","okres Žilina",Žilina,"Staré mesto",2025
JuWtaJ8gYmY,sale,"3-room apartment",81,"partially renovated","okres Dolný Kubín","Dolný Kubín",Stred,2009
Judqch1ikzy,sale,"1-room apartment",39,"fully renovated","okres Tvrdošín",Nižná,Nižná,1970
JumDGD_wH9E,sale,"4-room apartment",130,"new construction","okres Žilina","Rajecké Teplice","Rajecké Teplice",2025
JuV9NY1IIlj,sale,"1-room apartment",24,"under construction","okres Ružomberok",Ružomberok,Roveň,2025
Jutms5kvMoG,sale,"4-room apartment",91,"fully renovated","okres Martin",Martin,Stred,1970
JuTcLcPMeUX,rent,"2-room apartment",56,"new construction","okres Martin",Vrútky,"Horné Vrútky",2025
Ju3fRh58rlQ,rent,"2-room apartment",51,"partially renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Vrbica - Nábrežie",1971
JuvBgKU_KI7,sale,"4-room apartment",101,"fully renovated","okres Žilina",Žilina,"Staré mesto",1969
Jueqkk2FQTK,sale,"3-room apartment",95,"new construction","okres Žilina",Žilina,Bôrik,NULL
JuMqUg0JlP-,sale,"4-room apartment",130,"new construction","okres Ružomberok",Ružomberok,"Staré mesto",1980
Jujum4J4wb2,rent,"2-room apartment",60,"fully renovated","okres Martin",Martin,Ľadoveň,1980
JuMQiZOnaxz,sale,"2-room apartment",60,"new construction","okres Turčianske Teplice","Turčianske Teplice",Stred,2023
JuhS38paEh6,sale,"4-room apartment",113,"development project","okres Žilina",Žilina,"Staré mesto",2022
Ju_1ltAlD0n,sale,"1-room apartment",31,"new construction","okres Ružomberok",Bešeňová,Bešeňová,NULL
Ju6oo_vEaT-,sale,"holiday apartment",34,"new construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina",2025
JuLxu_TUApX,sale,"2-room apartment",55,"new construction","okres Žilina",Žilina,Hájik,2025
Ju72GUoSgLH,sale,"2-room apartment",62,"new construction","okres Žilina",Žilina,Vlčince,2025
Ju3VAHb4p44,sale,"2-room apartment",50,"fully renovated","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Sídlisko,2007
JuEI53pWqzW,rent,"3-room apartment",90,"new construction","okres Martin",Martin,Stred,2025
JuxCreRo0qw,sale,"1-room apartment",33,"new construction","okres Žilina",Žilina,"Staré mesto",2027
JuzOH2MtpxX,sale,"2-room apartment",64,"fully renovated","okres Martin",Martin,Sever,1980
JuEDjVYN-JT,sale,"2-room apartment",53,"new construction","okres Žilina",Žilina,Bytčica,2025
JusqNW2Fg5o,rent,"1-room apartment",27,"fully renovated","okres Liptovský Mikuláš","Pavčina Lehota","Pavčina Lehota",NULL
JucJbLC42bG,sale,"5+ room apartment",145,"partially renovated","okres Žilina",Žilina,Hájik,1999
JupibY8fOsV,sale,"3-room apartment",78,unrenovated,"okres Kysucké Nové Mesto","Horný Vadičov","Horný Vadičov",NULL
JuoszPD854T,sale,"3-room apartment",81,"new construction","okres Liptovský Mikuláš","Liptovský Hrádok",Dovalovo,2025
JumaaMybJmZ,sale,"3-room apartment",72,"partially renovated","okres Žilina",Žilina,Hájik,1999
JuOxbo4pSSp,rent,"3-room apartment",75,"fully renovated","okres Žilina",Žilina,Vlčince,2010
JudrbteyWzE,sale,"1-room apartment",33,"new construction","okres Dolný Kubín","Dolný Kubín",Brezovec,NULL
JuoS3WYoWLk,sale,"holiday apartment",40,unrenovated,"okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina",2013
Ju9t-oEiYBZ,rent,"3-room apartment",84,"new construction","okres Liptovský Mikuláš","Liptovský Hrádok",NULL,NULL
JubfQKHfr_c,sale,"1-room apartment",23,"fully renovated","okres Martin",Valča,Valča,2018
JuOC5yzde-c,sale,"2-room apartment",53,"new construction","okres Žilina","Rajecké Teplice","Rajecké Teplice",NULL
JueYB6GvrEe,rent,"3-room apartment",72,"fully renovated","okres Žilina",Žilina,Hliny,NULL
JuinVbJn01k,sale,"4-room apartment",85,"under construction","okres Žilina",Žilina,Hájik,2025
JurI-U1p2qQ,sale,"1-room apartment",53,"fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto",NULL
JuhS9MQTC4v,sale,"2-room apartment",69,"fully renovated","okres Žilina",Žilina,Vlčince,1995
JuPLeekzh_5,sale,"1-room apartment",40,"fully renovated","okres Ružomberok",Ružomberok,"Staré mesto",1960
JuG0JmIY6PQ,rent,"2-room apartment",76,"fully renovated","okres Žilina",Žilina,Vlčince,NULL
JuTcgjCG15n,sale,"2-room apartment",50,"partially renovated","okres Žilina",Žilina,Hájik,1995
JucZiE4o7Os,sale,"2-room apartment",61,"fully renovated","okres Čadca",Staškov,Staškov,NULL
JuudHQ4gWHh,sale,"2-room apartment",44,"fully renovated","okres Žilina",Žilina,"Staré mesto",1985
Ju1HQtU3BUR,sale,"3-room apartment",54,"fully renovated","okres Ružomberok",Ružomberok,"Staré mesto",1997
JuhRFtZO6yy,sale,"2-room apartment",65,"fully renovated","okres Žilina",Žilina,"Staré mesto",1969
Ju300FaVEg0,sale,"holiday apartment",79,"fully renovated","okres Čadca",Makov,Makov,2021
JugoHMXehPQ,sale,"2-room apartment",60,unrenovated,"okres Dolný Kubín","Dolný Kubín",Brezovec,1975
JuOLK-0T1Mn,rent,"2-room apartment",40,"fully renovated","okres Žilina",Žilina,"Staré mesto",2009
Ju5-9cSZw35,rent,"3-room apartment",85,"new construction","okres Martin",Martin,Stred,2010
Ju75jE-v_Ti,sale,"3-room apartment",90,"fully renovated","okres Martin",Martin,Priekopa,1975
JuDoM_pyCOY,sale,"3-room apartment",68,"fully renovated","okres Martin",Sučany,Sučany,1970
JujnVWbv0Ea,sale,"3-room apartment",85,unrenovated,"okres Martin",Vrútky,"Horné Vrútky",1980
Ju0XKwDGI6a,sale,"2-room apartment",97,"fully renovated","okres Žilina",Žilina,"Staré mesto",2010
Juu0CU0P8i0,sale,"3-room apartment",94,"partially renovated","okres Liptovský Mikuláš","Svätý Kríž","Svätý Kríž",1960
JuykAcnsUj0,rent,"3-room apartment",85,"new construction","okres Žilina",Žilina,"Staré mesto",2024
JuaeBjYnlrd,sale,"1-room apartment",36,"new construction","okres Žilina",Žilina,"Staré mesto",2025
JuoaEOkD_KF,rent,"3-room apartment",90,"new construction","okres Žilina",Žilina,"Staré mesto",NULL
Jug2x-YuHAi,sale,"1-room apartment",33,"new construction","okres Žilina",Žilina,"Staré mesto",2025
JuFDFNeJqxq,sale,"3-room apartment",69,"fully renovated","okres Martin",Martin,Ľadoveň,2025
Ju-CieQQxUN,rent,"2-room apartment",51,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš",Palúdzka,2023
JuL6Lg1QL2c,sale,"2-room apartment",58,"partially renovated","okres Martin",Martin,Priekopa,NULL
JutjYOCC9EK,rent,"2-room apartment",40,"new construction","okres Žilina",Žilina,"Staré mesto",2010
JuawIhGVyvh,rent,"3-room apartment",79,"fully renovated","okres Námestovo",Námestovo,Stred,NULL
JuE8s31Sl55,sale,"3-room apartment",94,"new construction","okres Bytča",Bytča,Pšurnovice,2025
JuJeYUPavsEk,sale,"holiday apartment",41,"new construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina",NULL
JuzuJS1LpbR,sale,"2-room apartment",56,unrenovated,"okres Žilina",Žilina,Hliny,2025
JuQ4A208KjZ,sale,"holiday apartment",41,"new construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina",NULL
JuKlYZCt0j5,sale,"studio apartment",77,"new construction","okres Liptovský Mikuláš",Vlachy,Vlachy,1980
JuFzBbUk-Xv,sale,"holiday apartment",82,"new construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina",NULL
JuGfQvKSzkr,sale,"3-room apartment",76,unrenovated,"okres Martin",Martin,Záturčie,1990
JuMq5sG1YBG,rent,"2-room apartment",56,"fully renovated","okres Martin",Martin,Košúty,1974
JuzW5XpNDH7,rent,"holiday apartment",40,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová,NULL
Ju5SD8mmuUt,sale,"2-room apartment",68,"new construction","okres Žilina",Žilina,"Staré mesto",2027
JuL4Of85hI-,sale,"holiday apartment",41,unrenovated,"okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová,2025
JuSWGTnCZur,sale,"3-room apartment",65,"partially renovated","okres Martin",Martin,Košúty,1987
JuWKKdSpysj,sale,"4-room apartment",110,unrenovated,"okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová,1973
JulmO4nyPV1,sale,"4-room apartment",82,"fully renovated","okres Martin",Martin,Priekopa,1978
JuqHgAmAWwG,sale,"3-room apartment",63,"under construction","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence,2025
JuSXCvc_TgO,sale,"2-room apartment",57,"under construction","okres Žilina",Žilina,Hájik,NULL
Ju-aCcpkFTl,sale,"3-room apartment",63,"under construction","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence,2025
JukgHXnk_FH,sale,"2-room apartment",55,unrenovated,"okres Martin",Martin,Stred,1960
JuppkYCT654,sale,"1-room apartment",40,"fully renovated","okres Martin",Martin,Stred,1980
JuEvHi31Kuc,sale,"3-room apartment",120,"new construction","okres Žilina",Žilina,"Staré mesto",2009
Julb0pINzt_,sale,"4-room apartment",110,"new construction","okres Žilina",Žilina,Vlčince,NULL
JuQtjXuvBCs,sale,"studio apartment",30,"fully renovated","okres Čadca",Turzovka,Stred,2015
Ju0bNiistMRJ,rent,"1-room apartment",30,"new construction","okres Bytča",Bytča,"Thurzove sady",2024
JueB0gAOmwn,sale,"2-room apartment",64,"partially renovated","okres Žilina",Žilina,Hliny,1975
Ju9UkKAGv88,sale,"4-room apartment",110,"new construction","okres Žilina",Žilina,Vlčince,2009
JujO1vhWS9Y,rent,"3-room apartment",59,"new construction","okres Martin",Martin,Sever,NULL
Ju28v4oyz1R,rent,"1-room apartment",44,"new construction","okres Kysucké Nové Mesto",Nesluša,Nesluša,NULL
JuemfCeEc7H,sale,"2-room apartment",49,"fully renovated","okres Žilina","Rajecké Teplice","Rajecké Teplice",NULL
Ju4uaW2Y4yL,sale,"holiday apartment",55,"new construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina",NULL
JuOBBX6-RMz,sale,"2-room apartment",62,"new construction","okres Martin",Martin,Stred,2025
