offer_id,offer_type,property_type,area,condition,location_district,location_city,location_area,built_in
JuWIHesej0g,sale,"2-room apartment",70,"fully renovated","okres Žilina",Žilina,"Staré mesto",NULL
JuKnGrQfPf8P,sale,"2-room apartment",54,"new construction","okres Žilina",Žilina,Bytčica,2025
JuocwBv9B8E,sale,"3-room apartment",96,"partially renovated","okres Žilina","Dlhé Pole","Dlhé Pole",1986
JuTk10X0x-i,sale,"holiday apartment",78,"new construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina",2020
JuP28alhfCi,sale,"3-room apartment",67,"fully renovated","okres Žilina",Žilina,Hliny,1975
JuwnuvEmJ5E,sale,"3-room apartment",51,"new construction","okres Námestovo",Zubrohlava,Zubrohlava,2022
JuFa19Ow0Dt,sale,"3-room apartment",114,"partially renovated","okres Martin",Martin,Stred,1947
JuCqI77KeMc,sale,"2-room apartment",56,"partially renovated","okres Martin",Turany,Turany,1971
JueW1n9AoIx,sale,"3-room apartment",92,"new construction","okres Žilina",Žilina,Závodie,2009
JuH32c8NNad,rent,"2-room apartment",45,"new construction","okres Martin",Martin,Priekopa,2020
JujhD3lGKSF,sale,"2-room apartment",67,"fully renovated","okres Žilina",Žilina,Vlčince,NULL
JuwdAcDikt2,sale,"2-room apartment",59,"partially renovated","okres Žilina",Žilina,Závodie,2010
JuNwRfCAG1O,sale,"2-room apartment",70,"under construction","okres Martin",Martin,Jahodníky,NULL
JuUgOGFJBDF,sale,"4-room apartment",88,"fully renovated","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Sídlisko,NULL
JuQwMUprpPT,sale,"3-room apartment",60,"new construction","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Sídlisko,2024
JucEibGbMaV,sale,"holiday apartment",79,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová,NULL
JuB4nMTbdT2,rent,"3-room apartment",83,unrenovated,"okres Námestovo",Vavrečka,Vavrečka,2019
Juc7SyZSucw0,sale,"holiday apartment",72,"new construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina",2019
JuktwYpm4CV,rent,"2-room apartment",49,"partially renovated","okres Martin",Martin,Záturčie,NULL
Juszi7YaqvT,sale,"3-room apartment",71,"partially renovated","okres Ružomberok",Ružomberok,NULL,1988
Ju8T6cE3M46O,sale,"2-room apartment",39,"new construction","okres Ružomberok",Ružomberok,Hrabovo,NULL
JujjF4h9vha,rent,"2-room apartment",72,"fully renovated","okres Martin",Martin,Stred,NULL
Ju6ic7zNy9_,sale,"3-room apartment",NULL,"under construction","okres Žilina","Lietavská Lúčka","Lietavská Lúčka",NULL
JuMCWySZsct,sale,"4-room apartment",104,"new construction","okres Žilina",Žilina,Vlčince,2025
JuRdV1LIJPu,rent,"1-room apartment",37,"fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto",2017
Ju0_qpYyImE,sale,"1-room apartment",23,"fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto",1900
JuQo0PP1022,sale,"2-room apartment",61,"new construction","okres Žilina",Žilina,Vlčince,2023
Ju8w7xSU6tn,sale,"2-room apartment",56,"fully renovated","okres Žilina",Žilina,Bôrik,2010
JuUPYByvH-3,sale,"4-room apartment",113,"new construction","okres Žilina",Žilina,"Staré mesto",2022
Ju8gkOV9Ua-,sale,"holiday apartment",30,"new construction","okres Ružomberok",Bešeňová,Bešeňová,NULL
JudjVeywOJE,sale,"2-room apartment",57,unrenovated,"okres Martin",Martin,Sever,1965
JuMOG3S1mHU,sale,"2-room apartment",90,"new construction","okres Martin",Martin,Tomčany,2026
JuGHqD4k0Bi,sale,"3-room apartment",65,"fully renovated","okres Čadca",Čadca,Kyčerka,1988
JuirbsBqAtw,sale,"5+ room apartment",130,"partially renovated","okres Martin",Lipovec,Lipovec,NULL
JuX6bDcbxKm,sale,"3-room apartment",63,"new construction","okres Martin",Martin,Stred,2020
JuO5mITkYRm,sale,"1-room apartment",29,"fully renovated","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Sídlisko,NULL
JuT8T2mhbPp,rent,"2-room apartment",47,"new construction","okres Martin",Martin,Stred,1900
JuRBfIzNbvG,sale,"holiday apartment",71,"new construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina",NULL
Juvh354emFK,rent,"3-room apartment",81,"fully renovated","okres Žilina",Žilina,"Staré mesto",1980
JugK_iVZsVR,sale,"2-room apartment",54,"partially renovated","okres Ružomberok",Ružomberok,Baničné,1985
JuCzDBx82gn,sale,"2-room apartment",56,"partially renovated","okres Ružomberok",Ružomberok,"Staré mesto",NULL
JuwR10kFsHB,rent,"2-room apartment",62,"fully renovated","okres Žilina",Žilina,Vlčince,1970
Juo-BgN_Y9D,sale,maisonette,107,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš","Liptovská Ondrašová",2024
JuzTIfdr-oi,sale,"4-room apartment",116,"fully renovated","okres Žilina",Žilina,"Staré mesto",1945
JuY2fWI7qOb,sale,"1-room apartment",42,"new construction","okres Martin",Martin,Priekopa,2019
JukBksFoVDN,sale,"holiday apartment",42,"new construction","okres Ružomberok",Ružomberok,Hrabovo,2022
JuZiQf_R1fN,sale,"3-room apartment",80,"new construction","okres Žilina",Divina,Divina,2024
JuarCLPx8dZ,rent,"2-room apartment",50,"fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto",NULL
JuyhufYl9nJ,sale,"4-room apartment",118,"under construction","okres Žilina",Ďurčiná,Ďurčiná,2025
JuICDmblLAV,sale,"3-room apartment",72,"partially renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Vrbica - Nábrežie",1970
JulVRQnK87Q,sale,"3-room apartment",70,"partially renovated","okres Čadca",Čadca,Kyčerka,NULL
JugCrJ6aqt6,sale,"2-room apartment",56,"new construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina",2014
Juq3lnZLMdJ,sale,"studio apartment",28,"new construction","okres Žilina",Žilina,Závodie,NULL
JuNgKsGWJb_,sale,"3-room apartment",82,"fully renovated","okres Žilina",Žilina,Vlčince,1978
JuFOaiRGATh,sale,"3-room apartment",63,"under construction","okres Ružomberok",Ružomberok,Roveň,2025
Juqh8kAz6Ws,sale,"2-room apartment",56,"partially renovated","okres Liptovský Mikuláš",Dúbrava,Dúbrava,1987
JuIgXokL5hc,sale,"4-room apartment",84,"fully renovated","okres Martin",Martin,Priekopa,1973
JuD6R0F6XVX,sale,"3-room apartment",120,"partially renovated","okres Martin",Sučany,Sučany,1980
JuG8ggFzvSj,rent,"3-room apartment",100,"partially renovated","okres Žilina",Žilina,"Staré mesto",1970
JuSh4rLdnzP,sale,"1-room apartment",38,"new construction","okres Žilina",Žilina,"Staré mesto",2025
JuiOse4gKiU,sale,"2-room apartment",81,"new construction","okres Liptovský Mikuláš","Liptovský Hrádok",Celiny,2022
JuRMVAMTIbE,sale,"2-room apartment",75,"new construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina",2025
JuxasD7Z9Ys,rent,"2-room apartment",55,"fully renovated","okres Martin",Martin,Stred,1960
Ju0CrnhCGrs,sale,"4-room apartment",161,"partially renovated","okres Žilina",Žilina,"Staré mesto",NULL
JuwgpofL0aK,sale,"2-room apartment",NULL,"partially renovated","okres Námestovo",Námestovo,NULL,NULL
JudY9Gw22hd,sale,"2-room apartment",56,"development project","okres Ružomberok",Ružomberok,Baničné,2024
JuKkQSr7yLI,sale,"3-room apartment",67,"partially renovated","okres Martin",Martin,Košúty,1980
JumCrfhYhfV,sale,"holiday apartment",52,"new construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina",NULL
Ju5L8AAHtJp,sale,"1-room apartment",30,"partially renovated","okres Martin",Martin,Stred,1980
Ju46o5YnbQR,sale,"2-room apartment",52,"new construction","okres Ružomberok",Bešeňová,Bešeňová,NULL
JuAZvxGvcMl,sale,"2-room apartment",70,"fully renovated","okres Žilina",Žilina,"Staré mesto",NULL
JuU-rP3IJ1-,rent,"2-room apartment",68,"new construction","okres Žilina",Žilina,"Staré mesto",2022
Juo8hsv1xWR,sale,"holiday apartment",76,"new construction","okres Martin",Valča,Valča,NULL
JukVF1PHUJU,sale,"3-room apartment",61,"partially renovated","okres Martin",Martin,Záturčie,1990
JuaD4qSzRhl,sale,"4-room apartment",108,"new construction","okres Žilina","Dolný Hričov","Dolný Hričov",NULL
JuVuoYcJToJ,sale,"studio apartment",22,"partially renovated","okres Žilina",Žilina,Vlčince,1975
JuXBGzjsqRS,rent,"3-room apartment",77,"new construction","okres Bytča",Bytča,"Thurzove sady",NULL
JuqRHR8iBLi,sale,"3-room apartment",68,"partially renovated","okres Čadca","Krásno nad Kysucou",Stred,1985
JuDHzNZw0-F,rent,"3-room apartment",87,"fully renovated","okres Martin",Martin,Priekopa,2025
Jugh-H3CM-c,rent,"2-room apartment",69,"new construction","okres Námestovo",Mútne,Mútne,NULL
Ju_mO5F1KAW,sale,"4-room apartment",101,"new construction","okres Žilina",Žilina,"Staré mesto",NULL
JuRHCARxbUa,sale,"3-room apartment",99,"new construction","okres Martin",Martin,Stred,2025
JuY6ZkaPSRF,sale,"1-room apartment",42,"new construction","okres Ružomberok",Bešeňová,Bešeňová,NULL
JuG5b3bSJJl,sale,"2-room apartment",53,"fully renovated","okres Martin",Martin,Podháj,NULL
Juatx6SLjDH,sale,"3-room apartment",72,"fully renovated","okres Dolný Kubín","Dolný Kubín","Veľký Bysterec",NULL
Ju3IaCCie7D,rent,"4-room apartment",83,"partially renovated","okres Martin",Martin,Ľadoveň,2025
Ju7pt9GBh0f,sale,"4-room apartment",83,"partially renovated","okres Martin",Martin,Ľadoveň,2025
JuYxNvuFp4O,sale,"1-room apartment",35,"partially renovated","okres Liptovský Mikuláš",Bobrovník,Bobrovník,1900
Ju2F2PEA16h,sale,"2-room apartment",40,"fully renovated","okres Ružomberok",Bešeňová,Bešeňová,NULL
JuTmTC_fKnC,sale,"holiday apartment",57,"new construction","okres Dolný Kubín","Dolný Kubín","Kubínska hoľa",2021
JurZTuUssP0,sale,house,124,"new construction","okres Bytča",Bytča,"Hliník nad Váhom",2025
JutFw8pKjMj,sale,house,130,unrenovated,"okres Kysucké Nové Mesto",Lodno,Lodno,1970
JuKW3SQ8Df4,sale,house,307,"partially renovated","okres Čadca",Makov,Makov,1996
JuLJB10v5yK,sale,house,130,"fully renovated","okres Žilina",Žilina,Trnové,1960
Ju2gistO4oo,sale,house,130,unrenovated,"okres Martin",Martin,Priekopa,1905
JuDeBj46p9m,sale,house,225,unrenovated,"okres Turčianske Teplice","Turčianske Teplice",Stred,1976
JubUhU28foO,sale,house,833,unrenovated,"okres Kysucké Nové Mesto",Rudinská,Rudinská,2025
JuSsCe7WLb6P,sale,house,734,"partially renovated","okres Ružomberok","Liptovské Revúce","Liptovské Revúce",1960
JuB2SVYi89D,sale,house,150,"partially renovated","okres Žilina","Rajecká Lesná","Rajecká Lesná",1950
JuYNloJYOdw,sale,house,140,unrenovated,"okres Martin",Príbovce,Príbovce,1970
JulZg30zNO8,sale,house,250,"partially renovated","okres Žilina","Lietavská Lúčka","Lietavská Lúčka",2000
JuJjPVMhkUw,sale,house,250,"new construction","okres Martin",Martin,Priekopa,2022
JudQy8A1FLU,sale,house,230,"partially renovated","okres Kysucké Nové Mesto",Ochodnica,Ochodnica,2010
Ju1eOtgzhMF,sale,house,80,"new construction","okres Bytča","Veľké Rovné","Veľké Rovné",2024
Jui4dVLb9Ci,sale,house,110,"new construction","okres Martin","Kláštor pod Znievom","Kláštor pod Znievom",2024
JuC8my3kfcD,sale,house,90,unrenovated,"okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina",1975
JultKoQUF1n,sale,house,378,"fully renovated","okres Martin",Valča,Valča,2025
JuSbYhRyin-,sale,house,240,"fully renovated","okres Žilina","Teplička nad Váhom","Teplička nad Váhom",1932
JucbDZIqH5K,sale,house,378,"fully renovated","okres Dolný Kubín","Medzibrodie nad Oravou","Medzibrodie nad Oravou",1930
JuTe9xTBEze,sale,house,148,unrenovated,"okres Žilina","Rajecké Teplice","Rajecké Teplice",1963
Ju9jNRRDueP,sale,house,35,"new construction","okres Liptovský Mikuláš","Liptovský Ján","Liptovský Ján",2019
Ju7QtyDiguT,sale,house,1,"fully renovated","okres Liptovský Mikuláš","Liptovský Trnovec","Liptovský Trnovec",2010
Ju8LEFRICza,sale,house,177,"under construction","okres Liptovský Mikuláš","Liptovský Mikuláš","Vrbica - Nábrežie",2024
JuLVnnHvRdJ,sale,house,140,"partially renovated","okres Martin",Daňová,Ďanová,1978
JuxpGt9B3Fh,sale,house,150,unrenovated,"okres Martin",Príbovce,Príbovce,1980
Ju3Q6cuW_-I,sale,house,120,unrenovated,"okres Ružomberok","Liptovské Revúce","Liptovské Revúce",1910
Jul9YtuXJRu,sale,house,180,"new construction","okres Ružomberok",Ružomberok,Baničné,2024
Jukf6G0DA_c,sale,house,240,"partially renovated","okres Bytča",Bytča,"Veľká Bytča",1991
JurJNQloNhD,sale,house,90,unrenovated,"okres Kysucké Nové Mesto",Radoľa,Radoľa,1970
Ju_HmYYnmau,sale,house,132,"new construction","okres Martin",Martin,Stred,2024
Juoe47l29P7,sale,house,160,"under construction","okres Žilina",Žilina,Trnové,2024
Ju00Y-txNcF,sale,house,339,"partially renovated","okres Liptovský Mikuláš",Pribylina,Pribylina,1980
Ju4LWhuX-Wj,sale,house,524,"fully renovated","okres Ružomberok",Ružomberok,"Biely Potok",1980
Jubn7zHTz__,sale,house,240,"partially renovated","okres Tvrdošín",Nižná,Nižná,1970
JuqnxCpkC06,sale,house,146,"new construction","okres Dolný Kubín","Oravská Poruba","Oravská Poruba",2022
Juic0vZirTi,sale,house,563,"fully renovated","okres Martin",Martin,Stred,2025
JuS8ciWyKMi,sale,house,200,unrenovated,"okres Ružomberok",Ružomberok,"Staré mesto",1900
JubTPdj-awZ,sale,house,117,"under construction","okres Turčianske Teplice",Budiš,Budiš,2025
JuGIhhHbPqD,sale,house,754,"new construction","okres Turčianske Teplice","Malý Čepčín","Malý Čepčín",2011
JuxiHYI3lEP,sale,house,112,"new construction","okres Žilina",Bitarová,Bitarová,2025
JuS_u3LjF53,sale,house,200,"partially renovated","okres Martin",Martin,Stráne,1992
JuIAC6P7EYu,sale,house,447,"new construction","okres Dolný Kubín",Párnica,Párnica,1980
JuSi1nzOb00,sale,house,180,"new construction","okres Kysucké Nové Mesto","Horný Vadičov","Horný Vadičov",2023
JuwBtG9o2r1,sale,house,133,"new construction","okres Čadca","Nová Bystrica","Nová Bystrica",2025
JuN_zFqT9wt,sale,house,90,"fully renovated","okres Martin","Turčianska Štiavnička","Turčianska Štiavnička",1900
JuR8Ev-aWaZ,sale,house,150,"partially renovated","okres Martin",Sučany,Sučany,1963
JuZBjxQ80zt,sale,house,60,"new construction","okres Ružomberok",Ružomberok,"Pod Skalami",2022
JuGyarQH5Tu,sale,house,244,"fully renovated","okres Martin",Žabokreky,Žabokreky,1960
JusX_sL1pCY,sale,house,624,unrenovated,"okres Ružomberok",Ružomberok,Baničné,2025
JuMReNzFrmm,sale,house,114,unrenovated,"okres Ružomberok","Liptovské Revúce","Liptovské Revúce",1970
JufUCJs2WIN,sale,house,120,"partially renovated","okres Martin","Košťany nad Turcom","Košťany nad Turcom",1980
JuViiwQVAc8,sale,house,125,"new construction","okres Martin",Vrútky,"Karvaša a Bláhovca",2023
Ju7iLKVUgMi,sale,house,205,"new construction","okres Martin",Valča,Valča,2025
Ju_j96JYJ3R,sale,house,107,"fully renovated","okres Žilina",Stráňavy,Stráňavy,2022
JuacBqltuem,sale,house,565,"partially renovated","okres Žilina","Teplička nad Váhom","Teplička nad Váhom",2025
Ju5jLRFNJLG,sale,house,131,"new construction","okres Bytča",Bytča,"Hliník nad Váhom",2024
JuzhCWgXTbr,sale,house,836,"partially renovated","okres Žilina",Gbeľany,Gbeľany,1980
Ju7pOpcYmHI,sale,house,145,"new construction","okres Žilina",Podhorie,Podhorie,2013
Jueg5nyRwtD,sale,house,637,"partially renovated","okres Žilina",Terchová,Terchová,2025
Jua2IIfvhoU,sale,house,1500,"new construction","okres Martin",Vrútky,"Karvaša a Bláhovca",2025
Juq1uzcK3Zo,sale,house,70,unrenovated,"okres Turčianske Teplice",Mošovce,Mošovce,1948
JuwSpmc62PT,sale,house,260,unrenovated,"okres Žilina",Lysica,Lysica,1974
JuPi43juw_9,sale,house,150,"partially renovated","okres Čadca",Oščadnica,Oščadnica,1966
JuIasSYB1E7,sale,house,90,"new construction","okres Martin","Dolný Kalník","Dolný Kalník",2023
JuE3k8ViQWV,sale,house,150,unrenovated,"okres Žilina",Žilina,Trnové,1977
JuJKCTa_I_C,sale,house,150,unrenovated,"okres Martin",Belá-Dulice,Belá-Dulice,1960
JuV4X4JdJ77,sale,house,160,"new construction","okres Turčianske Teplice","Turčianske Teplice","Turčiansky Michal",2024
JujjP_MAirA,sale,house,80,"partially renovated","okres Dolný Kubín","Dolný Kubín",Mokraď,1970
JueY97MJhb3,sale,house,120,unrenovated,"okres Žilina",Žilina,"Malá Praha",1949
JubZoYrfSp9,sale,house,162,"new construction","okres Žilina",Žilina,Bánová,2017
JuhR8_uiRxX,sale,house,280,"partially renovated","okres Ružomberok",Komjatná,Komjatná,1980
JuOitn_WAgJ,sale,house,1204,"fully renovated","okres Liptovský Mikuláš","Veľké Borové","Veľké Borové",1995
JuIa9S8sGpG,sale,house,121,"development project","okres Žilina",Žilina,Trnové,2026
JuhybejcNce,sale,house,160,unrenovated,"okres Žilina",Žilina,"Staré mesto",1980
JudzDOvNunu,sale,house,1481,unrenovated,"okres Martin",Martin,"Kolónia Hviezda",2025
JuPdbj_I7Hc,sale,house,736,unrenovated,"okres Ružomberok",Ružomberok,Černová,1980
Ju88y75X0Gs,sale,house,30,"new construction","okres Ružomberok",Ružomberok,"Biely Potok",2025
Ju0TAHkXz3F,sale,house,190,"new construction","okres Žilina",Mojš,Mojš,2019
Ju2mmFeZCca,rent,house,85,"fully renovated","okres Žilina",Žilina,Hliny,1995
Ju_D1IbOI5l,sale,house,318,"new construction","okres Liptovský Mikuláš","Závažná Poruba","Závažná Poruba",2018
JucYnfxB91V,sale,house,55,"new construction","okres Ružomberok","Liptovské Sliače","Liptovské Sliače",2019
JufRC9onHuL,sale,house,295,"new construction","okres Čadca",Oščadnica,Oščadnica,2020
Ju5R8pDPeWZ,sale,house,264,"fully renovated","okres Martin",Martin,"Kolónia Hviezda",1920
Ju6HLriDjfB,sale,house,135,"new construction","okres Ružomberok","Liptovská Štiavnica","Liptovská Štiavnica",2013
Ju7mrdPR_cn,sale,house,305,"fully renovated","okres Bytča",Štiavnik,Štiavnik,1991
Ju-2YZ37zxt,sale,house,95,"partially renovated","okres Liptovský Mikuláš",Važec,Važec,1921
Ju1cp4Zdad9,sale,house,134,"new construction","okres Ružomberok","Liptovské Sliače","Liptovské Sliače",2025
JulXcIcccXx,sale,house,200,"new construction","okres Martin",Valča,Valča,2024
Ju2sBY5BIo1,sale,house,250,"fully renovated","okres Žilina",Mojš,Mojš,1940
JuE7_yY48hp,sale,house,150,unrenovated,"okres Liptovský Mikuláš","Liptovská Kokava","Liptovská Kokava",1963
JuZhO-rErgT,sale,house,170,"partially renovated","okres Čadca","Vysoká nad Kysucou","Vysoká nad Kysucou",1970
JuOha8XJ-eZ,sale,house,100,unrenovated,"okres Martin",Vrútky,"Karvaša a Bláhovca",1990
Ju2EG21S4h4,sale,house,29,"new construction","okres Liptovský Mikuláš",Bobrovník,Bobrovník,2024
Jum5hTEjQIq,sale,house,1200,unrenovated,"okres Turčianske Teplice","Turčianske Teplice",Stred,2025
JuG-bGr9or0,sale,house,680,"new construction","okres Martin",Martin,Stráne,2025
JumII_lj6i4,sale,house,84,"new construction","okres Žilina",Svederník,Svederník,2020
JunpOFmuQsM,sale,house,300,"fully renovated","okres Čadca",Makov,Makov,2018
JuaDU5eWN9y,sale,house,119,"under construction","okres Čadca","Stará Bystrica","Stará Bystrica",2024
