offer_id,position,floor,total_floors,elevator,built_in,energy_certificate,north,south,east,west,offer_type,property_type,area,condition,location_district,location_city,location_area
JuT4OhvaBo8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"4-room apartment",140,"new construction","okres Žilina",Žilina,"Staré mesto"
JuXxgiFzaw2,"ground floor",1,4,yes,2023,B,NULL,NULL,NULL,NULL,sale,"holiday apartment",36,"development project","okres Žilina",Terchová,Terchová
Juta8FGg1ms,NULL,NULL,NULL,NULL,2025,NULL,NULL,NULL,NULL,NULL,sale,"4-room apartment",130,"new construction","okres Žilina","Rajecké Teplice","Rajecké Teplice"
JutRcPoSw48,"upper floor",3,7,NULL,1980,"not available",yes,yes,yes,yes,sale,"3-room apartment",76,"partially renovated","okres Žilina",Žilina,Vlčince
JunhLdbpvMU,"upper floor",2,4,yes,2025,A,NULL,NULL,NULL,NULL,sale,"3-room apartment",74,"new construction","okres Martin",Martin,Stred
JuAo_CCFbGo,"upper floor",5,8,NULL,2018,A,NULL,NULL,NULL,yes,sale,"1-room apartment",38,"new construction","okres Martin",Martin,Priekopa
JuIcnUNxIlt,"upper floor",6,9,yes,1973,"not available",NULL,NULL,NULL,NULL,sale,"2-room apartment",57,unrenovated,"okres Martin",Martin,Košúty
JuroNkYo0Ud,"top floor",4,4,NULL,1978,B,NULL,NULL,NULL,yes,sale,"3-room apartment",74,"partially renovated","okres Martin",Vrútky,"Horné Vrútky"
JuSS030a7te,"upper floor",6,8,yes,2025,"not available",NULL,NULL,NULL,NULL,rent,"1-room apartment",41,"fully renovated","okres Žilina",Žilina,Vlčince
JuoB7gmYVp_,"top floor",2,2,NULL,2015,"not available",NULL,NULL,NULL,NULL,sale,"2-room apartment",73,"fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová
Juw2GAhwVDz,NULL,NULL,NULL,NULL,1980,"not available",NULL,NULL,NULL,NULL,sale,"3-room apartment",76,"fully renovated","okres Martin",Martin,Záturčie
JuNxbiZtMJl,"ground floor",1,3,NULL,1957,"not available",NULL,NULL,yes,yes,sale,"2-room apartment",62,"partially renovated","okres Žilina",Žilina,Hliny
Ju93xLSe03c,NULL,NULL,NULL,NULL,NULL,"not available",NULL,NULL,NULL,NULL,rent,"1-room apartment",30,"partially renovated","okres Martin",Martin,Záturčie
Ju8y_HCffnI,NULL,NULL,NULL,NULL,2025,"not available",NULL,NULL,NULL,yes,sale,"studio apartment",26,"partially renovated","okres Čadca",Čadca,Žarec
JuDpUKm1R87,"upper floor",4,7,yes,NULL,A,yes,NULL,NULL,yes,sale,"3-room apartment",102,"under construction","okres Martin",Martin,Jahodníky
JuyticuaW7A,"upper floor",3,8,NULL,2025,A,NULL,NULL,NULL,NULL,sale,"3-room apartment",64,"under construction","okres Ružomberok",Ružomberok,Roveň
JutwTj3bM_v,NULL,NULL,NULL,NULL,1980,"not available",NULL,NULL,NULL,NULL,sale,"2-room apartment",51,"fully renovated","okres Martin",Martin,Sever
JuRvQ8h5ljK,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rent,"3-room apartment",72,"fully renovated","okres Žilina",Žilina,Vlčince
Ju-D0j5Tx8q,"upper floor",2,6,yes,1963,"not available",NULL,NULL,NULL,NULL,sale,"3-room apartment",63,"partially renovated","okres Martin",Martin,Sever
JuqL8yAiSJt,"upper floor",2,4,NULL,2023,A,NULL,NULL,NULL,NULL,rent,"2-room apartment",43,"new construction","okres Čadca","Krásno nad Kysucou",Kalinov
Juaqewf1vyV,"upper floor",NULL,NULL,NULL,2025,NULL,NULL,NULL,NULL,NULL,sale,"3-room apartment",73,"new construction","okres Martin",Martin,Košúty
JufCUUh8n1P,"upper floor",3,NULL,yes,NULL,NULL,NULL,NULL,NULL,NULL,sale,"3-room apartment",60,"partially renovated","okres Ružomberok",Ružomberok,Baničné
JuEOy8Ch_fK,"upper floor",4,8,yes,2025,A,yes,yes,yes,yes,sale,"4-room apartment",128,"new construction","okres Žilina",Žilina,Vlčince
JuAjD-DNY5d,"upper floor",4,7,NULL,2025,"not available",NULL,NULL,NULL,NULL,sale,"studio apartment",21,"fully renovated","okres Žilina",Žilina,Vlčince
JuXBeof4cBw,"ground floor",1,5,yes,2024,A,yes,NULL,yes,NULL,sale,"3-room apartment",123,"development project","okres Ružomberok",Ružomberok,Baničné
JuCHpapFKG8,"ground floor",1,2,NULL,2023,A,NULL,NULL,NULL,NULL,rent,"2-room apartment",48,"new construction","okres Martin",Martin,Záturčie
JufBWbzCmcn,"top floor",4,4,NULL,1978,"not available",NULL,NULL,NULL,NULL,sale,"4-room apartment",100,"partially renovated","okres Martin",Martin,Stred
JuN-wthtGNF,"upper floor",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"3-room apartment",143,"under construction","okres Žilina",Žilina,Hájik
Ju54zsovXgd,"upper floor",3,4,NULL,1960,"not available",yes,NULL,NULL,yes,rent,"3-room apartment",63,"partially renovated","okres Žilina",Žilina,Hliny
JuZqmgmus3f,"upper floor",3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"3-room apartment",70,"partially renovated","okres Martin",Turany,Turany
JuUygteSgA9,"ground floor",1,3,NULL,1970,"not available",NULL,NULL,NULL,NULL,rent,"2-room apartment",50,"partially renovated","okres Žilina",Žilina,"Staré mesto"
JuEhBGLGdyB,"upper floor",8,12,NULL,1900,"not available",NULL,NULL,NULL,NULL,sale,"3-room apartment",65,"partially renovated","okres Martin",Martin,Košúty
Juhy56IDgaZ,"upper floor",3,3,NULL,1960,B,NULL,NULL,NULL,NULL,sale,"2-room apartment",55,"fully renovated","okres Martin",Martin,Podháj
Ju8yXfa5xfL,NULL,NULL,NULL,NULL,1980,"not available",NULL,NULL,NULL,NULL,sale,"3-room apartment",61,"partially renovated","okres Ružomberok",Ružomberok,Baničné
Jul5uPR1of1,NULL,NULL,NULL,NULL,NULL,A,NULL,NULL,NULL,NULL,sale,"2-room apartment",42,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
JuySZhvO7pX,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"3-room apartment",81,"new construction","okres Ružomberok",Ružomberok,"Staré mesto"
Ju4YZRhAzaf,"upper floor",2,3,NULL,1960,"not available",NULL,NULL,NULL,NULL,sale,"studio apartment",32,"fully renovated","okres Žilina",Žilina,Bôrik
JuvxnqGhrvB,"ground floor",1,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rent,"3-room apartment",75,"partially renovated","okres Čadca",Čadca,NULL
JudF4Y5NRYO,"ground floor",1,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rent,"2-room apartment",39,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš","Liptovská Mara - Tatralandia"
JuAyS5TfUDQ,NULL,NULL,NULL,NULL,NULL,"not available",NULL,NULL,NULL,NULL,sale,"3-room apartment",79,unrenovated,"okres Žilina",Rajec,Rajec
JuWSXBSHA4W,"ground floor",1,8,yes,1980,"not available",NULL,NULL,yes,NULL,rent,"studio apartment",27,"fully renovated","okres Čadca",Čadca,Žarec
JuSwv58uXFj,"top floor",NULL,NULL,NULL,NULL,B,yes,NULL,NULL,NULL,rent,"studio apartment",23,"fully renovated","okres Dolný Kubín","Dolný Kubín",Brezovec
JuSEGf_jb32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rent,"2-room apartment",58,"new construction","okres Námestovo","Oravské Veselé","Oravské Veselé"
JuiTYBIhgYl,"upper floor",4,6,NULL,2005,"not available",yes,NULL,NULL,yes,sale,"3-room apartment",62,"fully renovated","okres Žilina",Žilina,Hájik
JuHOcENm8Ia,"ground floor",NULL,NULL,NULL,1960,A,NULL,NULL,NULL,NULL,sale,"2-room apartment",50,"partially renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Vrbica - Nábrežie"
Juf0d9bgzD3,NULL,NULL,NULL,NULL,2023,"not available",NULL,NULL,NULL,NULL,sale,"4-room apartment",103,"fully renovated","okres Žilina",Rosina,Rosina
JucQo5vONzU,NULL,NULL,NULL,NULL,NULL,"not available",NULL,NULL,NULL,NULL,sale,"3-room apartment",70,"partially renovated","okres Žilina",Žilina,Solinky
JugZvx-B3PM,NULL,NULL,NULL,NULL,1980,"not available",NULL,NULL,NULL,NULL,sale,"1-room apartment",34,"partially renovated","okres Dolný Kubín","Dolný Kubín",Banisko
Ju6YQzBpIXw,"upper floor",5,6,yes,2025,A,NULL,yes,NULL,yes,sale,"4-room apartment",79,"under construction","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence
JuFfQA7zSPP,"ground floor",1,2,NULL,NULL,"not available",NULL,NULL,NULL,NULL,sale,"3-room apartment",56,"partially renovated","okres Čadca","Nová Bystrica","Nová Bystrica"
JuTapZ_iKYW,"raised ground floor",1,4,NULL,1935,"not available",NULL,NULL,NULL,NULL,sale,"3-room apartment",95,"fully renovated","okres Žilina",Žilina,"Staré mesto"
JudSBCw12x9,NULL,NULL,NULL,NULL,1980,"not available",NULL,NULL,NULL,NULL,sale,"2-room apartment",58,"partially renovated","okres Žilina",Žilina,Vlčince
JujwaDNeJ1i,"upper floor",2,5,NULL,1985,"not available",NULL,NULL,NULL,NULL,rent,"2-room apartment",60,"partially renovated","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Sídlisko
Jugv6VHMojr,"upper floor",3,4,NULL,1985,"not available",NULL,NULL,NULL,NULL,sale,"3-room apartment",76,"partially renovated","okres Čadca",Čierne,Čierne
Jud2teyAuDu,"upper floor",6,11,yes,NULL,NULL,NULL,NULL,NULL,NULL,sale,"1-room apartment",41,"new construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
Jusrma_M5xf,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rent,"3-room apartment",72,"fully renovated","okres Žilina",Žilina,Solinky
Ju2WQT7unmV,"ground floor",1,2,NULL,1900,"not available",NULL,NULL,NULL,NULL,sale,"4-room apartment",85,"fully renovated","okres Martin","Košťany nad Turcom","Košťany nad Turcom"
JuJvNTKAcv8,"ground floor",NULL,NULL,NULL,2021,A,NULL,NULL,yes,NULL,sale,"1-room apartment",35,"new construction","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence
Ju8f-wmtjXf,"upper floor",2,NULL,NULL,NULL,NULL,NULL,yes,NULL,yes,sale,"3-room apartment",52,"fully renovated","okres Dolný Kubín","Dolný Kubín","Veľký Bysterec"
JuqcGRiE3sH,"raised ground floor",1,2,NULL,2025,"not available",NULL,NULL,NULL,NULL,sale,"2-room apartment",69,"fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
Jue9scT0OOX,"upper floor",5,7,yes,NULL,A,yes,NULL,NULL,yes,sale,"2-room apartment",70,"under construction","okres Martin",Martin,Jahodníky
JuauSxK_Grt,NULL,NULL,NULL,NULL,1980,"not available",NULL,NULL,NULL,NULL,sale,"3-room apartment",65,unrenovated,"okres Dolný Kubín","Dolný Kubín","Veľký Bysterec"
JuETFY0yocs,"upper floor",NULL,NULL,NULL,NULL,"not available",NULL,NULL,NULL,NULL,rent,"3-room apartment",52,"fully renovated","okres Žilina",Žilina,Hliny
JucHYWmAD9T,"raised ground floor",NULL,NULL,NULL,1980,"not available",NULL,NULL,NULL,NULL,sale,"2-room apartment",53,"partially renovated","okres Tvrdošín",Nižná,Nižná
Juh6SSze_tY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"3-room apartment",71,"fully renovated","okres Čadca",Staškov,Staškov
Ju5yq04Fo6g,"top floor",3,3,yes,NULL,G,NULL,NULL,NULL,NULL,sale,"holiday apartment",37,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová
JuUEgGZy7bV,"upper floor",2,4,yes,2023,B,NULL,NULL,NULL,NULL,sale,"holiday apartment",54,"development project","okres Žilina",Terchová,Terchová
Juo8y036wNc,"upper floor",5,6,NULL,2025,"not available",NULL,NULL,NULL,yes,rent,"2-room apartment",57,"fully renovated","okres Bytča",Bytča,"Veľká Bytča"
JuPeIRhvo6g,"ground floor",1,5,NULL,2022,B,NULL,NULL,NULL,NULL,rent,"2-room apartment",52,"new construction","okres Martin",Martin,Stred
Juq3ES8kVdO,"upper floor",NULL,NULL,NULL,1950,NULL,NULL,NULL,NULL,NULL,rent,"2-room apartment",74,"fully renovated","okres Martin",Martin,Stred
Ju6GKonKAZ1,"top floor",3,3,NULL,NULL,A,NULL,NULL,NULL,NULL,sale,"holiday apartment",42,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová
JupL8ZjnO78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rent,"1-room apartment",39,"fully renovated","okres Žilina",Žilina,Vlčince
JuzI-cY3VGB,"upper floor",2,4,NULL,1935,"not available",NULL,NULL,NULL,NULL,rent,"2-room apartment",60,"partially renovated","okres Žilina",Žilina,"Staré mesto"
Jurvisl8PBq,"raised ground floor",1,3,yes,2023,A,NULL,yes,NULL,yes,rent,"2-room apartment",75,"new construction","okres Martin",Martin,Stred
JuaFgvo5Zms,"upper floor",NULL,NULL,NULL,1958,NULL,NULL,NULL,NULL,NULL,sale,"3-room apartment",91,unrenovated,"okres Martin",Martin,Stred
JuZWfK8jXMU,"upper floor",2,5,NULL,1977,"not available",NULL,NULL,yes,NULL,sale,"2-room apartment",72,"fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Vrbica - Nábrežie"
Ju-TqbMGsYQ,NULL,NULL,NULL,NULL,1980,"not available",NULL,NULL,NULL,NULL,sale,"1-room apartment",30,"partially renovated","okres Martin",Vrútky,NULL
JuV4el-7B8H,"upper floor",8,10,yes,2025,"not available",yes,NULL,NULL,yes,sale,"3-room apartment",90,"new construction","okres Žilina",Žilina,"Staré mesto"
JuC3qFxZRHA,"top floor",3,3,NULL,1969,B,NULL,NULL,NULL,NULL,rent,"2-room apartment",63,"fully renovated","okres Martin",Martin,Stred
JuMvMAnJyAh,"raised ground floor",1,3,NULL,2024,A,NULL,NULL,yes,NULL,sale,"2-room apartment",49,"new construction","okres Martin",Martin,Stred
JuOtmAhAnN-,"upper floor",2,4,NULL,1960,"not available",yes,yes,yes,yes,rent,"3-room apartment",80,"fully renovated","okres Žilina",Žilina,"Staré mesto"
Ju2vUj8wFP4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"2-room apartment",45,"new construction","okres Liptovský Mikuláš","Malé Borové","Malé Borové"
Ju3mlVUzkyZ,"ground floor",3,4,NULL,2025,A,NULL,NULL,NULL,NULL,sale,"2-room apartment",62,"new construction","okres Martin",Sučany,Sučany
JuogofXpdYk,"ground floor",1,4,NULL,2022,A,NULL,NULL,NULL,NULL,sale,"holiday apartment",26,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová
Ju6MtpU11Ir,"upper floor",NULL,NULL,NULL,1970,NULL,NULL,NULL,NULL,NULL,sale,"3-room apartment",66,"fully renovated","okres Martin",Príbovce,Príbovce
Ju7oSLy3Fih,"ground floor",NULL,NULL,NULL,2022,A,NULL,NULL,NULL,NULL,sale,"holiday apartment",63,"new construction","okres Ružomberok",Ružomberok,Hrabovo
JuuGHfugsJe,"ground floor",1,3,NULL,2024,A,NULL,NULL,NULL,NULL,rent,"2-room apartment",41,"new construction","okres Žilina",Terchová,Terchová
JuK1Ou62x1-,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rent,"2-room apartment",NULL,"fully renovated","okres Martin",Martin,Stred
JubVv2aiyY0,"ground floor",1,3,NULL,2023,"in preparation",NULL,NULL,NULL,NULL,sale,"4-room apartment",67,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová
JuhBe2gFJxv,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"4-room apartment",NULL,"new construction","okres Žilina",Žilina,Hliny
Juw-fZcag7r,"top floor",5,5,yes,2025,A,yes,NULL,NULL,yes,sale,"3-room apartment",138,"new construction","okres Žilina",Žilina,Hájik
JuTBd7ApfBa,"ground floor",1,3,NULL,2005,A,NULL,NULL,NULL,NULL,sale,"1-room apartment",38,"new construction","okres Martin",Martin,Priekopa
JuUG1bLiAAp,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"2-room apartment",45,"new construction","okres Bytča","Veľké Rovné","Veľké Rovné"
JudWP4utpDg,"upper floor",4,5,yes,1960,A,NULL,NULL,yes,NULL,sale,"1-room apartment",30,"partially renovated","okres Čadca",Čadca,Centrum
JuajpkZsNxA,"upper floor",3,6,NULL,1979,"not available",yes,NULL,NULL,yes,sale,"4-room apartment",80,"partially renovated","okres Ružomberok",Ružomberok,"Staré mesto"
Jum1UMzjJKg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"2-room apartment",43,"fully renovated","okres Čadca",Staškov,Staškov
Ju4BxKT1MU9,"ground floor",1,NULL,NULL,NULL,"not available",NULL,NULL,NULL,NULL,sale,"holiday apartment",31,"new construction","okres Žilina","Rajecké Teplice","Rajecké Teplice"
JuQ9TAROpsL,"top floor",12,12,NULL,1986,"not available",NULL,NULL,NULL,NULL,sale,"3-room apartment",74,"fully renovated","okres Čadca",Čadca,Centrum
JuTSuAfPUaV,"upper floor",4,6,yes,2025,A,NULL,NULL,NULL,NULL,sale,"holiday apartment",73,"under construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
Juqt_RyaYSM,"upper floor",3,6,yes,2025,A,NULL,yes,NULL,yes,sale,"4-room apartment",79,"under construction","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence
JuxOi4dlZ8Z,NULL,NULL,NULL,NULL,2025,"not available",NULL,yes,yes,NULL,rent,"2-room apartment",58,"partially renovated","okres Martin",Martin,Košúty
JuPxUBuwHJ4,"upper floor",6,7,NULL,2020,"not available",NULL,NULL,NULL,NULL,sale,"4-room apartment",272,"new construction","okres Žilina",Žilina,Hliny
JuWJdu9GaUY,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"2-room apartment",47,"new construction","okres Žilina",Kunerad,Kunerad
JuxSKEPCvI9,"ground floor",1,2,NULL,2010,A,NULL,NULL,NULL,NULL,rent,"1-room apartment",40,"new construction","okres Čadca",Oščadnica,Oščadnica
Juk34S4WJno,NULL,NULL,NULL,NULL,NULL,"not available",NULL,NULL,NULL,NULL,sale,"3-room apartment",115,unrenovated,"okres Žilina",Žilina,Hliny
JuBHdW0whmB,"top floor",NULL,NULL,NULL,1980,NULL,NULL,NULL,NULL,NULL,sale,"3-room apartment",66,"partially renovated","okres Martin",Martin,Ľadoveň
Ju0roQQA2MK,"ground floor",1,2,NULL,2021,A,NULL,yes,NULL,yes,sale,"holiday apartment",37,"new construction","okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina"
JugFcThrxWKY,"upper floor",4,NULL,NULL,2022,A,NULL,yes,NULL,yes,sale,"3-room apartment",60,"new construction","okres Liptovský Mikuláš",Ľubeľa,Ľubeľa
JumIry3ptkT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rent,"2-room apartment",63,"new construction","okres Námestovo",Mútne,Mútne
JuJkIhlhMxu,"upper floor",3,6,NULL,1980,"not available",NULL,NULL,NULL,NULL,rent,"3-room apartment",71,"partially renovated","okres Čadca",Čadca,Kyčerka
JuJvkR7cHC5,"ground floor",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"3-room apartment",90,"partially renovated","okres Martin",Lipovec,Lipovec
JuPAGeZeFHi,"upper floor",2,NULL,yes,NULL,NULL,NULL,NULL,NULL,yes,sale,"2-room apartment",50,unrenovated,"okres Dolný Kubín","Dolný Kubín",Brezovec
JuFc31jRHf3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"2-room apartment",65,"fully renovated","okres Žilina",Žilina,Vlčince
Jux8wTB74lK,"upper floor",2,3,NULL,1960,B,NULL,NULL,NULL,NULL,sale,"3-room apartment",68,unrenovated,"okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
JuHzNQ7Qr-d,"top floor",4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"3-room apartment",76,unrenovated,"okres Martin",Martin,Jahodníky
JuWNJll5MyrA,"ground floor",1,8,NULL,2023,A,yes,yes,yes,yes,sale,"3-room apartment",88,"new construction","okres Žilina",Žilina,Vlčince
JunnDIKOU8H,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rent,"2-room apartment",64,"new construction","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Sídlisko
JuvSfTkJipf,"upper floor",2,5,yes,2024,A,NULL,NULL,NULL,yes,sale,"2-room apartment",58,"development project","okres Ružomberok",Ružomberok,Baničné
Ju1CJs1XMWM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rent,"2-room apartment",49,"new construction","okres Martin",Martin,Stred
Ju52OxQfZ-e,"upper floor",2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,rent,"3-room apartment",73,"fully renovated","okres Dolný Kubín","Dolný Kubín",Brezovec
JulIgw-I980,NULL,NULL,NULL,NULL,NULL,"not available",NULL,NULL,NULL,NULL,sale,"studio apartment",27,"new construction","okres Liptovský Mikuláš","Pavčina Lehota","Pavčina Lehota"
JutKisdKgjR,"ground floor",1,1,NULL,NULL,C,NULL,NULL,NULL,NULL,sale,"2-room apartment",57,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
JulDE6qv7sX,"top floor",4,4,NULL,2002,"not available",NULL,NULL,NULL,NULL,sale,"4-room apartment",180,unrenovated,"okres Žilina",Žilina,"Staré mesto"
Ju_WUvCjVPC,"top floor",4,4,yes,2025,"not available",NULL,NULL,NULL,NULL,sale,"holiday apartment",41,"fully renovated","okres Ružomberok",Bešeňová,Bešeňová
JuI7RPoOfX3,"upper floor",2,6,yes,1980,"not available",NULL,NULL,NULL,NULL,sale,"3-room apartment",70,"partially renovated","okres Čadca",Turzovka,Stred
Jug8bqAUxzc,"ground floor",NULL,NULL,NULL,1975,G,NULL,NULL,NULL,NULL,sale,"2-room apartment",50,"partially renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Vrbica - Nábrežie"
JuNYFhhNxB9,"ground floor",1,4,yes,2025,A,NULL,NULL,yes,NULL,sale,"holiday apartment",44,"new construction","okres Martin",Martin,Stred
JuTJKH0pdjPh,NULL,NULL,NULL,NULL,1980,"not available",NULL,NULL,NULL,NULL,sale,"4-room apartment",91,"fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš",NULL
JuyttBliR9C,"upper floor",NULL,NULL,NULL,1980,NULL,NULL,NULL,NULL,NULL,sale,"3-room apartment",70,"fully renovated","okres Žilina","Rajecké Teplice","Rajecké Teplice"
JuMi-Tt27An,"upper floor",4,5,NULL,2025,A,NULL,yes,yes,NULL,sale,"2-room apartment",48,"new construction","okres Liptovský Mikuláš","Liptovský Mikuláš",Palúdzka
JuWmtnyPS8K,"upper floor",NULL,NULL,NULL,2008,NULL,NULL,NULL,NULL,NULL,sale,"3-room apartment",110,"fully renovated","okres Martin",Lipovec,Lipovec
Juv5BxkBnXj,"upper floor",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,sale,"4-room apartment",172,"under construction","okres Žilina",Žilina,Hájik
Juhppb1YIBH,"upper floor",2,4,NULL,2003,"not available",NULL,NULL,NULL,NULL,sale,"2-room apartment",54,"fully renovated","okres Ružomberok",Ružomberok,Hrabovo
Juug2Jz1Pse,"upper floor",2,4,NULL,1980,B,NULL,NULL,NULL,NULL,rent,"1-room apartment",28,"fully renovated","okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
JuUcmtKJgcX,"upper floor",4,5,NULL,1960,G,NULL,NULL,NULL,NULL,sale,"2-room apartment",45,"fully renovated","okres Žilina",Žilina,"Staré mesto"
