offer_id,property_type,area,price_m2,condition,position,floor,elevator,built_in,energy_certificate,north,south,east,west,location_district,location_city,location_area,agency,office_city
JuuqMAsXTsE,"2-room apartment",46,2627.96,"under construction","top floor",3,NULL,2025,A,NULL,NULL,NULL,NULL,"okres Martin",Sučany,Sučany,"Constario REALTY s.r.o.",Žilina
JuqDuiRmYdZ,"1-room apartment",37,NULL,unrenovated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Vlčince,NULL,NULL
Ju-fM3SCXjma,"3-room apartment",91,4030.92,"new construction","upper floor",2,NULL,2025,A,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto",G-REAL,"Liptovský Mikuláš"
JuRhJZ24FBr,"3-room apartment",78,1641.03,"partially renovated",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Ružomberok",Ľubochňa,Ľubochňa,NULL,NULL
JuH66opZMTi,"3-room apartment",65,2076.92,"partially renovated",NULL,NULL,NULL,1980,"not available",NULL,NULL,NULL,NULL,"okres Martin",Martin,Sever,"TUreality s.r.o.",Žilina
Jujvvp196-y,"2-room apartment",52,2980.77,"partially renovated",NULL,NULL,NULL,1980,"not available",NULL,NULL,NULL,NULL,"okres Žilina",Žilina,"Staré mesto","TUreality s.r.o.",Žilina
JurBk73cOr3,"holiday apartment",150,6000.00,"new construction","upper floor",6,yes,2023,A,NULL,yes,NULL,yes,"okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina","RESIDENCE realitná kancelária","Liptovský Mikuláš"
Ju42s8vNbRj,"2-room apartment",62,1901.61,"partially renovated","top floor",7,yes,NULL,"not available",NULL,NULL,yes,NULL,"okres Martin",Vrútky,NULL,"Real Reality Development s.r.o.",Martin
Ju1uEl1Mf6f,"holiday apartment",37,3648.65,unrenovated,"upper floor",5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Ružomberok",Ružomberok,Hrabovo,"Romantické Chalupy, s.r.o.",Bratislava
JuoeNbuLPVP,"holiday apartment",94,3027.16,"new construction",attic,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto","RK SPIRIT s.r.o.","Liptovský Mikuláš"
Ju7EPTNZ0Hy,"3-room apartment",70,1907.14,"partially renovated","ground floor",1,NULL,1985,"not available",NULL,NULL,yes,yes,"okres Martin",Turany,Turany,"Like Reality s.r.o.","Považská Bystrica"
JuR8QLXp0Yx,"3-room apartment",72,2013.89,"partially renovated",NULL,NULL,NULL,NULL,"not available",NULL,NULL,NULL,NULL,"okres Ružomberok",Ružomberok,Roveň,"Direct Real, spol. s r.o.",Bratislava
Ju_cu57wiSa,"1-room apartment",35,NULL,unrenovated,NULL,NULL,NULL,1980,"not available",NULL,NULL,NULL,NULL,"okres Martin",Martin,Priekopa,"TUreality s.r.o.",Žilina
JuQKd8tqljP,"3-room apartment",80,1500.00,unrenovated,"upper floor",4,yes,1985,NULL,NULL,NULL,NULL,yes,"okres Martin",Martin,Záturčie,"LIF REAL",Martin
JuVihEbzRbP,"holiday apartment",66,3787.88,"new construction",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Ružomberok",Ružomberok,Hrabovo,NULL,NULL
JuKUZKmUiwu,"4-room apartment",86,2542.52,"under construction","top floor",3,NULL,2025,A,NULL,NULL,NULL,NULL,"okres Martin",Sučany,Sučany,"Constario REALTY s.r.o.",Žilina
JunzJsFHg6A,"4-room apartment",147,1517.01,unrenovated,"top floor",3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Čadca",Čadca,Centrum,"BeMi realitná kancelária",Nitra
JuyxsUVgHii,"4-room apartment",89,2191.01,"fully renovated","upper floor",2,NULL,1980,"not available",NULL,NULL,NULL,NULL,"okres Dolný Kubín","Dolný Kubín",Brezovec,"RK Dalmia s. r. o.","Dolný Kubín"
JuLIL3RkWDn,"3-room apartment",90,1922.22,"fully renovated","upper floor",3,NULL,1975,C,NULL,NULL,NULL,NULL,"okres Martin",Martin,Priekopa,"ALT REAL, s.r.o.",Martin
JuUPsPRqomX,"1-room apartment",39,2435.90,unrenovated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Námestovo",Námestovo,Brehy,"BeMi realitná kancelária",Nitra
Ju3ft9crnfA,"3-room apartment",78,2333.33,"fully renovated",NULL,NULL,NULL,1980,"not available",NULL,NULL,NULL,NULL,"okres Dolný Kubín","Dolný Kubín","Veľký Bysterec","TUreality s.r.o.",Žilina
JuUveEvLKHX,"studio apartment",20,3750.00,"partially renovated","upper floor",4,yes,NULL,NULL,NULL,NULL,NULL,NULL,"okres Martin",Vrútky,NULL,"FINREA - ak vám záleží na výsledku","Dolný Kubín"
Ju9HXOkK5Vc,"2-room apartment",67,1859.50,"new construction","ground floor",1,yes,2022,"not available",NULL,NULL,NULL,NULL,"okres Čadca","Krásno nad Kysucou",Kalinov,"MGM reality",Žilina
JuWN3KhPvB7,"2-room apartment",60,2081.67,"partially renovated","upper floor",3,NULL,1985,"not available",NULL,NULL,NULL,NULL,"okres Čadca",Čadca,Centrum,"Safe reality s. r. o.",Žilina
JunoLrzCTv8,"3-room apartment",85,1882.35,"fully renovated",NULL,NULL,NULL,NULL,"not available",NULL,NULL,NULL,NULL,"okres Čadca",Raková,Raková,"MGM reality",Žilina
JuxK_a_NiWB,"2-room apartment",69,2173.91,"fully renovated","upper floor",6,NULL,1970,B,yes,NULL,NULL,NULL,"okres Ružomberok",Ružomberok,Roveň,"NajBývanie, s.r.o.",Ružomberok
JuvOboUvobu,"3-room apartment",56,3781.25,"new construction",NULL,NULL,NULL,NULL,A,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Malé Borové","Malé Borové",NULL,NULL
Ju5YBv9ykGI,"4-room apartment",87,2693.72,"under construction","ground floor",2,yes,2025,A,NULL,yes,NULL,yes,"okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence,"Istrofinal, s. r. o.",Žilina
JuUwCeqXqPl,"3-room apartment",74,2669.46,"new construction","upper floor",3,yes,2025,A,NULL,NULL,NULL,NULL,"okres Martin",Martin,Jahodníky,"Buby reality, s.r.o.",Žilina
JuHMn6qkBSk,"holiday apartment",93,3494.62,"new construction","ground floor",1,NULL,NULL,A,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina","RESIDENCE realitná kancelária","Liptovský Mikuláš"
JuZFqxjae7G,"holiday apartment",37,4189.19,"new construction",basement,0,NULL,2021,A,yes,NULL,yes,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová,"ML realitný& finančny servis s.r.o. , BrokerSoft s.r.o. , Monika Launerová - SZČO","Banská Bystrica"
JueQ0ot5J2r,"3-room apartment",71,2070.42,"partially renovated","upper floor",2,NULL,1975,B,NULL,NULL,NULL,NULL,"okres Čadca",Čadca,Žarec,"RIEŠIME BÝVANIE",Bratislava
Ju-sWIMoFGT,"1-room apartment",NULL,NULL,unrenovated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Námestovo",Námestovo,Stred,"BeMi realitná kancelária",Nitra
Ju7yQFu2G0Z,"3-room apartment",67,2194.03,"fully renovated","upper floor",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Martin",Vrútky,"Horné Vrútky","Realitná kancelária",Bratislava
JudVZxPODEn,"3-room apartment",70,2685.71,"fully renovated","upper floor",2,NULL,1995,NULL,NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Solinky,"Realitná kancelária RED, s.r.o.",Žilina
JuNPxF24aaA,"4-room apartment",90,2388.89,"fully renovated","upper floor",4,NULL,1995,C,NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Vlčince,"Realitná kancelária RED, s.r.o.",Žilina
Juy6Dr8MOeS,"4-room apartment",106,NULL,"fully renovated",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Vlčince,NULL,NULL
Ju4RLACJEuN,"4-room apartment",156,3008.34,"fully renovated",NULL,NULL,NULL,NULL,"not available",NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Bôrik,"MGM reality",Žilina
JuIQ6bOnZsGz,"3-room apartment",121,3049.59,"fully renovated","top floor",2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Žilina",Žilina,"Staré mesto","Realitná kancelária RED, s.r.o.",Žilina
JuIZo2BnWQa,"holiday apartment",40,6313.13,"new construction","upper floor",2,yes,NULL,A,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina","RESIDENCE realitná kancelária","Liptovský Mikuláš"
JusjmbO9Bnp,"2-room apartment",52,3568.70,"new construction","ground floor",1,NULL,2018,"not available",NULL,NULL,NULL,NULL,"okres Žilina",Gbeľany,Gbeľany,"AnReal s. r. o.",Mojš
Ju3_oCKPJ8H,"3-room apartment",67,1932.84,"partially renovated","upper floor",4,yes,1988,"in preparation",NULL,NULL,yes,yes,"okres Liptovský Mikuláš","Liptovský Peter","Liptovský Peter","OVERENÉ REALITY","Banská Bystrica"
JuhcvPxM513,"4-room apartment",78,2422.95,"fully renovated",NULL,NULL,NULL,1980,"not available",NULL,NULL,NULL,NULL,"okres Námestovo",Námestovo,NULL,"TUreality s.r.o.",Žilina
JunH7oZsc9z,"1-room apartment",47,3233.98,"new construction","upper floor",3,NULL,2024,A,NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Vlčince,"HMS Services, a. s.",Žilina
JuUknu_3A4k,"2-room apartment",54,2638.89,"partially renovated",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Žilina",Žilina,"Staré mesto",NULL,NULL
Ju7faBpvibU,"3-room apartment",61,2312.40,"fully renovated","upper floor",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Martin",Martin,Záturčie,"Realitná kancelária",Bratislava
JuUS8gVE7MB,"2-room apartment",67,1945.15,"partially renovated","raised ground floor",1,NULL,1988,"not available",NULL,NULL,NULL,NULL,"okres Čadca",Čadca,Žarec,"JPE. Reality - Jozef Pajer",Čadca
JuS8GjjsXwr,"holiday apartment",23,3286.32,"fully renovated","raised ground floor",2,NULL,2020,"not available",NULL,NULL,NULL,NULL,"okres Martin",Valča,Valča,"RIGHT POWER DEVELOPMENT, s.r.o.",Žilina
JuLlR3SdY11,"2-room apartment",49,974.66,unrenovated,"raised ground floor",1,NULL,2001,"not available",NULL,NULL,NULL,NULL,"okres Ružomberok","Liptovská Lúžna","Liptovská Lúžna","Obec Liptovská Lúžna","Liptovská Lúžna"
Ju3xvc6aD2Y,"holiday apartment",32,3390.37,"new construction","ground floor",1,yes,NULL,A,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Ján","Liptovský Ján","RESIDENCE realitná kancelária","Liptovský Mikuláš"
Jul8pXByFOl,"3-room apartment",92,3472.83,"new construction",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Vlčince,NULL,NULL
JuEK28Decyb,"2-room apartment",44,3793.18,"new construction","ground floor",1,yes,2025,"in preparation",NULL,yes,NULL,yes,"okres Žilina",Žilina,"Staré mesto","WFG reality, s.r.o.",Žilina
JujBEFh3fPq,"3-room apartment",70,1684.29,unrenovated,"upper floor",2,NULL,1985,"not available",NULL,NULL,yes,yes,"okres Martin",Martin,Priekopa,"Like Reality s.r.o.","Považská Bystrica"
Jultmw18Gne,"holiday apartment",97,3498.45,"new construction",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Demänovská Dolina","Demänovská Dolina","Occam New Home",Bratislava
JuDmcjiRx8S,"4-room apartment",84,2297.62,"partially renovated","top floor",7,yes,1983,"not available",yes,NULL,NULL,NULL,"okres Žilina",Žilina,Solinky,"ACTIVE - Reality, s. r. o.",Žilina
Junnm3hR6W5,"2-room apartment",71,1859.15,"partially renovated","upper floor",2,yes,2025,"not available",NULL,NULL,NULL,NULL,"okres Martin",Martin,Priekopa,"Reality Alpia",Martin
Jui1Zkf_kg-,"1-room apartment",35,2796.61,"fully renovated","ground floor",NULL,NULL,1980,"not available",NULL,yes,NULL,yes,"okres Čadca",Čadca,Centrum,"1. Reality Rent, s.r.o.",Žilina
Jun79Tn_Ep0,"3-room apartment",67,3507.46,"fully renovated","upper floor",7,yes,1982,"not available",NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Vlčince,"KRALIKOVA reality","Považská Bystrica"
JuR1WqY3g_N,"2-room apartment",55,2908.91,"fully renovated","upper floor",4,yes,1968,B,NULL,yes,yes,NULL,"okres Žilina",Žilina,Hliny,"Georgi Conev",Žilina
JuITWn48g9Q,"1-room apartment",28,4214.41,"new construction",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Martin","Turčianska Štiavnička","Turčianska Štiavnička","LuxReality, s.r.o.","Nové Mesto nad Váhom"
JuiQqoYVioM,"2-room apartment",50,2168.29,"under construction","upper floor",2,NULL,2024,A,NULL,NULL,NULL,yes,"okres Liptovský Mikuláš",Ľubeľa,Ľubeľa,G-REAL,"Liptovský Mikuláš"
JuE40RXyw1_,"2-room apartment",50,3599.80,"new construction","top floor",4,NULL,2018,A,NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Hájik,"Realitná kancelária RED, s.r.o.",Žilina
JuvTw1ebtHj,"2-room apartment",54,3120.96,"under construction","upper floor",2,yes,2025,A,NULL,yes,NULL,yes,"okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence,"Istrofinal, s. r. o.",Žilina
JuwdgQhbLJx,"3-room apartment",73,1917.81,"partially renovated","top floor",8,NULL,1975,NULL,yes,NULL,NULL,yes,"okres Martin",Martin,Košúty,"Realitná kancelária",Bratislava
JuYwrDdapt0,"3-room apartment",68,1955.88,unrenovated,"upper floor",3,NULL,1982,C,NULL,NULL,NULL,NULL,"okres Čadca",Čadca,"U Hluška","Trioreality, s.r.o.",Čadca
JuQhVUDoHMr,"2-room apartment",58,2189.66,"fully renovated","upper floor",2,NULL,1980,"not available",NULL,NULL,NULL,NULL,"okres Martin",Martin,Sever,"Felicita Real s. r. o.",Martin
JuzIKTQ0UvK,"4-room apartment",84,2022.62,"partially renovated","upper floor",7,yes,1975,B,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Hrádok",Belánska,"HALO reality, s.r.o.",Prievidza
JuTnsSFnlFI,"3-room apartment",58,NULL,"fully renovated","raised ground floor",NULL,NULL,1980,NULL,NULL,NULL,NULL,NULL,"okres Martin",Martin,Sever,"B10 Slovensko, a. s.",Žilina
JuOMOLcEq4z,"3-room apartment",68,NULL,"partially renovated","top floor",7,NULL,1990,"not available",NULL,NULL,NULL,NULL,"okres Čadca",Čadca,Kyčerka,"SLNOVRAT, s.r.o.",Olešná
Ju8GQ26KaaT,"2-room apartment",50,NULL,"under construction","upper floor",2,yes,2025,"in preparation",NULL,NULL,NULL,NULL,"okres Ružomberok",Ružomberok,Roveň,"RK SPIRIT s.r.o.","Liptovský Mikuláš"
JuCMZI1bT6r,"3-room apartment",65,2046.00,unrenovated,NULL,NULL,NULL,NULL,A,NULL,NULL,NULL,NULL,"okres Martin",Martin,NULL,"RS Mansory s.r.o.",Bratislava
JuXGzvpMBBm,"2-room apartment",60,2000.00,"partially renovated","upper floor",4,yes,1900,"not available",NULL,yes,NULL,yes,"okres Liptovský Mikuláš","Liptovský Mikuláš","Vrbica - Nábrežie","HALO reality, s.r.o.",Prievidza
Ju52lG6Waej,"studio apartment",25,4720.00,"new construction","upper floor",3,yes,2009,"not available",NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Vlčince,"RIEŠIME BÝVANIE",Bratislava
JuTQd4u0n33,"2-room apartment",51,5078.43,"fully renovated","top floor",2,NULL,2015,"not available",NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová,"RK SPIRIT s.r.o.","Liptovský Mikuláš"
Juuarx0CWmR,"2-room apartment",47,4961.83,"new construction","upper floor",2,yes,2024,NULL,NULL,NULL,NULL,NULL,"okres Turčianske Teplice","Turčianske Teplice",Stred,"Estate Invest",Bratislava
Juh7IlKkDn_,"4-room apartment",105,1495.24,"partially renovated",NULL,NULL,NULL,NULL,"not available",NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Hrádok",Belánska,"Direct Real, spol. s r.o.",Bratislava
JujdOeJ69tb,"3-room apartment",76,1828.95,unrenovated,"top floor",4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Martin",Martin,Jahodníky,"Realitná kancelária",Bratislava
JuuKYbAy2In,"3-room apartment",74,1535.14,"partially renovated","ground floor",1,yes,1980,NULL,NULL,NULL,NULL,NULL,"okres Martin",Martin,Ľadoveň,"B10 Slovensko, a. s.",Žilina
JuuQTLwI4_c,"1-room apartment",37,4105.41,"new construction","upper floor",3,yes,2025,"in preparation",yes,NULL,yes,NULL,"okres Žilina",Žilina,"Staré mesto","WFG reality, s.r.o.",Žilina
JuKXwWNmxYg,"2-room apartment",62,2741.77,"fully renovated","upper floor",4,NULL,2005,"not available",NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Hájik,"DRR INVEST, s. r. o.","Horný Hričov"
JutKizwTOP3,"3-room apartment",86,2724.95,"fully renovated","ground floor",1,NULL,1932,"not available",NULL,NULL,NULL,NULL,"okres Žilina",Žilina,"Staré mesto","Reality IQ, s.r.o.",Žilina
Juki5wHUVn2,"4-room apartment",76,2895.29,"new construction","ground floor",NULL,NULL,2024,NULL,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš","Liptovská Ondrašová","Bosen Group s.r.o.",Bratislava
Ju_PmXVPtoo,"2-room apartment",55,2725.45,unrenovated,"upper floor",3,NULL,1977,"not available",NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Hliny,"Crystin reality, s.r.o.",Žilina
JuaWfCrgS3s,"4-room apartment",101,2742.57,"under construction","upper floor",5,yes,2025,A,NULL,NULL,NULL,NULL,"okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence,"Istrofinal, s. r. o.",Žilina
Ju1cdYuex4G,"3-room apartment",79,2910.13,"new construction","ground floor",1,NULL,2025,"not available",NULL,NULL,NULL,NULL,"okres Dolný Kubín","Dolný Kubín",Stred,"RE/MAX Slovakia",Bratislava
JuJEoP397IJ,"3-room apartment",73,2738.36,"new construction","ground floor",1,yes,2024,"not available",NULL,NULL,NULL,NULL,"okres Ružomberok","Liptovská Teplá","Liptovská Teplá","AstonReal s.r.o.","Banská Bystrica"
JuCISBa6iwp,"2-room apartment",68,1735.29,unrenovated,"upper floor",8,NULL,1975,B,yes,NULL,NULL,NULL,"okres Ružomberok",Ružomberok,Roveň,"NajBývanie, s.r.o.",Ružomberok
JuQZcPPu9nd,maisonette,175,NULL,"new construction","upper floor",5,NULL,2025,"not available",NULL,NULL,NULL,NULL,"okres Žilina",Žilina,"Staré mesto","MGM reality",Žilina
JuYHImgOHO_,"3-room apartment",105,4009.98,"under construction","upper floor",4,yes,2027,A,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto","TATRA CITY RESIDENCE s. r. o.",Zvolen
JuQydtvhuaC,"3-room apartment",70,2185.71,"fully renovated",NULL,NULL,NULL,1980,"not available",NULL,NULL,NULL,NULL,"okres Tvrdošín",Tvrdošín,Medvedzie,"TUreality s.r.o.",Žilina
Ju6JFF73eZc,"4-room apartment",84,NULL,"partially renovated","top floor",7,yes,1983,"not available",yes,NULL,NULL,NULL,"okres Žilina",Žilina,Hliny,"ACTIVE - Reality, s. r. o.",Žilina
JupURRP8axF,"4-room apartment",105,3323.81,"new construction","top floor",5,yes,2024,NULL,NULL,NULL,NULL,NULL,"okres Žilina",Žilina,"Staré mesto","WFG reality, s.r.o.",Žilina
Ju5Pax6FaXd,"2-room apartment",65,2307.69,unrenovated,NULL,NULL,NULL,1980,"not available",NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Hliny,"TUreality s.r.o.",Žilina
Juh13qbi4yL,"2-room apartment",63,3183.63,"new construction","raised ground floor",2,yes,2025,A,NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Hájik,"ODEKO manažment s.r.o.",Žilina
JuPkeS3sVco,"2-room apartment",56,2794.64,"fully renovated",NULL,NULL,NULL,NULL,"not available",NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto","Direct Real, spol. s r.o.",Bratislava
JuqmZcqjzL5,"2-room apartment",45,5524.98,"development project","upper floor",4,NULL,2026,"not available",NULL,NULL,NULL,NULL,"okres Žilina",Žilina,"Staré mesto","Teraz, a.s.",Žilina
JuRJMz106O3,"holiday apartment",37,NULL,"under construction",attic,3,yes,2023,A,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš","Liptovská Mara - Tatralandia","RK SPIRIT s.r.o.","Liptovský Mikuláš"
Junr7vOGfgp,"holiday apartment",46,3021.74,"new construction","ground floor",1,NULL,2024,"not available",NULL,NULL,NULL,NULL,"okres Ružomberok",Bešeňová,Bešeňová,"MK-CORP s.r.o.",Malacky
JuhrMWK4tz6,"3-room apartment",120,2913.03,"fully renovated","upper floor",3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto","RESIDENCE realitná kancelária","Liptovský Mikuláš"
Jug-_AT8Wmt,"3-room apartment",72,2138.89,"partially renovated","upper floor",8,NULL,1989,"not available",NULL,NULL,NULL,NULL,"okres Kysucké Nové Mesto","Kysucké Nové Mesto",Kamence,"Pro Real, s. r. o. realitná kancelária",Žilina
JuT4OhvaBo8,"4-room apartment",140,3459.31,"new construction",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Žilina",Žilina,"Staré mesto",NULL,NULL
JuXxgiFzaw2,"holiday apartment",36,4754.41,"development project","ground floor",1,yes,2023,B,NULL,NULL,NULL,NULL,"okres Žilina",Terchová,Terchová,"KORSO Project, s.r.o.",Žilina
Juta8FGg1ms,"4-room apartment",130,2453.85,"new construction",NULL,NULL,NULL,2025,NULL,NULL,NULL,NULL,NULL,"okres Žilina","Rajecké Teplice","Rajecké Teplice","Bosen Group s.r.o.",Bratislava
JutRcPoSw48,"3-room apartment",76,2301.32,"partially renovated","upper floor",3,NULL,1980,"not available",yes,yes,yes,yes,"okres Žilina",Žilina,Vlčince,"DRR INVEST, s. r. o.","Horný Hričov"
JunhLdbpvMU,"3-room apartment",74,2669.46,"new construction","upper floor",2,yes,2025,A,NULL,NULL,NULL,NULL,"okres Martin",Martin,Stred,"Buby reality, s.r.o.",Žilina
JuAo_CCFbGo,"1-room apartment",38,3155.26,"new construction","upper floor",5,NULL,2018,A,NULL,NULL,NULL,yes,"okres Martin",Martin,Priekopa,"TARGETreal s. r. o.",Žilina
JuIcnUNxIlt,"2-room apartment",57,1940.72,unrenovated,"upper floor",6,yes,1973,"not available",NULL,NULL,NULL,NULL,"okres Martin",Martin,Košúty,"ALFA SALUTO REAL s.r.o",Bratislava
JuroNkYo0Ud,"3-room apartment",74,NULL,"partially renovated","top floor",4,NULL,1978,B,NULL,NULL,NULL,yes,"okres Martin",Vrútky,"Horné Vrútky","LIF REAL",Martin
JuoB7gmYVp_,"2-room apartment",73,3410.96,"fully renovated","top floor",2,NULL,2015,"not available",NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová,"RK SPIRIT s.r.o.","Liptovský Mikuláš"
Juw2GAhwVDz,"3-room apartment",76,NULL,"fully renovated",NULL,NULL,NULL,1980,"not available",NULL,NULL,NULL,NULL,"okres Martin",Martin,Záturčie,"TUreality s.r.o.",Žilina
JuNxbiZtMJl,"2-room apartment",62,2983.87,"partially renovated","ground floor",1,NULL,1957,"not available",NULL,NULL,yes,yes,"okres Žilina",Žilina,Hliny,"StorkReal s. r. o.","Rajecká Lesná"
Ju8y_HCffnI,"studio apartment",26,NULL,"partially renovated",NULL,NULL,NULL,2025,"not available",NULL,NULL,NULL,yes,"okres Čadca",Čadca,Žarec,"Reality Alpia",Martin
JuDpUKm1R87,"3-room apartment",102,2713.43,"under construction","upper floor",4,yes,NULL,A,yes,NULL,NULL,yes,"okres Martin",Martin,Jahodníky,"CANGURU s.r.o.","Rajecké Teplice"
JuyticuaW7A,"3-room apartment",64,2746.48,"under construction","upper floor",3,NULL,2025,A,NULL,NULL,NULL,NULL,"okres Ružomberok",Ružomberok,Roveň,"ODEKO manažment s.r.o.",Žilina
JutwTj3bM_v,"2-room apartment",51,NULL,"fully renovated",NULL,NULL,NULL,1980,"not available",NULL,NULL,NULL,NULL,"okres Martin",Martin,Sever,"TUreality s.r.o.",Žilina
Ju-D0j5Tx8q,"3-room apartment",63,2380.95,"partially renovated","upper floor",2,yes,1963,"not available",NULL,NULL,NULL,NULL,"okres Martin",Martin,Sever,"Realitná kancelária",Bratislava
Juaqewf1vyV,"3-room apartment",73,NULL,"new construction","upper floor",NULL,NULL,2025,NULL,NULL,NULL,NULL,NULL,"okres Martin",Martin,Košúty,"B10 Slovensko, a. s.",Žilina
JufCUUh8n1P,"3-room apartment",60,NULL,"partially renovated","upper floor",3,yes,NULL,NULL,NULL,NULL,NULL,NULL,"okres Ružomberok",Ružomberok,Baničné,"LOYAL REALITY s.r.o.","Dolný Kubín"
JuEOy8Ch_fK,"4-room apartment",128,2720.78,"new construction","upper floor",4,yes,2025,A,yes,yes,yes,yes,"okres Žilina",Žilina,Vlčince,"Reinoo a.s.",Žilina
JuAjD-DNY5d,"studio apartment",21,5428.57,"fully renovated","upper floor",4,NULL,2025,"not available",NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Vlčince,"Gro & Partners",Žilina
JuXBeof4cBw,"3-room apartment",123,1498.78,"development project","ground floor",1,yes,2024,A,yes,NULL,yes,NULL,"okres Ružomberok",Ružomberok,Baničné,"ODEKO manažment s.r.o.",Žilina
JufBWbzCmcn,"4-room apartment",100,1749.90,"partially renovated","top floor",4,NULL,1978,"not available",NULL,NULL,NULL,NULL,"okres Martin",Martin,Stred,"Cooper Real s.r.o",Bratislava
JuN-wthtGNF,"3-room apartment",143,2028.61,"under construction","upper floor",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Žilina",Žilina,Hájik,"Realitná kancelária",Bratislava
JuZqmgmus3f,"3-room apartment",70,1785.71,"partially renovated","upper floor",3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"okres Martin",Turany,Turany,"Realitná kancelária",Bratislava
JuEhBGLGdyB,"3-room apartment",65,1844.62,"partially renovated","upper floor",8,NULL,1900,"not available",NULL,NULL,NULL,NULL,"okres Martin",Martin,Košúty,"RE/MAX Slovakia",Bratislava
Juhy56IDgaZ,"2-room apartment",55,NULL,"fully renovated","upper floor",3,NULL,1960,B,NULL,NULL,NULL,NULL,"okres Martin",Martin,Podháj,"Reality Center, s.r.o.",Martin
Ju8yXfa5xfL,"3-room apartment",61,1879.08,"partially renovated",NULL,NULL,NULL,1980,"not available",NULL,NULL,NULL,NULL,"okres Ružomberok",Ružomberok,Baničné,"TUreality s.r.o.",Žilina
Jul5uPR1of1,"2-room apartment",42,3214.29,"new construction",NULL,NULL,NULL,NULL,A,NULL,NULL,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto","RESIDENCE realitná kancelária","Liptovský Mikuláš"
