offer_id,agency,office_city,location_district,location_city,location_area
JuBqrsBTBJs,"ALT REAL, s.r.o.",Martin,"okres Ružomberok",Ružomberok,"Staré mesto"
JuVsKCgx10t,"Realitná kancelária",Bratislava,"okres Žilina",Višňové,Višňové
Ju39WLkWIa0,"Piata Avenue",Žilina,"okres Martin","Turčiansky Peter","Turčiansky Peter"
JuYakCSM7Er,"RES GROUP, s.r.o.",Žilina,"okres Turčianske Teplice",Háj,Háj
JuNQro8eb1w,"BV REAL PD, s.r.o.",Prievidza,"okres Turčianske Teplice",Turček,Turček
Ju9aPEa8o9x,"Direct Real, spol. s r.o.",Bratislava,"okres Liptovský Mikuláš","Liptovská Sielnica","Liptovská Sielnica"
Jusa_KVAuJ7,"JPE. Reality - Jozef Pajer",Čadca,"okres Čadca",Svrčinovec,Svrčinovec
Jupd__eIrfW,"Romantické Chalupy, s.r.o.",Bratislava,"okres Martin",Vrútky,"Karvaša a Bláhovca"
Ju419iKir6V,"AstonReal s.r.o.","Banská Bystrica","okres Liptovský Mikuláš","Liptovský Mikuláš","Liptovská Ondrašová"
JuVNXqUSw6h,"FatraReal s. r. o.",Ružomberok,"okres Ružomberok",Ružomberok,"Staré mesto"
Ju0JlS9gfjG,"RES GROUP, s.r.o.",Žilina,"okres Žilina",Turie,Turie
JuV0_j6OG4Q,"RES GROUP, s.r.o.",Žilina,"okres Čadca","Stará Bystrica","Stará Bystrica"
JuE4imxVWwa,"Real Estate Group4U","Považská Bystrica","okres Žilina",Žilina,Budatín
Juoa-Iz2VRV,"1. Reality Rent, s.r.o.",Žilina,"okres Čadca",Olešná,Olešná
JuNQtFNCOxb,"Direct Real, spol. s r.o.",Bratislava,"okres Liptovský Mikuláš","Uhorská Ves","Uhorská Ves"
JuEW0eTR9MG,"RENOME REAL",Žilina,"okres Žilina",Žilina,"Staré mesto"
Ju7atSyCG1P,"ADH-REAL s.r.o. Hirjaková Adriana",Ovčiarsko,"okres Žilina",Žilina,Bytčica
JuvIyu9zHe0,"TOCA, s.r.o. Realitná činnosť",Bytča,"okres Bytča",Bytča,"Hliník nad Váhom"
Ju23oRXuRNw,"HOLESTIAK.sk reality s.r.o.",Čadca,"okres Čadca",Čadca,Horelica
JudhN1eg-Z1,"TUreality s.r.o.",Žilina,"okres Liptovský Mikuláš","Liptovský Mikuláš",Demänová
Ju9kLci6QHU,"TUreality s.r.o.",Žilina,"okres Liptovský Mikuláš","Liptovská Porúbka","Liptovská Porúbka"
JuUeAjh6h4i,"REALITY SPOLU",Bratislava,"okres Ružomberok",Ružomberok,Gejdák
JuddrVo_6K8,"TUreality s.r.o.",Žilina,"okres Tvrdošín",Zábiedovo,Zábiedovo
JuiyJgEkcp7,NULL,NULL,"okres Dolný Kubín",Veličná,Veličná
JuP7ORLd_oZ,"Realitné kancelárie SR",Bratislava,"okres Žilina",Svederník,Svederník
JubSXyHD9FS,"MGM reality",Žilina,"okres Žilina",Bitarová,Bitarová
Ju2bFduldFu,"MGM reality",Žilina,"okres Žilina",Žilina,"Staré mesto"
JueNBBfFeD4,"TARGETreal s. r. o.",Žilina,"okres Žilina",Varín,Varín
Ju9gt_dtFmu,"Piata Avenue",Žilina,"okres Martin","Turčiansky Peter","Turčiansky Peter"
JuCx5OqxogO,"AnoReal, s.r.o.",Stráňavy,"okres Žilina",Rajec,Rajec
JugBNFAg1HA,"NajBývanie, s.r.o.",Ružomberok,"okres Ružomberok",Ružomberok,Rybárpole
JuE1L7QIb5r,"Reality Simply",Martin,"okres Martin",Martin,Priekopa
Ju0MsknUaYA,"Realitná kancelária RED, s.r.o.",Žilina,"okres Žilina",Terchová,Terchová
Ju-iigXRX-E,"ROMDOM, s. r. o",Žilina,"okres Martin",Martin,Priekopa
JuP-ssdj9MS,NULL,NULL,"okres Čadca",Oščadnica,Oščadnica
Ju8trZQFbnP,"Direct Real, spol. s r.o.",Bratislava,"okres Liptovský Mikuláš",Dúbrava,Dúbrava
Ju2H7rNABro,"FINREA - ak vám záleží na výsledku","Dolný Kubín","okres Dolný Kubín","Dolný Kubín",Záskalie
Ju1GDbbrB55,"1. Reality Rent, s.r.o.",Žilina,"okres Čadca",Čadca,Podzávoz
JueseIeLY2v,"Realitné kancelárie SR",Bratislava,"okres Čadca","Stará Bystrica","Stará Bystrica"
JuYd_ySpDkY,NULL,NULL,"okres Martin",Martin,Priekopa
JuaMaWInHEa,"DreamReality s.r.o.",Žilina,"okres Žilina","Dolný Hričov","Dolný Hričov"
JujFiU7wF23,"RIEŠIME BÝVANIE",Bratislava,"okres Bytča",Bytča,"Bytča - sever"
Jun5lwMOykP,"FINREA - ak vám záleží na výsledku","Dolný Kubín","okres Dolný Kubín",Istebné,Istebné
JuxEotSi75n,"Ing. Marcela Pišteková",Turzovka,"okres Čadca",Makov,Makov
JugeXc96z-v,NULL,NULL,"okres Dolný Kubín","Dolný Kubín",Mokraď
Ju5GSMP-mjz,"HOLESTIAK.sk reality s.r.o.",Čadca,"okres Čadca",Čadca,Horelica
JujtVzSs6Xp,"RIEŠIME BÝVANIE",Bratislava,"okres Martin",Necpaly,Necpaly
JuHDbG3yLMb,"NajBývanie, s.r.o.",Ružomberok,"okres Liptovský Mikuláš",Pribylina,Pribylina
Jug4SIOybnO,"Reality Alpia",Martin,"okres Martin",Martin,Stred
Ju1tsUeFhRS,"TUreality s.r.o.",Žilina,"okres Žilina",Rosina,Rosina
Juws22--sLM,"GERT , s.r.o.","Liptovský Mikuláš","okres Liptovský Mikuláš","Liptovský Trnovec","Liptovský Trnovec"
Ju3gJr9Nl-f,"RES GROUP, s.r.o.",Žilina,"okres Martin",Necpaly,Necpaly
JuiKlGUbKmU,"OREA, s.r.o.","Dolný Kubín","okres Tvrdošín",Vitanová,Vitanová
JuvemPDdxob,"ŽILINAREAL, s.r.o.",Žilina,"okres Kysucké Nové Mesto","Kysucké Nové Mesto","Budatínska Lehota"
Juv-ZyHYN0s,"TOCA, s.r.o. Realitná činnosť",Bytča,"okres Žilina",Hôrky,Hôrky
Ju9NWPjsyPl,"HOLESTIAK.sk reality s.r.o.",Čadca,"okres Čadca",Zákopčie,Zákopčie
JuFzDxVJ2q6,"Romantické Chalupy, s.r.o.",Bratislava,"okres Ružomberok","Liptovské Revúce","Liptovské Revúce"
JumvGr4WHDN,"MGM reality",Žilina,"okres Žilina",Gbeľany,Gbeľany
JumL89VNCQA,"NajBývanie, s.r.o.",Ružomberok,"okres Ružomberok",Ružomberok,"Staré mesto"
Juxt1OSVKJl,"Realitné kancelárie SR",Bratislava,"okres Žilina",Žilina,Závodie
JuE93RTyEY1k,"Romantické Chalupy, s.r.o.",Bratislava,"okres Ružomberok","Liptovská Lúžna","Liptovská Lúžna"
JuKa1Trlsqb,"RENOME REAL",Žilina,"okres Žilina","Dlhé Pole","Dlhé Pole"
JuO1xdQLtDm,"SLNOVRAT, s.r.o.",Olešná,"okres Čadca",Čadca,Horelica
JuatbTPjpIq,"Piata Avenue",Žilina,"okres Čadca","Krásno nad Kysucou",Blažkov
JucPea4Ivtx,"Realitná kancelária RED, s.r.o.",Žilina,"okres Žilina",Žilina,Brodno
JufqC5RH_Te,"Ing.Zuzana Paverová","Turčianske Teplice","okres Turčianske Teplice","Turčianske Teplice",Stred
JuFqa8ebzxy,"Georgi Conev",Žilina,"okres Žilina",Terchová,Terchová
Ju9Mn4e894N,NULL,NULL,"okres Žilina",Ďurčiná,Ďurčiná
JuWeOewD3Gg,"FatraReal s. r. o.",Ružomberok,"okres Liptovský Mikuláš",Dúbrava,Dúbrava
JuuJvOruCyE,"Buby reality, s.r.o.",Žilina,"okres Martin",Martin,Sever
Ju1Fv2ySoaS,"Realitná kancelária Kľúč",Trnava,"okres Martin",Príbovce,Príbovce
JuFC-aJuKRa,"Reality Alpia",Martin,"okres Žilina","Malá Čierna","Malá Čierna"
JuM2ROndAws,"Piata Avenue",Žilina,"okres Martin",Martin,Priekopa
JuSs3N5i3rL,"TUreality s.r.o.",Žilina,"okres Liptovský Mikuláš","Liptovský Mikuláš",Benice
JuKx19d2RCd,"Reality ASTORIA, s.r.o.",Martin,"okres Martin",Martin,Jahodníky
JuY-SPBwd8P,mojaRK,Bratislava,"okres Liptovský Mikuláš",Smrečany,Smrečany
JuLWBKzZeJE,"Reality MT s.r.o.",Martin,"okres Martin",Necpaly,Necpaly
JuD8rezKquD,"AstonReal s.r.o.","Banská Bystrica","okres Turčianske Teplice","Turčianske Teplice",Diviaky
Ju6NukP0wBz,"REALITY SPOLU",Bratislava,"okres Liptovský Mikuláš","Liptovský Trnovec","Liptovský Trnovec"
JubU0eKdiVr,"TOCA, s.r.o. Realitná činnosť",Bytča,"okres Bytča",Bytča,"Hliník nad Váhom"
Jupwy58HyS3,"HD reality group s.r.o","Banská Bystrica","okres Liptovský Mikuláš","Liptovské Kľačany","Liptovské Kľačany"
JuIbHiaSfl0,NULL,NULL,"okres Bytča",Bytča,"Veľká Bytča"
Ju-h4ZgFDNR,"U9, a.s.",Bratislava,"okres Liptovský Mikuláš",Hybe,Hybe
Jux_9WVvE-Q,"Romantické Chalupy, s.r.o.",Bratislava,"okres Turčianske Teplice","Horná Štubňa","Horná Štubňa"
JupBKdvb5-A,"TUreality s.r.o.",Žilina,"okres Liptovský Mikuláš","Liptovský Trnovec","Liptovský Trnovec"
JuCoSlVNCl5,"Realitná kancelária",Bratislava,"okres Žilina",Strečno,Strečno
JugvlRDwxML,"Real Estate Group4U","Považská Bystrica","okres Žilina",Lietava,Lietava
JuqOiX2gk_s,"Realitné kancelárie SR",Bratislava,"okres Liptovský Mikuláš","Liptovský Mikuláš","Liptovská Ondrašová"
JusOQ86lFSqV,"Realitná kancelária",Bratislava,"okres Žilina",Žilina,"Považský Chlmec"
JuDOSPT3oT9,"Piata Avenue",Žilina,"okres Žilina",Hôrky,Hôrky
JuoQ_50mfjv,"Safe reality s. r. o.",Žilina,"okres Žilina",Stránske,Stránske
JuOCwLlVc6x,NULL,NULL,"okres Kysucké Nové Mesto","Kysucký Lieskovec","Kysucký Lieskovec"
JuHnEHB35K0,"HALO reality, s.r.o.",Prievidza,"okres Žilina",Terchová,Terchová
JuiW01vp_No,"MENÍME BÝVANIE",Čadca,"okres Čadca",Čadca,Čadečka
JugGPssQETW,"Reality Alpia",Martin,"okres Dolný Kubín",Zázrivá,Zázrivá
JuVBGZswzO8,"Reality Alpia",Martin,"okres Žilina","Rajecké Teplice","Rajecké Teplice"
Ju6igj_0jNC,"RK Dalmia s. r. o.","Dolný Kubín","okres Dolný Kubín","Oravský Podzámok","Oravský Podzámok"
Jun0rUiHHId,"ALT REAL, s.r.o.",Martin,"okres Martin","Turčiansky Peter","Turčiansky Peter"
JubExmFeQF5H,"Direct Real, spol. s r.o.",Bratislava,"okres Liptovský Mikuláš","Závažná Poruba","Závažná Poruba"
JuRC_sngF0m,"1. Reality Rent, s.r.o.",Žilina,"okres Žilina",Terchová,Terchová
JumabMEntjy,"Nové bývanie",Nitra,"okres Kysucké Nové Mesto",Povina,Povina
Jupi9oHSOxK,"Reality férovo, s. r. o.",Šaľa,"okres Turčianske Teplice",Háj,Háj
JuhlHrJa9hV,"ALT REAL, s.r.o.",Martin,"okres Martin",Martin,Stráne
Jufj_0Gj-0k,"OVERENÉ REALITY","Banská Bystrica","okres Liptovský Mikuláš",Ľubeľa,Ľubeľa
JuqStupTj78,"WFG reality, s.r.o.",Žilina,"okres Žilina",Žilina,"Staré mesto"
Juk3KAL7-tq,"Realitná kancelária DR, s.r.o.",Martin,"okres Martin",Podhradie,Podhradie
JudpEUux9d7,Limaxreal,"Liptovský Mikuláš","okres Liptovský Mikuláš","Závažná Poruba","Závažná Poruba"
Ju3LCu23qXh,"NajBývanie, s.r.o.",Ružomberok,"okres Ružomberok",Ružomberok,"Staré mesto"
JutKedpOXQk,NULL,NULL,"okres Liptovský Mikuláš","Partizánska Ľupča","Partizánska Ľupča"
Juwr4hT_Hw4,"Reality AK, spol. s r.o.",Martin,"okres Martin",Martin,Priekopa
JuLejb12kjD,"Pro Real, s. r. o. realitná kancelária",Žilina,"okres Kysucké Nové Mesto",Povina,Povina
JuGgpJ73Uj2,"OREA, s.r.o.","Dolný Kubín","okres Dolný Kubín","Dolný Kubín",Brezovec
JuT41GyTcye,NULL,NULL,"okres Čadca",Makov,Makov
Ju3CARY9OXA,"HOLESTIAK.sk reality s.r.o.",Čadca,"okres Čadca",Čadca,Centrum
JujozXo5nt1,"RES GROUP, s.r.o.",Žilina,"okres Turčianske Teplice",Dubové,Dubové
JuuOm3BAvYEs,"1. Reality Rent, s.r.o.",Žilina,"okres Martin",NULL,NULL
JuiyrWA4fnU,"B10 Slovensko, a. s.",Žilina,"okres Čadca",Turzovka,Závodie
JuT3DyFpT5w,"Direct Real, spol. s r.o.",Bratislava,"okres Liptovský Mikuláš",Hybe,Hybe
JuwmzGWznze,"HALO reality, s.r.o.",Prievidza,"okres Liptovský Mikuláš",Dúbrava,Dúbrava
JuZLXRA74dF,"B10 Slovensko, a. s.",Žilina,"okres Martin",Ležiachov,Ležiachov
JuuVW7D3CC4,"AstonReal s.r.o.","Banská Bystrica","okres Liptovský Mikuláš","Liptovský Mikuláš","Liptovská Ondrašová"
JuEHT7VVEBz,"Nové bývanie",Nitra,"okres Žilina",Varín,Varín
Ju9dPAZvZDN,NULL,NULL,"okres Liptovský Mikuláš","Liptovská Porúbka","Liptovská Porúbka"
JucFteCcorV,"1. Reality Rent, s.r.o.",Žilina,"okres Čadca",Raková,Raková
JutrNWqo1mF,"Real Reality Development s.r.o.",Martin,"okres Martin",Žabokreky,Žabokreky
JuINrC73hf2,"Realitné kancelárie SR",Bratislava,"okres Žilina","Teplička nad Váhom","Teplička nad Váhom"
Ju91riyeIY0,"RESIDENCE realitná kancelária","Liptovský Mikuláš","okres Liptovský Mikuláš","Svätý Kríž","Svätý Kríž"
JuJVlSLNzUp,"TARGETreal s. r. o.",Žilina,"okres Turčianske Teplice","Horná Štubňa","Horná Štubňa"
Jugx_wMlZ3E,"Vianema s.r.o.",Bratislava,"okres Kysucké Nové Mesto",Rudinská,Rudinská
JuDis4x18zz,"PT-com s. r. o.","Banská Bystrica","okres Liptovský Mikuláš",Ižipovce,Ižipovce
JuDZksNmp-x,"OVERENÉ REALITY","Banská Bystrica","okres Ružomberok","Liptovská Teplá","Liptovská Teplá"
Ju-NcnxkRbA,"ARBIZ real estate & finance s. r. o.",Ružomberok,"okres Ružomberok",Stankovany,Stankovany
JuT8DWNBWjF,"ŽILINAREAL, s.r.o.",Žilina,"okres Žilina",Žilina,"Malá Praha"
JuGbXL5nuWt,"VAŠE REALITY s.r.o.",Trenčín,"okres Čadca",Oščadnica,Oščadnica
JuCQvl5wSHc,"Ing. Marcela Pišteková",Turzovka,"okres Čadca",Korňa,Korňa
JuMul7PwvM2d,"Realitná kancelária RED, s.r.o.",Žilina,"okres Žilina",Višňové,Višňové
Ju8Q97pjRsq,"OVERENÉ REALITY","Banská Bystrica","okres Ružomberok",Ivachnová,Ivachnová
Ju2NkOjuxZI,"MGM reality",Žilina,"okres Žilina","Rajecké Teplice","Rajecké Teplice"
JuIaBwHCjWo,"Realitná kancelária",Bratislava,"okres Turčianske Teplice","Malý Čepčín","Malý Čepčín"
JuJ5uCQt9op,"RIEŠIME BÝVANIE",Bratislava,"okres Žilina","Lietavská Svinná-Babkov","Lietavská Svinná-Babkov"
JuXSgDSAhl3,"Pegas real s.r.o.",Bratislava,"okres Žilina",Terchová,Terchová
JuI7pHVr8cE,"Realitná kancelária",Bratislava,"okres Bytča",Jablonové,Jablonové
JuCwuVypfFN,"Realitná kancelária RED, s.r.o.",Žilina,"okres Žilina","Teplička nad Váhom","Teplička nad Váhom"
Ju8E81QIHh9,"Realitné kancelárie SR",Bratislava,"okres Bytča",Bytča,"Hliník nad Váhom"
JurLHZvtaEy,"AstonReal s.r.o.","Banská Bystrica","okres Martin",Martin,Stred
JuhczzRboRF,NULL,NULL,"okres Žilina",Žilina,Závodie
Juxivp9KfQ0,"IDEÁLNE BÝVANIE, s.r.o.",Žilina,"okres Žilina",Rosina,Rosina
Jud93oHCOHE,"Reality Alpia",Martin,"okres Martin",Bystrička,Bystrička
JuJsyjovPfc,"HOLESTIAK.sk reality s.r.o.",Čadca,"okres Čadca","Dlhá nad Kysucou","Dlhá nad Kysucou"
JuOaEJ-u0ZG,"1. Reality Rent, s.r.o.",Žilina,"okres Čadca",Svrčinovec,Svrčinovec
Ju02FWXcSxg,"ALT REAL, s.r.o.",Martin,"okres Turčianske Teplice",Mošovce,Mošovce
JuNBS73Ff1Z,"Reality ASTORIA, s.r.o.",Martin,"okres Martin",Turany,Turany
Juet0DuhtSi,liptoreal,"Liptovský Mikuláš","okres Liptovský Mikuláš",Prosiek,Prosiek
JutC2YgCUCh,"MAX PROFI REALITY",Martin,"okres Martin",Bystrička,Bystrička
JuxTlJngqfx,"Realitná kancelária RED, s.r.o.",Žilina,"okres Žilina",Hôrky,Hôrky
JuTG5fkPlv9,"B10 Slovensko, a. s.",Žilina,"okres Turčianske Teplice",Abramová,Abramová
JuzPTiI9dEx,"ŽILINAREAL, s.r.o.",Žilina,"okres Žilina",Žilina,"Staré mesto"
JunogbuFikZ,"OVERENÉ REALITY","Banská Bystrica","okres Ružomberok",Stankovany,Stankovany
JuQYvnGYftR,"TUreality s.r.o.",Žilina,"okres Martin",Martin,Stráne
JuE2xdPeLMB,"Realitné kancelárie SR",Bratislava,"okres Žilina",Žilina,Budatín
JuQBGbl9GCs,"1. Reality Rent, s.r.o.",Žilina,"okres Bytča",Kolárovice,Kolárovice
JuuYuhMI403,"HALO reality, s.r.o.",Prievidza,"okres Liptovský Mikuláš","Liptovský Hrádok",Dovalovo
Ju_uHTH2LKy,"RIEŠIME BÝVANIE",Bratislava,"okres Bytča","Veľké Rovné","Veľké Rovné"
JucgDISpkFu,"NajBývanie, s.r.o.",Ružomberok,"okres Ružomberok","Liptovská Štiavnica","Liptovská Štiavnica"
Juf5RoOgfBW,"TOCA, s.r.o. Realitná činnosť",Bytča,"okres Bytča",Bytča,"Hliník nad Váhom"
JuZFa40Foop,"ROSA reality","Kysucké Nové Mesto","okres Kysucké Nové Mesto",NULL,NULL
JuJib1snd7W,"Realitné kancelárie SR",Bratislava,"okres Žilina",Žilina,Bytčica
Juako0agoSO,"ADH-REAL s.r.o. Hirjaková Adriana",Ovčiarsko,"okres Žilina",Stránske,Stránske
JuoV-wTSH0S,"RES GROUP, s.r.o.",Žilina,"okres Žilina",Rosina,Rosina
Jubj0GQo0yb,"RK Finanz Real, s.r.o.",Trnava,"okres Čadca",Zákopčie,Zákopčie
JuCh945YdSl,"BeMi realitná kancelária",Nitra,"okres Námestovo",Námestovo,"Slanická Osada"
JuDwCbbbd6Z,"Realitné kancelárie SR",Bratislava,"okres Liptovský Mikuláš",Ľubeľa,Ľubeľa
Juv33DUvv0m,"Realitná kancelária RED, s.r.o.",Žilina,"okres Žilina",Žilina,Závodie
JuP5LbmRSZ8,"REALITY SPOLU",Bratislava,"okres Turčianske Teplice",Kaľamenová,Kaľamenová
JufilbyD1c1,"Romantické Chalupy, s.r.o.",Bratislava,"okres Ružomberok",Ružomberok,"Biely Potok"
JutjBXS2rky,NULL,NULL,"okres Žilina",Žilina,Trnové
Juii36MitpD,"Direct Real, spol. s r.o.",Bratislava,"okres Námestovo",Ťapešovo,Ťapešovo
JutiSbVRe_4,"TUreality s.r.o.",Žilina,"okres Žilina",Žilina,Bôrik
JuNs-c1_Jug,"PROFI INVEST družstvo",Košice,"okres Čadca",Staškov,Staškov
JuQ8RNQVTuL,"BeMi realitná kancelária",Nitra,"okres Čadca",Čadca,Čadečka
JunPSVDxWEH,"Reality Alpia",Martin,"okres Martin",Martin,"Kolónia Hviezda"
Jut7J495GN0,"LICITOR group, a.s.",Žilina,"okres Turčianske Teplice","Turčianske Teplice",Diviaky
Jujj9R6pdLi,"Reality IQ, s.r.o.",Žilina,"okres Žilina",Konská,Konská
JuCuq9xsJt1,NULL,NULL,"okres Žilina",Rosina,Rosina
JuX1WyelwxA,"Reality Alpia",Martin,"okres Žilina","Malá Čierna","Malá Čierna"
JuuA60psrH_,"Realitné kancelárie SR",Bratislava,"okres Turčianske Teplice",Dubové,Dubové
JuiwpIv6ZO8n,"Realitné kancelárie SR",Bratislava,"okres Turčianske Teplice","Turčianske Teplice","Turčiansky Michal"
JuzAGRifcCv,"GAMA Reality, s.r.o.",Bytča,"okres Čadca","Krásno nad Kysucou",Stred
JuWLq7Wh8lf,"Reality AK, spol. s r.o.",Martin,"okres Martin","Kláštor pod Znievom","Kláštor pod Znievom"
Ju9fCSXKuI8,"HALO reality, s.r.o.",Prievidza,"okres Liptovský Mikuláš",Važec,Važec
JuVnevlBgml,NULL,NULL,"okres Turčianske Teplice","Turčianske Teplice",Stred
JuzfaiaPF1e,"DOBRÉ REALITY s.r.o.",Prievidza,"okres Martin",Martin,Jahodníky
Ju_jNWgq4Ah,"RIEŠIME BÝVANIE",Bratislava,"okres Liptovský Mikuláš","Kráľova Lehota","Kráľova Lehota"
JuWqGCp2oW6,"HOLESTIAK.sk reality s.r.o.",Čadca,"okres Čadca",Svrčinovec,Svrčinovec
JukqbzsVg5j,"Reality Center, s.r.o.",Martin,"okres Martin",Belá-Dulice,Belá-Dulice
Ju7p-ibu19t,"RIEŠIME BÝVANIE",Bratislava,"okres Liptovský Mikuláš","Liptovská Porúbka","Liptovská Porúbka"
JuhM9MWOU0h,"Nové bývanie",Nitra,"okres Liptovský Mikuláš","Liptovský Trnovec","Liptovský Trnovec"
JuHbG5bC-AQ,"Reality AK, spol. s r.o.",Martin,"okres Martin",Martin,Stráne
JuMpX9TQAHl,"OREA, s.r.o.","Dolný Kubín","okres Dolný Kubín","Dolný Kubín",Brezovec
Ju2L-GyOw3O,"Direct Real, spol. s r.o.",Bratislava,"okres Žilina",Strečno,Strečno
JuTNxy0mSKf,"BR ACADEMY, s. r. o.","Kysucké Nové Mesto","okres Kysucké Nové Mesto","Kysucké Nové Mesto",Suľkov
Juwnal8LZ_c,"DRR INVEST, s. r. o.","Horný Hričov","okres Žilina",Žilina,"Žilinská Lehota"
JukKOW5g8ic,"NajBývanie, s.r.o.",Ružomberok,"okres Ružomberok",Kalameny,Kalameny
JufvMyqhmxo,"Reality Alpia",Martin,"okres Martin",Vrícko,Vrícko
JufcWIOgVI-,"RS Mansory s.r.o.",Bratislava,"okres Žilina",Žilina,Strážov
JuUuFP8LBad,"RK Dalmia s. r. o.","Dolný Kubín","okres Dolný Kubín",Malatiná,Malatiná
JuGlgzti-Xv,"Trioreality, s.r.o.",Čadca,"okres Čadca",Staškov,Staškov
Ju-fppxOVlc,"Direct Real, spol. s r.o.",Bratislava,"okres Čadca",Zákopčie,Zákopčie
JuLLKbrzsGT,"Allrisk Slovakia Reality & Financie, s.r.o.",Bratislava,"okres Žilina",Žilina,Budatín
JuHzzpFEcq7,"Briliant Reality, s.r.o.",Senec,"okres Žilina",Terchová,Terchová
JuMN3BXlr1V,"BeMi realitná kancelária",Nitra,"okres Čadca",Klokočov,Klokočov
JuZv0Yfgbp2,"Realitné kancelárie SR",Bratislava,"okres Martin",Belá-Dulice,Belá-Dulice
JuAHn1RYaaM,"SLNOVRAT, s.r.o.",Olešná,"okres Čadca",Korňa,Korňa
Jub_f4tKd7Q,"ROMDOM, s. r. o",Žilina,"okres Kysucké Nové Mesto","Kysucký Lieskovec","Kysucký Lieskovec"
JuUyDXLqSR7,"RK Dalmia s. r. o.","Dolný Kubín","okres Tvrdošín",Nižná,Nižná
Ju9mMuon122,"Realitné kancelárie SR",Bratislava,"okres Kysucké Nové Mesto",Ochodnica,Ochodnica
JuxqHjwv5kQ,"Reality ASTORIA, s.r.o.",Martin,"okres Martin","Kláštor pod Znievom","Kláštor pod Znievom"
JuNBVjN_DWw_,"Real Estate Group4U","Považská Bystrica","okres Žilina",Rajec,Rajec
JukjLL6Pznq,"1. Reality Rent, s.r.o.",Žilina,"okres Bytča","Hlboké nad Váhom","Hlboké nad Váhom"
JuEdQgaYA3w,"Reality BL, s.r.o.","Kysucké Nové Mesto","okres Martin",Príbovce,Príbovce
JucVvBL8mQZ,"ŽILINAREAL, s.r.o.",Žilina,"okres Žilina",Brezany,Brezany
Juzanri8hki,"TOCA, s.r.o. Realitná činnosť",Bytča,"okres Bytča",Bytča,"Hliník nad Váhom"
JubVEhZEHQu,"FINREA - ak vám záleží na výsledku","Dolný Kubín","okres Martin",Martin,Priekopa
JuNKxzZQlzf,"Ing. Gerlinda Bérešová - Esti",Žilina,"okres Žilina",Višňové,Višňové
JuLre6AewXY,"Romantické Chalupy, s.r.o.",Bratislava,"okres Ružomberok",Ivachnová,Ivachnová
JuJF0aEq48e,"Safe reality s. r. o.",Žilina,"okres Žilina",Hôrky,Hôrky
JuepuA7Tiw0,"RESIDENCE realitná kancelária","Liptovský Mikuláš","okres Liptovský Mikuláš","Liptovský Mikuláš",Palúdzka
JuHgJ7Vnt5C,"Romantické Chalupy, s.r.o.",Bratislava,"okres Bytča",Bytča,"Hliník nad Váhom"
Ju2bCMkIGvc,"Romantické Chalupy, s.r.o.",Bratislava,"okres Bytča",Štiavnik,Štiavnik
JuHinPus21r,"RK Dalmia s. r. o.","Dolný Kubín","okres Ružomberok",Lisková,Lisková
Ju3sdsvW1qf,"bezmaklérov, s.r.o.",Žilina,"okres Ružomberok",Ružomberok,"Staré mesto"
JuyMjKXoFpJ,NULL,NULL,"okres Žilina",Žilina,Bytčica
Ju-HjJmEJ0m,"Reality ASTORIA, s.r.o.",Martin,"okres Turčianske Teplice",Čremošné,Čremošné
JuS7vOeFGIN,"Nové bývanie",Nitra,"okres Kysucké Nové Mesto","Horný Vadičov","Horný Vadičov"
JujgFHysqby,"AstonReal s.r.o.","Banská Bystrica","okres Martin","Turčianske Kľačany","Turčianske Kľačany"
Juec3rJbHzE,"HALO reality, s.r.o.",Prievidza,"okres Liptovský Mikuláš","Liptovská Sielnica","Liptovská Sielnica"
JuVTTY5wrme,"Reality MT s.r.o.",Martin,"okres Turčianske Teplice","Turčianske Teplice",Diviaky
Ju-Gmi7_Mm7,"Realitná kancelária",Bratislava,"okres Čadca","Vysoká nad Kysucou","Vysoká nad Kysucou"
JuDuqsttF6H,NULL,NULL,"okres Liptovský Mikuláš","Liptovský Mikuláš","Staré mesto"
Ju002dUmryq,"Buby reality, s.r.o.",Žilina,"okres Žilina",Žilina,"Staré mesto"
JufEAKik-mc,"B10 Slovensko, a. s.",Žilina,"okres Martin",Podhradie,Podhradie
Ju8UQkGga6F,"RK VILLEA, s. r. o.","Dolný Kubín","okres Ružomberok",Lisková,Lisková
JuMmB0vZcwg,"Realitná kancelária RED, s.r.o.",Žilina,"okres Žilina",Žilina,Bôrik
Juu4bOArZvB,"Romantické Chalupy, s.r.o.",Bratislava,"okres Ružomberok",Lúčky,Lúčky
JuG-JRPmhAG,"Realitná kancelária DOM",Žilina,"okres Žilina",NULL,NULL
Ju6-BxY4Q9v,"Romantické Chalupy, s.r.o.",Bratislava,"okres Martin",Blatnica,Blatnica
Ju4_CW18xww,"WFG reality, s.r.o.",Žilina,"okres Žilina","Paština Závada","Paština Závada"
JujfdD-5RPO,"AstonReal s.r.o.","Banská Bystrica","okres Ružomberok",Komjatná,Komjatná
JuJ5z8J0t7V,"MGM reality",Žilina,"okres Žilina",Žilina,Budatín
JuLlnmGgMKV,"REAL21 Invest-consult, s.r.o.","Považská Bystrica","okres Žilina",Rajec,Rajec
Ju7pKhqP4zK,"Like Reality s.r.o.","Považská Bystrica","okres Martin",Sučany,Sučany
Juq12PkyNpf,"RES GROUP, s.r.o.",Žilina,"okres Žilina",Višňové,Višňové
